x坐标, y坐标
2294,9.00E-05
2294.5,0.00026
2295,0.00047
2295.5,0.00047
2296,0.0005
2296.5,0.00043
2297,0.00049
2297.5,0.00026
2298,-5.00E-05
2298.5,-9.00E-05
2299,0.0003
2299.5,0.0005
2300,0.0004
2300.5,0.00045
2301,0.00052
2301.5,0.00078
2302,0.00093
2302.5,0.00092
2303,0.00112
2303.5,0.00088
2304,0.00117
2304.5,0.00099
2305,0.00086
2305.5,0.0009
2306,0.00115
2306.5,0.00133
2307,0.00175
2307.5,0.0017
2308,0.00174
2308.5,0.00141
2309,0.00139
2309.5,0.00115
2310,0.00095
2310.5,0.00061
2311,0.00052
2311.5,0.00049
2312,0.00037
2312.5,0.00066
2313,0.00073
2313.5,0.00078
2314,0.0007
2314.5,0.00053
2315,0.00047
2315.5,0.00051
2316,0.0005
2316.5,0.00044
2317,0.00041
2317.5,0.00028
2318,6.00E-05
2318.5,0.00019
2319,0.00049
2319.5,0.00051
2320,0.00044
2320.5,0.0001
2321,7.00E-05
2321.5,-7.00E-05
2322,-0.00036
2322.5,-0.00078
2323,-0.00081
2323.5,-0.00074
2324,-0.00076
2324.5,-0.0008
2325,-0.00063
2325.5,-0.0005
2326,-0.00049
2326.5,-0.00058
2327,-0.00041
2327.5,-0.0005
2328,-0.00044
2328.5,-0.00029
2329,-0.00023
2329.5,-6.00E-05
2330,8.00E-05
2330.5,-1.00E-05
2331,0.00017
2331.5,0.00031
2332,0.00071
2332.5,0.0007
2333,0.00048
2333.5,0.00054
2334,0.00033
2334.5,-4.00E-05
2335,-0.00017
2335.5,-4.00E-05
2336,-0.00036
2336.5,-0.00019
2337,0.00019
2337.5,0.00015
2338,0.00065
2338.5,0.0009
2339,0.00095
2339.5,0.00115
2340,0.00093
2340.5,0.00137
2341,0.00118
2341.5,0.00114
2342,0.00112
2342.5,0.00072
2343,0.00097
2343.5,0.00084
2344,0.00092
2344.5,0.00085
2345,0.00085
2345.5,0.00114
2346,0.00099
2346.5,0.00092
2347,0.00044
2347.5,0.00041
2348,0.0002
2348.5,-0.00025
2349,-0.00011
2349.5,-0.00013
2350,-0.00033
2350.5,-0.00055
2351,-0.00063
2351.5,-0.00083
2352,-0.00075
2352.5,-0.00072
2353,-0.00062
2353.5,-0.00067
2354,-0.00039
2354.5,-0.00057
2355,-0.00073
2355.5,-0.00077
2356,-0.00068
2356.5,-0.00049
2357,-0.00051
2357.5,1.00E-05
2358,0.00025
2358.5,0.00044
2359,0.00085
2359.5,0.00068
2360,0.00029
2360.5,0.00048
2361,0.00055
2361.5,0.00089
2362,0.00096
2362.5,0.00116
2363,0.00131
2363.5,0.00111
2364,0.00077
2364.5,0.00104
2365,0.00098
2365.5,0.00118
2366,0.00168
2366.5,0.00182
2367,0.0017
2367.5,0.0016
2368,0.00162
2368.5,0.0014
2369,0.00117
2369.5,0.00136
2370,0.00198
2370.5,0.00199
2371,0.00204
2371.5,0.00182
2372,0.0013
2372.5,0.00059
2373,0.00047
2373.5,0.00027
2374,0.00047
2374.5,0.0006
2375,0.00017
2375.5,6.00E-05
2376,0.00013
2376.5,-0.00017
2377,-0.00025
2377.5,-0.00052
2378,-0.00047
2378.5,-0.00036
2379,-0.00032
2379.5,0.00025
2380,0
2380.5,1.00E-05
2381,0.00032
2381.5,0.00013
2382,0.00013
2382.5,0.00057
2383,0.00054
2383.5,0.00014
2384,-0.00019
2384.5,-0.00052
2385,-0.00036
2385.5,-0.00034
2386,-0.00061
2386.5,-0.00053
2387,-0.00091
2387.5,-0.00088
2388,-0.00063
2388.5,-0.0004
2389,-0.00021
2389.5,-0.00027
2390,2.00E-05
2390.5,0.00014
2391,0.0006
2391.5,0.00051
2392,0.00025
2392.5,0.00022
2393,0.00014
2393.5,7.00E-05
2394,0.00013
2394.5,-1.00E-05
2395,-0.00019
2395.5,-4.00E-05
2396,3.00E-05
2396.5,-1.00E-05
2397,0
2397.5,-0.0003
2398,-0.00044
2398.5,-0.00084
2399,-0.00096
2399.5,-0.00092
2400,-0.00071
2400.5,-0.00052
2401,-0.00057
2401.5,-0.00074
2402,-0.00085
2402.5,-0.00099
2403,-0.00112
2403.5,-0.0011
2404,-0.0012
2404.5,-0.00114
2405,-0.00125
2405.5,-0.00126
2406,-0.00139
2406.5,-0.00134
2407,-0.00163
2407.5,-0.0016
2408,-0.00138
2408.5,-0.00181
2409,-0.00147
2409.5,-0.00103
2410,-0.00107
2410.5,-0.0008
2411,-0.0008
2411.5,-0.00093
2412,-0.00084
2412.5,-0.00096
2413,-0.00084
2413.5,-0.00078
2414,-0.00054
2414.5,-0.00026
2415,-0.00069
2415.5,-0.00077
2416,-0.00111
2416.5,-0.001
2417,-0.00088
2417.5,-0.00076
2418,-0.0006
2418.5,-0.00076
2419,-0.00069
2419.5,-0.00087
2420,-0.00103
2420.5,-0.00102
2421,-0.00093
2421.5,-0.00064
2422,-0.00076
2422.5,-0.00073
2423,-0.0012
2423.5,-0.00155
2424,-0.00138
2424.5,-0.00111
2425,-0.00103
2425.5,-0.00066
2426,-0.00079
2426.5,-0.00073
2427,-0.00027
2427.5,3.00E-05
2428,0.00026
2428.5,0.00037
2429,7.00E-05
2429.5,-0.00029
2430,-0.00028
2430.5,-0.00028
2431,0.00014
2431.5,0.00036
2432,0.0004
2432.5,0.00048
2433,0.00041
2433.5,0.00039
2434,0.00032
2434.5,0.00027
2435,0.00019
2435.5,0.0003
2436,0.0005
2436.5,0.00061
2437,0.00081
2437.5,0.00043
2438,9.00E-05
2438.5,-0.00019
2439,-0.00045
2439.5,-0.00046
2440,-0.00039
2440.5,-4.00E-05
2441,-0.00035
2441.5,-0.00024
2442,-2.00E-05
2442.5,-0.00052
2443,-0.00045
2443.5,-0.00057
2444,-0.00062
2444.5,-0.00051
2445,-0.00055
2445.5,-0.00057
2446,-0.00053
2446.5,-0.00089
2447,-0.0006
2447.5,-0.00036
2448,-0.00024
2448.5,0.00012
2449,-0.00023
2449.5,-0.00018
2450,0
2450.5,-0.00021
2451,-0.00012
2451.5,-0.0001
2452,0.00015
2452.5,0.00013
2453,0.00024
2453.5,0.0002
2454,0.00015
2454.5,2.00E-05
2455,-0.00062
2455.5,-0.00066
2456,-0.00073
2456.5,-0.00065
2457,-0.00054
2457.5,-0.0004
2458,-0.00023
2458.5,-0.00038
2459,-0.00064
2459.5,-0.00055
2460,-0.00078
2460.5,-0.00098
2461,-0.0008
2461.5,-0.0007
2462,-0.00047
2462.5,-0.00032
2463,-0.00074
2463.5,-0.00107
2464,-0.00131
2464.5,-0.00164
2465,-0.0011
2465.5,-0.00097
2466,-0.00068
2466.5,-0.00058
2467,-0.0004
2467.5,-0.00051
2468,-0.00066
2468.5,-0.00108
2469,-0.00085
2469.5,-0.00039
2470,-0.00052
2470.5,-0.00032
2471,1.00E-05
2471.5,0.00013
2472,-4.00E-05
2472.5,-9.00E-05
2473,-0.00015
2473.5,-0.0002
2474,0.00017
2474.5,8.00E-05
2475,0.00036
2475.5,0.00029
2476,7.00E-05
2476.5,-0.00011
2477,-0.00024
2477.5,-0.00013
2478,0.00025
2478.5,0.00061
2479,0.00073
2479.5,0.00092
2480,0.00074
2480.5,0.00114
2481,0.00099
2481.5,0.0012
2482,0.00139
2482.5,0.00162
2483,0.00156
2483.5,0.0017
2484,0.00144
2484.5,0.00145
2485,0.00148
2485.5,0.0014
2486,0.00116
2486.5,0.00108
2487,0.00066
2487.5,0.00068
2488,0.00066
2488.5,0.00073
2489,0.00091
2489.5,0.00123
2490,0.00152
2490.5,0.00173
2491,0.00213
2491.5,0.00219
2492,0.00187
2492.5,0.00207
2493,0.00168
2493.5,0.00121
2494,0.0008
2494.5,0.00078
2495,0.00083
2495.5,0.00104
2496,0.00105
2496.5,0.00113
2497,0.00099
2497.5,0.00061
2498,-6.00E-05
2498.5,-0.00043
2499,-0.00072
2499.5,-0.00079
2500,-0.00072
2500.5,-0.00058
2501,-0.00065
2501.5,-0.00058
2502,-0.00065
2502.5,-0.00066
2503,-0.00071
2503.5,-0.00093
2504,-0.00098
2504.5,-0.0011
2505,-0.00123
2505.5,-0.00119
2506,-0.00124
2506.5,-0.00097
2507,-0.00109
2507.5,-0.00137
2508,-0.00136
2508.5,-0.00198
2509,-0.00157
2509.5,-0.00175
2510,-0.00182
2510.5,-0.00194
2511,-0.00188
2511.5,-0.00174
2512,-0.00154
2512.5,-0.00133
2513,-0.00101
2513.5,-0.00143
2514,-0.00131
2514.5,-0.00123
2515,-0.00136
2515.5,-0.00167
2516,-0.002
2516.5,-0.00215
2517,-0.00208
2517.5,-0.00219
2518,-0.00249
2518.5,-0.00263
2519,-0.00292
2519.5,-0.00262
2520,-0.00243
2520.5,-0.00225
2521,-0.00264
2521.5,-0.00239
2522,-0.00216
2522.5,-0.00188
2523,-0.00159
2523.5,-0.00167
2524,-0.00192
2524.5,-0.00216
2525,-0.00195
2525.5,-0.00146
2526,-0.00144
2526.5,-0.00188
2527,-0.0021
2527.5,-0.00236
2528,-0.00238
2528.5,-0.00245
2529,-0.00217
2529.5,-0.00185
2530,-0.00199
2530.5,-0.00149
2531,-0.00142
2531.5,-0.00134
2532,-0.00131
2532.5,-0.00115
2533,-0.0009
2533.5,-0.00087
2534,-0.00089
2534.5,-0.00109
2535,-0.0011
2535.5,-0.00085
2536,-0.00095
2536.5,-0.00078
2537,-0.0009
2537.5,-0.00083
2538,-0.00117
2538.5,-0.00118
2539,-0.00149
2539.5,-0.00124
2540,-0.00092
2540.5,-0.001
2541,-0.00083
2541.5,-0.00092
2542,-0.00082
2542.5,-0.00039
2543,-0.0003
2543.5,-0.00019
2544,0.00016
2544.5,2.00E-05
2545,0.00047
2545.5,0.00037
2546,0.00049
2546.5,0.0007
2547,6.00E-05
2547.5,0.00024
2548,0.00041
2548.5,0.00073
2549,0.00116
2549.5,0.00131
2550,0.00163
2550.5,0.00185
2551,0.00193
2551.5,0.00235
2552,0.00243
2552.5,0.00244
2553,0.00267
2553.5,0.00266
2554,0.0027
2554.5,0.00292
2555,0.00263
2555.5,0.00213
2556,0.00205
2556.5,0.00176
2557,0.00193
2557.5,0.00193
2558,0.00192
2558.5,0.00179
2559,0.00195
2559.5,0.00191
2560,0.00229
2560.5,0.00216
2561,0.00208
2561.5,0.00223
2562,0.00253
2562.5,0.00264
2563,0.00292
2563.5,0.00253
2564,0.00221
2564.5,0.00219
2565,0.00219
2565.5,0.00201
2566,0.00169
2566.5,0.0018
2567,0.00151
2567.5,0.0013
2568,0.00114
2568.5,0.00103
2569,0.00107
2569.5,0.00117
2570,0.00139
2570.5,0.00186
2571,0.0022
2571.5,0.00221
2572,0.00249
2572.5,0.00244
2573,0.00201
2573.5,0.00182
2574,0.00214
2574.5,0.00234
2575,0.00269
2575.5,0.00288
2576,0.00287
2576.5,0.00277
2577,0.00226
2577.5,0.00222
2578,0.00205
2578.5,0.00189
2579,0.00217
2579.5,0.00246
2580,0.0027
2580.5,0.00269
2581,0.00239
2581.5,0.00244
2582,0.00292
2582.5,0.0037
2583,0.00372
2583.5,0.00368
2584,0.00356
2584.5,0.00317
2585,0.00284
2585.5,0.00244
2586,0.00207
2586.5,0.00181
2587,0.00164
2587.5,0.00137
2588,0.00116
2588.5,0.00095
2589,0.00096
2589.5,0.00067
2590,0.00056
2590.5,0.00047
2591,0.00071
2591.5,0.00082
2592,0.00117
2592.5,0.00139
2593,0.00098
2593.5,0.00046
2594,0.00022
2594.5,0.0001
2595,2.00E-05
2595.5,-0.00031
2596,0.00027
2596.5,0.00052
2597,0.00045
2597.5,0.00066
2598,0.00075
2598.5,0.0004
2599,0.00032
2599.5,2.00E-05
2600,-8.00E-05
2600.5,-0.00013
2601,-4.00E-05
2601.5,0.00021
2602,0.00068
2602.5,0.00035
2603,0.00023
2603.5,0.00034
2604,0.00058
2604.5,0.00064
2605,0.00098
2605.5,0.00097
2606,0.00067
2606.5,0.00079
2607,0.0006
2607.5,0.00097
2608,0.00075
2608.5,0.00062
2609,0.00064
2609.5,0.00084
2610,0.00107
2610.5,0.00131
2611,0.00118
2611.5,0.00123
2612,0.00093
2612.5,0.00075
2613,0.00055
2613.5,0.00033
2614,-1.00E-05
2614.5,0
2615,0.00024
2615.5,0.00011
2616,-6.00E-05
2616.5,-7.00E-05
2617,-0.00032
2617.5,-8.00E-05
2618,0.00031
2618.5,0.00012
2619,0.00031
2619.5,0.00032
2620,0.0004
2620.5,0.00017
2621,4.00E-05
2621.5,9.00E-05
2622,7.00E-05
2622.5,4.00E-05
2623,0.00021
2623.5,0.00013
2624,-0.0004
2624.5,-0.00057
2625,-0.00058
2625.5,-0.00055
2626,-0.0004
2626.5,-0.00059
2627,-0.00096
2627.5,-0.00159
2628,-0.00202
2628.5,-0.00231
2629,-0.00228
2629.5,-0.00213
2630,-0.00205
2630.5,-0.00167
2631,-0.00177
2631.5,-0.00159
2632,-0.00168
2632.5,-0.00144
2633,-0.00125
2633.5,-0.00177
2634,-0.00188
2634.5,-0.00214
2635,-0.0019
2635.5,-0.00177
2636,-0.00133
2636.5,-0.00152
2637,-0.00141
2637.5,-0.00127
2638,-0.00154
2638.5,-0.00139
2639,-0.00125
2639.5,-0.00095
2640,-0.00081
2640.5,-0.00103
2641,-0.00115
2641.5,-0.00159
2642,-0.00112
2642.5,-0.00098
2643,-0.00096
2643.5,-0.00083
2644,-0.00069
2644.5,-0.00106
2645,-0.00126
2645.5,-0.00088
2646,-0.00047
2646.5,-0.00064
2647,-0.00081
2647.5,-0.00106
2648,-0.00118
2648.5,-0.00133
2649,-0.00107
2649.5,-0.00118
2650,-0.00118
2650.5,-0.00101
2651,-0.00112
2651.5,-0.00073
2652,-0.00074
2652.5,-0.00041
2653,-0.00052
2653.5,-0.0007
2654,-0.00063
2654.5,-0.00103
2655,-0.00129
2655.5,-0.00111
2656,-0.00119
2656.5,-0.00132
2657,-0.00124
2657.5,-0.00132
2658,-0.00145
2658.5,-0.00179
2659,-0.00178
2659.5,-0.00182
2660,-0.0016
2660.5,-0.0016
2661,-0.00157
2661.5,-0.00146
2662,-0.00147
2662.5,-0.00173
2663,-0.0018
2663.5,-0.00202
2664,-0.00175
2664.5,-0.00176
2665,-0.002
2665.5,-0.00173
2666,-0.00169
2666.5,-0.00171
2667,-0.00186
2667.5,-0.00134
2668,-0.0013
2668.5,-0.00166
2669,-0.00185
2669.5,-0.00182
2670,-0.00168
2670.5,-0.00145
2671,-0.0013
2671.5,-0.00103
2672,-0.00085
2672.5,-0.00088
2673,-0.00132
2673.5,-0.00158
2674,-0.00144
2674.5,-0.00127
2675,-0.00108
2675.5,-0.00103
2676,-0.00109
2676.5,-0.00064
2677,-0.00077
2677.5,-0.00087
2678,-0.00101
2678.5,-0.00115
2679,-0.00091
2679.5,-0.00084
2680,-0.00111
2680.5,-0.00102
2681,-0.00082
2681.5,-0.00074
2682,-0.00028
2682.5,-0.00024
2683,-8.00E-05
2683.5,-0.0004
2684,-0.00101
2684.5,-0.00118
2685,-0.00137
2685.5,-0.00151
2686,-0.00148
2686.5,-0.00148
2687,-0.00138
2687.5,-0.00134
2688,-0.00149
2688.5,-0.00138
2689,-0.00134
2689.5,-0.00111
2690,-0.00127
2690.5,-0.00111
2691,-0.00135
2691.5,-0.00124
2692,-0.00125
2692.5,-0.00141
2693,-0.00132
2693.5,-0.00127
2694,-0.00118
2694.5,-0.00105
2695,-0.00121
2695.5,-0.00105
2696,-0.00077
2696.5,-0.00034
2697,-0.00038
2697.5,-0.0003
2698,-0.00057
2698.5,-0.00068
2699,-0.00088
2699.5,-0.00112
2700,-0.00122
2700.5,-0.00128
2701,-0.00093
2701.5,-0.00094
2702,-0.00088
2702.5,-0.00051
2703,-0.00059
2703.5,-0.00031
2704,-0.00034
2704.5,-0.00034
2705,-0.00029
2705.5,-0.00048
2706,-0.00061
2706.5,-0.00075
2707,-0.00113
2707.5,-0.00104
2708,-0.00093
2708.5,-0.00097
2709,-0.00048
2709.5,-0.00021
2710,2.00E-05
2710.5,-0.00022
2711,-0.00042
2711.5,-0.00059
2712,-0.00086
2712.5,-0.00072
2713,-0.00103
2713.5,-0.001
2714,-0.0007
2714.5,-0.00038
2715,-0.00054
2715.5,-0.00025
2716,-0.00031
2716.5,-0.00044
2717,-4.00E-05
2717.5,-0.00037
2718,-0.00088
2718.5,-0.00087
2719,-0.00099
2719.5,-0.00099
2720,-0.00103
2720.5,-0.00143
2721,-0.00132
2721.5,-0.00073
2722,-0.00044
2722.5,-0.0002
2723,-0.00042
2723.5,-0.00085
2724,-0.00065
2724.5,-0.00071
2725,-0.00071
2725.5,-0.00025
2726,5.00E-05
2726.5,7.00E-05
2727,0.00013
2727.5,9.00E-05
2728,0.0006
2728.5,0.00055
2729,0.00025
2729.5,0.00036
2730,1.00E-05
2730.5,0.00023
2731,0.00045
2731.5,0.00062
2732,0.00031
2732.5,-5.00E-05
2733,-0.00024
2733.5,-0.00052
2734,-0.00066
2734.5,-0.00046
2735,0.00014
2735.5,0.00016
2736,0.00039
2736.5,0.00081
2737,0.00093
2737.5,0.00126
2738,0.00143
2738.5,0.00121
2739,0.00157
2739.5,0.00156
2740,0.00188
2740.5,0.00218
2741,0.00213
2741.5,0.002
2742,0.00213
2742.5,0.00215
2743,0.00191
2743.5,0.00191
2744,0.00135
2744.5,0.0019
2745,0.00215
2745.5,0.00191
2746,0.00198
2746.5,0.00162
2747,0.00137
2747.5,0.00142
2748,0.00148
2748.5,0.00108
2749,0.00105
2749.5,0.00101
2750,0.00079
2750.5,0.00054
2751,0.00038
2751.5,0.00019
2752,7.00E-05
2752.5,0.0003
2753,0.00035
2753.5,-0.0001
2754,-0.00032
2754.5,-0.00015
2755,-0.00047
2755.5,-0.00064
2756,4.00E-05
2756.5,0.00023
2757,0.00041
2757.5,0.00055
2758,0.00025
2758.5,0.00019
2759,0.00056
2759.5,0.00038
2760,0.00018
2760.5,0.0003
2761,0.00057
2761.5,0.00049
2762,0.00076
2762.5,0.00067
2763,0.0011
2763.5,0.00114
2764,0.0012
2764.5,0.00115
2765,0.00131
2765.5,0.00149
2766,0.00131
2766.5,0.00145
2767,0.00129
2767.5,0.0012
2768,0.00085
2768.5,0.00047
2769,0.00052
2769.5,0.00052
2770,0.0007
2770.5,0.00053
2771,0.00077
2771.5,0.00095
2772,0.00111
2772.5,0.00116
2773,0.00099
2773.5,0.00073
2774,0.0001
2774.5,0.00026
2775,0.00049
2775.5,0.00094
2776,0.00085
2776.5,0.0009
2777,0.00064
2777.5,0.00067
2778,0.00032
2778.5,0.0005
2779,0.00053
2779.5,-5.00E-05
2780,-0.00019
2780.5,0.00029
2781,0.00012
2781.5,0.00034
2782,0.00043
2782.5,0.00092
2783,0.00111
2783.5,0.00123
2784,0.00125
2784.5,0.00101
2785,0.00065
2785.5,0.00058
2786,0.00031
2786.5,0.00025
2787,0.00017
2787.5,0.00029
2788,-8.00E-05
2788.5,0.00012
2789,8.00E-05
2789.5,0.00012
2790,0.00027
2790.5,0.0002
2791,0.0001
2791.5,-2.00E-05
2792,-0.00011
2792.5,-8.00E-05
2793,-0.00026
2793.5,-0.00033
2794,-0.00047
2794.5,-0.0005
2795,-0.00041
2795.5,-0.00025
2796,-0.00028
2796.5,2.00E-05
2797,0.00047
2797.5,0.00076
2798,0.00107
2798.5,0.00066
2799,0.00044
2799.5,0.00012
2800,-6.00E-05
2800.5,0.00011
2801,0.00021
2801.5,0.00047
2802,0.0007
2802.5,0.00055
2803,0.00068
2803.5,0.00067
2804,0.00073
2804.5,0.00067
2805,0.00046
2805.5,0.00043
2806,0.00054
2806.5,0.00039
2807,0.0002
2807.5,0.00031
2808,0.00025
2808.5,0.00022
2809,0.00061
2809.5,0.0007
2810,0.00092
2810.5,0.00058
2811,0.00065
2811.5,0.00049
2812,0.00035
2812.5,0.00041
2813,0.00015
2813.5,0.00018
2814,0.00053
2814.5,0.00033
2815,0.00057
2815.5,0.00082
2816,0.00071
2816.5,0.00069
2817,0.00053
2817.5,0.00047
2818,7.00E-05
2818.5,0
2819,2.00E-05
2819.5,9.00E-05
2820,-0.00026
2820.5,-0.00058
2821,-0.00038
2821.5,-3.00E-05
2822,0.00056
2822.5,0.00035
2823,0.00068
2823.5,0.00082
2824,0.00051
2824.5,0.0006
2825,0.00068
2825.5,0.00073
2826,0.0009
2826.5,0.00113
2827,0.00133
2827.5,0.00156
2828,0.00163
2828.5,0.00175
2829,0.00143
2829.5,0.00133
2830,0.00108
2830.5,0.00138
2831,0.00131
2831.5,0.00139
2832,0.0012
2832.5,0.00069
2833,0.00038
2833.5,0.00016
2834,0.00023
2834.5,-0.00028
2835,-0.00038
2835.5,-0.00028
2836,-1.00E-05
2836.5,0.00014
2837,-0.00016
2837.5,7.00E-05
2838,-0.0002
2838.5,-0.00016
2839,-0.00028
2839.5,5.00E-05
2840,0.00021
2840.5,0.00026
2841,0.0004
2841.5,0.00056
2842,2.00E-05
2842.5,-0.0001
2843,-0.00046
2843.5,-0.00086
2844,-0.00058
2844.5,-0.00048
2845,-0.0003
2845.5,9.00E-05
2846,1.00E-05
2846.5,-0.00019
2847,-0.0001
2847.5,0
2848,0.00017
2848.5,0.00033
2849,-4.00E-05
2849.5,0
2850,3.00E-05
2850.5,0.00014
2851,0.00024
2851.5,0.00045
2852,0.00058
2852.5,0.00061
2853,0.00071
2853.5,0.00062
2854,0.00111
2854.5,0.0007
2855,0.00064
2855.5,0.00056
2856,9.00E-05
2856.5,-1.00E-05
2857,-0.00018
2857.5,-0.00017
2858,-0.0001
2858.5,0.00039
2859,0.00098
2859.5,0.00124
2860,0.00122
2860.5,0.00136
2861,0.00151
2861.5,0.00139
2862,0.00088
2862.5,0.00069
2863,0.00055
2863.5,0.00033
2864,0.0001
2864.5,6.00E-05
2865,0.00042
2865.5,0.00065
2866,0.00086
2866.5,0.00092
2867,0.00055
2867.5,0.00016
2868,0.00029
2868.5,0.00016
2869,0.00018
2869.5,0.00064
2870,0.00092
2870.5,0.00134
2871,0.00138
2871.5,0.001
2872,0.00108
2872.5,0.00149
2873,0.0016
2873.5,0.00151
2874,0.00147
2874.5,0.00117
2875,0.00115
2875.5,0.00117
2876,0.0012
2876.5,0.00132
2877,0.00129
2877.5,0.00103
2878,0.0007
2878.5,0.00036
2879,0.00069
2879.5,0.00085
2880,0.0009
2880.5,0.00069
2881,0.00084
2881.5,0.00082
2882,0.00073
2882.5,0.0006
2883,0.001
2883.5,0.00118
2884,0.00086
2884.5,0.0011
2885,0.00128
2885.5,0.00144
2886,0.00142
2886.5,0.0016
2887,0.00154
2887.5,0.00134
2888,0.00142
2888.5,0.00128
2889,0.00129
2889.5,0.00106
2890,0.00108
2890.5,0.00104
2891,0.00071
2891.5,0.00051
2892,0.00068
2892.5,0.00027
2893,0.00056
2893.5,0.0007
2894,0.00093
2894.5,0.00111
2895,0.00127
2895.5,0.00114
2896,0.00116
2896.5,0.0013
2897,0.00107
2897.5,0.00127
2898,0.00082
2898.5,0.00048
2899,0.00062
2899.5,0.00059
2900,0.00045
2900.5,0.00049
2901,0.00064
2901.5,0.00114
2902,0.00115
2902.5,0.00119
2903,0.00121
2903.5,0.00132
2904,0.00118
2904.5,0.00098
2905,0.00094
2905.5,0.00065
2906,0.00075
2906.5,0.00099
2907,0.00118
2907.5,0.00089
2908,0.00043
2908.5,0.00036
2909,-0.00023
2909.5,-0.00068
2910,-0.00059
2910.5,-0.00057
2911,-0.00044
2911.5,-0.00017
2912,-0.00043
2912.5,-0.00072
2913,-0.00083
2913.5,-0.00101
2914,-0.00095
2914.5,-0.00102
2915,-0.0011
2915.5,-0.0008
2916,-0.00098
2916.5,-0.00132
2917,-0.00178
2917.5,-0.00185
2918,-0.00172
2918.5,-0.00181
2919,-0.00168
2919.5,-0.00166
2920,-0.00183
2920.5,-0.00167
2921,-0.00133
2921.5,-0.0011
2922,-0.0008
2922.5,-0.00046
2923,-0.00037
2923.5,-0.00063
2924,-0.00096
2924.5,-0.00151
2925,-0.00178
2925.5,-0.00159
2926,-0.0019
2926.5,-0.00199
2927,-0.00172
2927.5,-0.00154
2928,-0.00116
2928.5,-0.00116
2929,-0.00141
2929.5,-0.00176
2930,-0.00182
2930.5,-0.00186
2931,-0.0016
2931.5,-0.00153
2932,-0.00158
2932.5,-0.00159
2933,-0.00149
2933.5,-0.00187
2934,-0.00198
2934.5,-0.00181
2935,-0.0017
2935.5,-0.00148
2936,-0.0011
2936.5,-0.00081
2937,-0.00067
2937.5,-0.00032
2938,-0.00046
2938.5,-0.00072
2939,-0.00097
2939.5,-0.00102
2940,-0.00173
2940.5,-0.00189
2941,-0.0017
2941.5,-0.0018
2942,-0.00127
2942.5,-0.00122
2943,-0.00088
2943.5,-0.00093
2944,-0.00095
2944.5,-0.00107
2945,-0.00076
2945.5,-0.00072
2946,-0.00043
2946.5,-0.00024
2947,-0.00058
2947.5,-0.00089
2948,-0.00089
2948.5,-0.00099
2949,-0.00115
2949.5,-0.00114
2950,-0.00123
2950.5,-0.00083
2951,-0.00076
2951.5,-0.00033
2952,-7.00E-05
2952.5,-0.00011
2953,-0.00015
2953.5,-0.00013
2954,-0.00041
2954.5,-0.00053
2955,-0.00052
2955.5,-0.00073
2956,-0.00105
2956.5,-0.00066
2957,-8.00E-05
2957.5,0.00055
2958,0.00088
2958.5,0.0008
2959,0.00103
2959.5,0.00061
2960,0.00072
2960.5,0.00104
2961,0.00137
2961.5,0.00129
2962,0.00127
2962.5,0.00075
2963,0.00084
2963.5,0.00121
2964,0.00127
2964.5,0.00095
2965,0.00066
2965.5,0.00053
2966,0.00096
2966.5,0.00094
2967,0.00066
2967.5,0.0007
2968,0.00048
2968.5,0.00079
2969,0.00092
2969.5,0.0009
2970,0.00084
2970.5,0.00066
2971,0.00073
2971.5,0.0005
2972,0.00043
2972.5,0.00031
2973,0.00025
2973.5,0.00018
2974,0.00019
2974.5,-7.00E-05
2975,-0.00058
2975.5,-0.00052
2976,-0.00035
2976.5,-0.00051
2977,-0.00025
2977.5,-0.00013
2978,-0.00026
2978.5,-8.00E-05
2979,-7.00E-05
2979.5,-0.0002
2980,-0.00019
2980.5,-0.00017
2981,2.00E-05
2981.5,-0.00017
2982,-0.00013
2982.5,2.00E-05
2983,0.00025
2983.5,0.00033
2984,0.0006
2984.5,0.00095
2985,0.00089
2985.5,0.00095
2986,0.00067
2986.5,4.00E-05
2987,-2.00E-05
2987.5,-1.00E-05
2988,-1.00E-05
2988.5,0.00062
2989,0.0005
2989.5,0.00036
2990,0.00055
2990.5,0.00079
2991,0.00086
2991.5,0.00083
2992,0.0008
2992.5,0.00062
2993,0.00078
2993.5,0.00104
2994,0.00123
2994.5,0.00134
2995,0.00106
2995.5,0.00146
2996,0.00131
2996.5,0.00118
2997,0.00132
2997.5,0.00148
2998,0.00159
2998.5,0.00167
2999,0.00148
2999.5,0.00127
3000,0.00131
