学校招生代码,学校名称,专业招生代码,专业名称,计划,语种,学制,学费
 	0295 ,	东北财经大学 (大连)  文史——普通类本科批 ,12,日语,6,不限,4,5100
 	0295 ,	东北财经大学 (大连)  文史——普通类本科批 ,13,商务英语,5,英语,4,5100
 	0295 ,	东北财经大学 (大连)  文史——普通类本科批 ,14,汉语言文学,4,不限,4,3700
 	0295 ,	东北财经大学 (大连)  文史——普通类本科批 ,15,新闻学,3,不限,4,4500
 	0295 ,	东北财经大学 (大连)  文史——普通类本科批 ,25,工商管理类(工商管理、市场营销、人力资源管理)(学生大学二年级在大类内确定专业),16,不限,4,4500
 	0295 ,	东北财经大学 (大连)  文史——普通类本科批 ,28,物流管理,9,不限,4,4500
 	0295 ,	东北财经大学 (大连)  文史——普通类本科批 ,29,工商管理类(会计学、财务管理、资产评估)(会计学按国际会计和普通会计学方向分流培养，大学二年级在大类内确定专业),32,不限,4,4500
 	0295 ,	东北财经大学 (大连)  文史——普通类本科批 ,30,会计学(按照注册会计师方向和创新人才培养实验班方向培养),12,不限,4,4500
 	0295 ,	东北财经大学 (大连)  文史——普通类本科批 ,32,公共管理类(行政管理、劳动与社会保障)(大学二年级在大类内确定专业),4,不限,4,4500
 	0295 ,	东北财经大学 (大连)  文史——普通类本科批 ,37,酒店管理,1,不限,4,4500
 	0295 ,	东北财经大学 (大连)  文史——普通类本科批 , 	0296 ,	东北财经大学 (大连)  文史——普通类本科批 ,	11 , , , 
 	0295 ,	东北财经大学 (大连)  文史——普通类本科批 ,43,经济学类(中外合作办学)(与加拿大西安大略大学休伦大学学院合作办学)(经济学)(只录取有专业志愿的考生；要求考生英语成绩115分（含）以上；国内学费48000元/年),1,不限,4,48000
 	0295 ,	东北财经大学 (大连)  文史——普通类本科批 ,44,经济学类(中外合作办学)(与加拿大西安大略大学国王大学学院合作办学)(经济学)(只录取有专业志愿的考生；要求考生英语成绩115分（含）以上；国内学费48000元/年),2,不限,4,48000
 	0295 ,	东北财经大学 (大连)  文史——普通类本科批 ,45,金融学类(中外合作办学)(与英国奥斯特大学合作办学)(金融学)(只录取有专业志愿的考生；要求考生英语成绩115分（含）以上；国内学费48000元/年),2,不限,4,48000
 	0295 ,	东北财经大学 (大连)  文史——普通类本科批 ,46,工商管理类(中外合作办学)(与英国奥斯特大学合作办学)(会计学)(只录取有专业志愿的考生；要求考生英语成绩115分（含）以上；国内学费48000元/年),2,不限,4,48000
 	0295 ,	东北财经大学 (大连)  文史——普通类本科批 ,47,工商管理类(中外合作办学)(与澳大利亚科廷大学合作办学)(会计学)(只录取有专业志愿的考生；要求考生英语成绩115分（含）以上；国内学费48000元/年),3,不限,4,48000
 	0295 ,	东北财经大学 (大连)  文史——普通类本科批 ,48,工商管理类(中外合作办学)(与加拿大西安大略大学国王大学学院合作办学)(财务管理)(只录取有专业志愿的考生；要求考生英语成绩115分（含）以上；国内学费48000元/年),1,不限,4,48000
 	0295 ,	东北财经大学 (大连)  文史——普通类本科批 , 	0297 ,	东北财经大学 (大连)  文史——普通类本科批 ,	80 , , , 
 	0295 ,	东北财经大学 (大连)  文史——普通类本科批 ,41,金融学(国际商学院专业),40,不限,4,25000
 	0295 ,	东北财经大学 (大连)  文史——普通类本科批 ,42,会计学(国际商学院专业),40,不限,4,25000
 	0295 ,	东北财经大学 (大连)  文史——普通类本科批 , 	0298 ,	东北财经大学 (大连)  文史——普通类本科批 ,	24 , , , 
 	0295 ,	东北财经大学 (大连)  文史——普通类本科批 ,38,工商管理类(中外合作办学)(与英国萨里大学合作办学)(工商管理)(只录取有专业志愿的考生；要求考生英语成绩115分（含）以上),20,不限,4,60000
 	0295 ,	东北财经大学 (大连)  文史——普通类本科批 ,39,旅游管理类(中外合作办学)(与英国萨里大学合作办学)(旅游管理)(只录取有专业志愿的考生；要求考生英语成绩115分（含）以上),4,不限,4,60000
 	0295 ,	东北财经大学 (大连)  文史——普通类本科批 , 	0299 ,	东北财经大学 (大连),	8 , , , 
 	0295 ,	东北财经大学 (大连)  文史——普通类本科批 ,	01,经济学,1,不限,4,4500
 	0295 ,	东北财经大学 (大连)  文史——普通类本科批 ,	03,财政学类(财政学、税收学)(大学二年级在大类内确定专业),1,不限,4,4500
 	0295 ,	东北财经大学 (大连)  文史——普通类本科批 ,	06,金融学类(金融学、金融工程、投资学、保险学)(大学二年级在大类内确定专业),1,不限,4,4500
 	0295 ,	东北财经大学 (大连)  文史——普通类本科批 ,	09,国际经济与贸易,1,不限,4,4500
 	0295 ,	东北财经大学 (大连)  文史——普通类本科批 ,10,法学,1,不限,4,4500
 	0295 ,	东北财经大学 (大连)  文史——普通类本科批 ,12,日语,1,不限,4,5100
 	0295 ,	东北财经大学 (大连)  文史——普通类本科批 ,13,商务英语,1,英语,4,5100
 	0295 ,	东北财经大学 (大连)  文史——普通类本科批 ,29,工商管理类(会计学、财务管理、资产评估)(会计学按国际会计和普通会计学方向分流培养，大学二年级在大类内确定专业),1,不限,4,4500
 	0301 ,	东北大学秦皇岛分校 (河北)  文史——普通类本科批 ,	02,外国语言文学类(英语、日语),6,英日,4,5200
 	0301 ,	东北大学秦皇岛分校 (河北)  文史——普通类本科批 ,	09,工商管理类(信息管理与信息系统、工商管理、会计学、行政管理、健康服务与管理、电子商务),11,不限,4,4600
 	0300 ,	东北大学 (沈阳)  文史——普通类本科批 ,	01,公共管理类(法学、新闻学、行政管理、公共事业管理),5,不限,4,4600
 	0300 ,	东北大学 (沈阳)  文史——普通类本科批 ,	02,人文科学试验班(思想政治教育、哲学),5,不限,4,4600
 	0300 ,	东北大学 (沈阳)  文史——普通类本科批 ,	03,外国语言文学类(英语、俄语、日语、德语),10,不限,4,5200
 	0302 ,	东北电力大学 (吉林市)  文史——普通类本科批 ,	05,会计学,6,不限,4,4180
 	0305 ,	东北林业大学 (哈尔滨)  文史——普通类本科批 ,27,经济学类(经济统计学、国际经济与贸易),4,不限,4,3300
 	0305 ,	东北林业大学 (哈尔滨)  文史——普通类本科批 ,28,工商管理类(工商管理、市场营销、会计学、农林经济管理、公共事业管理、旅游管理),13,不限,4,3500
 	0305 ,	东北林业大学 (哈尔滨)  文史——普通类本科批 ,36,英语,2,英语,4,4000
 	0305 ,	东北林业大学 (哈尔滨)  文史——普通类本科批 ,37,日语,2,不限,4,4000
 	0305 ,	东北林业大学 (哈尔滨)  文史——普通类本科批 ,38,俄语,4,不限,4,4000
 	0305 ,	东北林业大学 (哈尔滨)  文史——普通类本科批 ,39,法学,4,不限,4,4000
 	0305 ,	东北林业大学 (哈尔滨)  文史——普通类本科批 ,40,政治学与行政学,3,不限,4,3300
 	0305 ,	东北林业大学 (哈尔滨)  文史——普通类本科批 ,41,社会工作,5,不限,4,4000
 	0305 ,	东北林业大学 (哈尔滨)  文史——普通类本科批 ,42,广告学,4,不限,4,8000
 	0307 ,	东北农业大学 (哈尔滨)  文史——普通类本科批 ,13,农林经济管理,2,不限,4,3500
 	0307 ,	东北农业大学 (哈尔滨)  文史——普通类本科批 ,14,工商管理类(工商管理、会计学、市场营销、人力资源管理、旅游管理)(第3学期分专业),12,不限,4,4500
 	0307 ,	东北农业大学 (哈尔滨)  文史——普通类本科批 ,15,金融学类(金融学、保险学、国际经济与贸易)(第3学期分专业),2,不限,4,4500
 	0307 ,	东北农业大学 (哈尔滨)  文史——普通类本科批 ,1B,法学类(法学、社会工作)(第3学期分专业),4,不限,4,4000
 	0307 ,	东北农业大学 (哈尔滨)  文史——普通类本科批 ,1C,英语,3,英语,4,4000
 	0307 ,	东北农业大学 (哈尔滨)  文史——普通类本科批 ,1L,行政管理,2,不限,4,5000
 	0311 ,	东北师范大学人文学院 (长春)  文史——普通类本科批 ,	01,英语,7,英语,4,16800
 	0311 ,	东北师范大学人文学院 (长春)  文史——普通类本科批 ,	02,翻译,3,英语,4,16800
 	0311 ,	东北师范大学人文学院 (长春)  文史——普通类本科批 ,	03,国际商务,2,不限,4,13800
 	0311 ,	东北师范大学人文学院 (长春)  文史——普通类本科批 ,	04,日语,3,不限,4,16800
 	0311 ,	东北师范大学人文学院 (长春)  文史——普通类本科批 ,	05,俄语,2,不限,4,16800
 	0311 ,	东北师范大学人文学院 (长春)  文史——普通类本科批 ,	06,朝鲜语,2,不限,4,16800
 	0311 ,	东北师范大学人文学院 (长春)  文史——普通类本科批 ,	07,国际经济与贸易,2,不限,4,15000
 	0311 ,	东北师范大学人文学院 (长春)  文史——普通类本科批 ,	08,商务英语,3,英语,4,16800
 	0311 ,	东北师范大学人文学院 (长春)  文史——普通类本科批 ,10,工商管理,3,不限,4,13800
 	0311 ,	东北师范大学人文学院 (长春)  文史——普通类本科批 ,11,人力资源管理,2,不限,4,13800
 	0311 ,	东北师范大学人文学院 (长春)  文史——普通类本科批 ,12,金融学,7,不限,4,15000
 	0311 ,	东北师范大学人文学院 (长春)  文史——普通类本科批 ,13,会计学,8,不限,4,13800
 	0311 ,	东北师范大学人文学院 (长春)  文史——普通类本科批 ,14,社会工作,2,不限,4,13200
 	0311 ,	东北师范大学人文学院 (长春)  文史——普通类本科批 ,16,学前教育,2,不限,4,13200
 	0311 ,	东北师范大学人文学院 (长春)  文史——普通类本科批 ,17,康复治疗学,3,不限,4,16800
 	0311 ,	东北师范大学人文学院 (长春)  文史——普通类本科批 ,18,健康服务与管理,2,不限,4,13200
 	0311 ,	东北师范大学人文学院 (长春)  文史——普通类本科批 ,22,汉语国际教育,3,不限,4,13200
 	0311 ,	东北师范大学人文学院 (长春)  文史——普通类本科批 ,23,汉语言文学,10,不限,4,13200
 	0311 ,	东北师范大学人文学院 (长春)  文史——普通类本科批 ,24,法学,6,不限,4,15000
 	0311 ,	东北师范大学人文学院 (长春)  文史——普通类本科批 ,27,数字媒体技术,2,不限,4,16200
 	0309 ,	东北师范大学 (长春)  文史——普通类本科批 ,AD,思想政治教育(师范类),3,不限,4,3850
 	0309 ,	东北师范大学 (长春)  文史——普通类本科批 ,B3,汉语言文学(师范类),2,不限,4,3850
 	0309 ,	东北师范大学 (长春)  文史——普通类本科批 ,B4,历史学(师范类),1,不限,4,3850
 	0309 ,	东北师范大学 (长春)  文史——普通类本科批 ,C2,行政管理,2,不限,4,3850
 	0309 ,	东北师范大学 (长春)  文史——普通类本科批 ,C3,政治学类(政治学与行政学、国际政治)(入学一年后分专业培养),1,不限,4,3850
 	0309 ,	东北师范大学 (长春)  文史——普通类本科批 ,C6,旅游管理,1,不限,4,3850
 	0309 ,	东北师范大学 (长春)  文史——普通类本科批 ,C9,商务英语,1,英语,4,5060
 	0309 ,	东北师范大学 (长春)  文史——普通类本科批 ,D1,英语(师范类),2,英语,4,5060
 	0309 ,	东北师范大学 (长春)  文史——普通类本科批 ,D4,哲学,1,不限,4,3850
 	0309 ,	东北师范大学 (长春)  文史——普通类本科批 ,D7,图书情报与档案管理类(图书馆学、信息资源管理)(入学两年后分专业培养),1,不限,4,3850
 	0309 ,	东北师范大学 (长春)  文史——普通类本科批 ,E7,新闻传播学类(新闻学、广告学)(入学一年半后分专业培养),2,不限,4,6600
 	0309 ,	东北师范大学 (长春)  文史——普通类本科批 , 	0310 ,	东北师范大学 (长春)  文史——普通类本科批 ,	9 , , , 
 	0309 ,	东北师范大学 (长春)  文史——普通类本科批 ,G4,金融学类(中外合作办学)(罗格斯大学)(金融学)(只招有专业志愿的考生),4,不限,4,60000
 	0309 ,	东北师范大学 (长春)  文史——普通类本科批 ,G5,物流管理与工程类(中外合作办学)(罗格斯大学)(物流管理)(只招有专业志愿的考生),4,不限,4,60000
 	0309 ,	东北师范大学 (长春)  文史——普通类本科批 ,G6,公共管理类(中外合作办学)(罗格斯大学)(公共事业管理)(只招有专业志愿的考生),1,不限,4,60000
 	0312 ,	东北石油大学 (大庆)  文史——普通类本科批 ,13,俄语,3,不限,4,4500
 	0312 ,	东北石油大学 (大庆)  文史——普通类本科批 ,22,国际经济与贸易,1,不限,4,3500
 	0312 ,	东北石油大学 (大庆)  文史——普通类本科批 ,25,汉语言文学,2,不限,4,4500
 	0312 ,	东北石油大学 (大庆)  文史——普通类本科批 ,26,行政管理,1,不限,4,4000
 	0312 ,	东北石油大学 (大庆)  文史——普通类本科批 ,39,旅游管理,1,不限,4,3500
 	0312 ,	东北石油大学 (大庆)  文史——普通类本科批 ,44,社会工作,2,不限,4,4000
 	0312 ,	东北石油大学 (大庆)  文史——普通类本科批 ,55,英语,2,不限,4,4000
 	0312 ,	东北石油大学 (大庆)  文史——普通类本科批 ,68,工商管理类(工商管理、市场营销、会计学、财务管理、人力资源管理),1,不限,4,待定
 	0320 ,	东莞理工学院城市学院 (广东)  文史——普通类本科批 ,32,人力资源管理,2,不限,4,22000
 	0320 ,	东莞理工学院城市学院 (广东)  文史——普通类本科批 ,34,国际经济与贸易,3,不限,4,22000
 	0313 ,	东华大学 (上海)  文史——普通类本科批 ,30,英语（松江校区）,2,英语,4,5000
 	0313 ,	东华大学 (上海)  文史——普通类本科批 ,A1,经济管理试验班(市场营销、财务管理、会计学、旅游管理、会展经济与管理、工商管理),2,不限,4,5000
 	0313 ,	东华大学 (上海)  文史——普通类本科批 ,A2,经济与贸易类(国际经济与贸易、金融学),2,不限,4,5000
 	0313 ,	东华大学 (上海)  文史——普通类本科批 ,A5,工业设计（松江校区）,2,不限,4,5000
 	0313 ,	东华大学 (上海)  文史——普通类本科批 ,A7,日语（松江校区）,2,英日,4,5000
 	0313 ,	东华大学 (上海)  文史——普通类本科批 ,A9,新闻传播学类(传播学、公共关系学、教育技术学)（松江校区）,2,不限,4,5000
 	0316 ,	东华理工大学长江学院 (抚州)  文史——普通类本科批 ,	06,法学,3,不限,4,12000
