id,source,source_position_id,company_name,company_logo,position_name,city,education,salary,exceed,experience_requirements,position_requirements,fringe_benefits,type,hot,create_time,poster
90,0,,网易游戏,http://cloud.aimscrm.cn/uploads/20180922/9d0790510320c9e6779f653f26124535.jpg,游戏策划,杭州,本科及以上,20-25w,超过98%应届毕业生,应届生,"1、熟悉主流的MMO、MOBA、第三人称射击、卡牌手游系统及玩法设计，能够分析各类游戏系统的优缺点，并结合游戏类型合理调整；
2、有手游项目开发经验，独立完成项目系统设计与实现者优先；
3、心态好、抗压能力强，能够适应项目的进度要求；
4、自我驱动力强，有强大的推动能力和对细节的执行力；
5、附上游戏经历者优先筛选。","基本工资：我们为员工提供在行业内具有竞争性的薪酬待遇，相关细节会在offer中详细说明。此外，公司每半年会根据业务发展状况及个人的业绩表现对员工的薪酬进行复核或调整。
年底双薪：每年年底会根据员工实际工作时间发放年底双薪，即每年员工可以得到13个月的基本工资。
奖　　金：每半年会根据员工绩效考核的结果发放绩效奖金。此外，根据业务发展状况及个人表现，员工还可能获得月度奖金。
股　　权：表现优秀的员工可以拥有公司的股权，在未来时间内可持续获得长期收益。
专项奖励：根据员工在不同方面的贡献，公司还设立其他专项奖励，如伯乐奖、分享奖、技术进步奖等。
社会保险：公司依当地法规政策为每一位员工购买基本社会保险，包括养老保险，失业保险，工伤保险，医疗保险，生育保险。
住房公积金：自员工入职后，公司依当地法律法规政策为每一位员工购买住房公积金。
商业保险：我们会为经常出差的员工购买交通意外保险。
住房补贴：员工如果由于工作原因需要到异地办公，我们将提供住房补贴。
带薪年假：除法律规定的公休假日及婚假、产假、陪产假等法定休假外，转正员工可以从工作第一年开始享受7天带薪年假，以后每工作满一年，年假天数增加1天，最长20天。
带薪病假：员工每月可享有一天的带薪病假。
员工俱乐部：员工可以在工作之余参加员工俱乐部组织的活动，如篮球、羽毛球、足球、自行车、登山等，不定期进行短途旅行，也可以不定期观看最新上映电影大片，员工家属一同前往享受折扣价格。
年度旅游：表现优秀的员工有机会参加部门组织的年度旅游，目前已开辟欧洲、澳洲、日本、新马泰等多条线路。
健康关怀：员工每年可以享有一次免费的年度体检。除此之外，我们还免费提供各种健身器材和健身课程，鼓励大家进行日常锻炼。
其他福利：贴心的生日、节日贺礼、医疗报销、档案费报销等等。",2,0.0,0,0
91,0,,腾讯游戏,http://cloud.aimscrm.cn/uploads/20180922/8805104cc3bc46ba8d1c3cd849a5ff19.jpg,游戏策划培训生,深圳,本科及以上,25-30w,超过98%应届毕业生,应届生,"1、专业不限，综合素质扎实，学科成绩优秀；
2、具有优秀的学习能力、创造力、沟通能力、逻辑思维、系统分析与文字组织能力，能从思考事物规律中获得乐趣；
3、热爱互联网，对行业发展有清晰认识，对所使用过的互联网产品有独立和深入的见解，对用户需求有较好的识别能力和把控能力；
4、良好的团队协作能力、强烈的责任心、务实精神，工作脚踏实地，能够承受高强度的工作压力；
5、热爱游戏，有游戏策划案撰写、具有一定程序设计概念以及有各类网络游戏经验者优先。热爱生活、关注人性。","1、公司提供心理咨询，健康咨询、问诊，健康体检，多种商业保险，出行班车，节日活动、礼品；
2、每年最高15个工作日半薪事假，30工作日全薪病假；
3、丰富的团建活动，多种多样的兴趣爱好协会；
4、安居计划：为员工提供首套房首付免息借款，北上深广最高借款金额为50W，其他城市25W。",6,0.0,0,0
92,0,,腾讯游戏,http://cloud.aimscrm.cn/uploads/20180922/2844bc7163378232c2de913f36909987.jpg,运营培训生,深圳,本科及以上,15-20w,超过98%应届毕业生,应届生,"1、专业不限，综合素质扎实，学科成绩优秀；具有优秀的学习能力、创造力、沟通能力、逻辑思维、系统分析与文字组织能力，能从思考事物规律中获得乐趣；
2、热爱互联网，对行业发展有清晰认识，对所使用过的互联网产品有独立和深入的见解，对用户需求有较好的识别能力和把控能力；
3、良好的团队协作能力、强烈的责任心、务实精神，工作脚踏实地，能够承受高强度的工作压力；
4、热爱游戏，有游戏策划案撰写、具有一定程序设计概念以及有各类网络游戏经验者优先。热爱生活、关注人性。","1、公司提供心理咨询，健康咨询、问诊，健康体检，多种商业保险，出行班车，节日活动、礼品；
2、每年最高15个工作日半薪事假，30工作日全薪病假；
3、丰富的团建活动，多种多样的兴趣爱好协会；
4、安居计划：为员工提供首套房首付免息借款，北上深广最高借款金额为50W，其他城市25W。",6,0.0,0,0
93,0,,欢聚时代,http://cloud.aimscrm.cn/uploads/20180922/3251dc3b2dfb22784eefd6dd46caeb08.jpg,iOS开发工程师,广州,本科及以上,20-25w,超过98%应届毕业生,应届生,"1、熟悉Objective、C/C/C++语言；
2、熟悉iOS/Android开发平台，编译原理/数据结构/算法功底良好；
3、对移动端开发有强烈兴趣,有作品优先。","1、入职购买五险一金，补充医疗险；
2、年费体检+带薪年假+带薪病假；
3、完善的节假日福利，贴心礼品；
4、年底双薪，额外发放一个月工资；
5、团体活动经费、旅游经费、专项/长期激励奖励等；
6、员工无息住房贷款等。",1,0.0,0,0
94,0,,小米,http://cloud.aimscrm.cn/uploads/20180922/df031b057d84292862ca5e4aa1e272e7.jpg,相机测试工程师,北京,本科及以上,15-20w,超过98%应届毕业生,应届生,"1、计算机，图像处理，摄影相关专业，本科以上学历；
2、对相机工作原理有所了解，热爱摄影者优先；
3、对数字图像处理有所了解，有图像处理相关经验者优先；
4、良好的中英文文献阅读能力；
5、良好的沟通和团队协作能力。","1、扁平化的管理，超级舒适的办公区；
2、每月餐补+通讯补贴+饮料福利+晚十点以后打车报销；
3、年度旅游+丰富的节日礼物；
4、期权奖励。",1,0.0,0,0
95,0,,小米,http://cloud.aimscrm.cn/uploads/20180922/63267d1334653dcbc378aa47285ba1dd.jpg,机器学习算法工程师,北京,硕士,25-30w,超过98%应届毕业生,应届生,"1、计算机或相关专业硕士以上学历；
2、熟悉机器学习、自然语言处理等相关技术，并具备实际工作经验；
3、熟悉文本处理相关技术，对重用算法原理有一定的了解；
4、熟悉linux下的C++或python语言开发，对数据结构和算法设计有扎实功底。","1、扁平化的管理，超级舒适的办公区；
2、每月餐补+通讯补贴+饮料福利+晚十点以后打车报销；
3、年度旅游+丰富的节日礼物；
4、期权奖励。",1,0.0,0,0
96,0,,小米,http://cloud.aimscrm.cn/uploads/20180922/88811c35e5ca6c6fece81f07681a3e42.jpg,产品运营,北京,本科及以上,15-20w,超过98%应届毕业生,应届生,"1、对互联网广告投放系统设计、报表系统、审核系统有一定理解和认识；
2、具备清晰的逻辑思维能力，有较强的数据分析能力；
3、具备优秀的沟通能力、学习能力、执行能力、团队协作能力。","1、扁平化的管理，超级舒适的办公区；
2、每月餐补+通讯补贴+饮料福利+晚十点以后打车报销；
3、年度旅游+丰富的节日礼物；
4、期权奖励。",2,0.0,0,0
97,0,,大疆,http://cloud.aimscrm.cn/uploads/20180922/a42f3abf7877661cc3f52d0e1be783d5.jpg,服务运营培训生,深圳,本科,12-17w,超过98%应届毕业生,应届生,"1、本科及以上学历，专业不限；
2、工作态度积极，责任心强，抗压力强；
3、扎实的专业背景，英语流利，可作为工作语言，具有海外留学经历及小语种专业优先；
4、具备优秀的学习能力、团队合作能力、解决问题能力以及时间管理能力。","1、完善的薪资体系+五险一金+年终奖金+法定节假日；
2、帮助新员工租房+午餐补助+工作零食+免费下午茶甜点咖啡等；
3、人才推荐奖+晋升机会丰富；
4、为员工子女兴办高配幼儿园，解决孩子上学问题。",6,0.0,0,0
98,0,,大疆,http://cloud.aimscrm.cn/uploads/20180922/4ca65db3119368042dfa2a4c7f0a04fa.jpg,销售助理,深圳,本科及以上,10-12w,超过98%应届毕业生,应届生,"1、本科及以上学历，英语流利，可作为工作语言，通信等理工科、国际贸易、国际商务、小语种等相关专业优先；
2、思维敏捷，逻辑性强，善于分析问题，有良好的沟通能力及较强的抗压能力；
3、熟悉电子消费类产品，有零售系统数据分析经验，爱好摄影者优先；
4、吃苦耐劳，能接受出差。","1、完善的薪资体系+五险一金+年终奖金+法定节假日；
2、帮助新员工租房+午餐补助+工作零食+免费下午茶甜点咖啡等；
3、人才推荐奖+晋升机会丰富；
4、为员工子女兴办高配幼儿园，解决孩子上学问题。",7,0.0,0,0
99,0,,普华永道,http://cloud.aimscrm.cn/uploads/20180922/da8e9df52ea3d6fd4ca32bb03dfb78c8.jpg,管理咨询,深圳,本科,10-12w,超过98%应届毕业生,应届生,"1、我们正在招募各种专业背景的本科或者硕士毕业生，包括工商管理、经济学、金融学、人力资源、职业心理学、市场营销、会计学、数学、工程学、计算机科学、信息系统、精算、计量经济学与统计学等。毕业生也需具备以下素质：
2、极强的分析、决策和解决问题的能力
3、商业敏锐度
4、影响力/领导潜能
5、思维严密，兼具灵活性和敏捷性
6、能够进行自我激励和指导
7、定性和定量分析技术和知识
8、热爱咨询事业
9、卓越的团队合作精神和人际沟通技巧
10、良好的英语水平
11、普通话流利者优先考虑
12、有上进心
13、愿意接受出差任务
14、跨国及/或跨境项目经验","1、免费电影票；音乐会和音乐剧的折扣票；
2、在中国大陆和香港各办事处的瑜伽和太极课程；
3、许多体育和娱乐日；
4、普华永道家庭日；
5、普华永道的审计员和顾问在入职第一年将接受超过200个小时的培训。
6、普华永道将为你搭建全球化的工作网络。在工作中，你的伙伴有可能是来自于不同地域的专业人士，在合作中你们各抒己见，不断探索与学习最新的商业知识与业务动态，为我们尊敬的客户提供全球范围内最佳的解决方案。",6,0.0,0,0
100,0,,普华永道,http://cloud.aimscrm.cn/uploads/20180922/e8bdc3120835c9148e62727eb6bd5fa2.jpg,风险及控制服务顾问,深圳,本科,10-12w,超过98%应届毕业生,应届生,"1、热爱客户服务，具有相关经验优先；
2、具有商业敏锐性，对IT系统的应用有一定了解；
3、较强的沟通和人际交往能力；
4、具备影响技能/领导潜能；
6、愿意接受出差任务；
7、能适应工作压力，在需要时可接受延时工作；
8、流利的英语，普通话或者广东话（广州和深圳）。","1、免费电影票；音乐会和音乐剧的折扣票；
2、在中国大陆和香港各办事处的瑜伽和太极课程；
3、许多体育和娱乐日；
4、普华永道家庭日；
5、普华永道的审计员和顾问在入职第一年将接受超过200个小时的培训。
6、普华永道将为你搭建全球化的工作网络。在工作中，你的伙伴有可能是来自于不同地域的专业人士，在合作中你们各抒己见，不断探索与学习最新的商业知识与业务动态，为我们尊敬的客户提供全球范围内最佳的解决方案。",5,0.0,0,0
101,0,,腾讯,http://cloud.aimscrm.cn/uploads/20180922/399b53794dfbe1969676d92bde3c2124.jpg,产品经理培训生,深圳,本科及以上,25-30w,超过98%应届毕业生,应届生,"1、对互联网产品极度热爱，怀揣着做出最优秀互联网产品的梦想，具备敏捷的洞察和思维能力，并且有把思考变为现实以不断满足用户需求的勇气和能力；
2、优秀的创造力、想象力、逻辑思维与系统分析能力，突出的文字组织能力和沟通能力同样是我们对你的期待；
3、能够接受一到两年的不同地域的轮岗，有意愿接触多种不同类型的互联网产品；
4、本科及以上学历，有一定的软件开发、软件测试等计算机技能优先。","1、公司提供心理咨询，健康咨询、问诊，健康体检，多种商业保险，出行班车，节日活动、礼品。
2、每年最高15个工作日半薪事假，30工作日全薪病假。
3、丰富的团建活动，多种多样的兴趣爱好协会。
4、安居计划：为员工提供首套房首付免息借款，北上深广最高借款金额为50W，其他城市25W。",6,0.0,0,0
102,1,4988370,北京沃丰时代数据科技有限公司,,自然语言处理（NLP）,北京,硕士,25k-50k,超过 1%的应届生,3-5年,"职位诱惑：\n待遇优厚,数据量大,地铁周边,团队务实\n\n职位描述：\n职位诱惑：\n创业公司、扁平管理、晋升机会多、发展速度快、团队牛，氛围好\n\n#职位描述：\n\n+ 基于现有业务的文本数据，提升对话系统在多领域、场景下的体验；\n\n+ 语义对话引擎的相关开发，以及新技术和方向的研究。 \n\n\n\n#职位要求：\n\n+ 具有3-5年NLP、智能对话相关工作经验，硕士以上学历；\n\n+ 熟练掌握自然语言处理领域的基础理论和方法；\n\n+ 熟练掌握一门以上计算机语言；\n\n+ 有语音识别经验优先。\n",空,1,2147483647.0,0,
103,1,5625285,北京崔玉涛儿童健康管理中心有限公司,,自然语言处理工程师,北京,本科,16k-32k,超过 2%的应届生,3-5年,空,空,1,0.0,2147483647,0
104,1,4932951,苏州睿小麟教育科技有限公司,,自然语言处理工程师（NLP）,杭州,硕士,20k-35k,超过 3%的应届生,1-3年,空,空,1,0.0,2147483647,0
105,1,5868252,中国平安人寿保险股份有限公司,,0221UA-NLP方向技术负责人-BJ,北京,本科,30k-50k,超过 4%的应届生,5-10年,空,空,1,0.0,2147483647,0
106,1,5787551,上海掌小门教育科技有限公司,,自然语言处理研究员,上海,硕士,30k-60k,超过 5%的应届生,3-5年,空,空,1,0.0,2147483647,0
107,1,3745355,苏州意能通信息技术有限公司,,NLP算法,苏州,硕士,15k-30k,超过 6%的应届生,3-5年,空,空,1,0.0,2147483647,0
108,1,5932354,唯品会（中国）有限公司,,NLP算法工程师,广州,本科,20k-40k,超过 7%的应届生,3-5年,空,空,1,0.0,2147483647,0
109,1,5931613,北京智合大方科技有限公司,,NLP算法工程师,北京,本科,25k-50k,超过 8%的应届生,1-3年,空,空,1,0.0,2147483647,0
110,1,5918978,北京区块节点科技有限公司,,NLP算法工程师,北京,本科,25k-50k,超过 9%的应届生,3-5年,空,空,1,0.0,2147483647,0
111,1,5786093,北京看了吗视频信息技术有限公司,,NLP算法工程师,北京,本科,23k-27k,超过 10%的应届生,3-5年,空,空,1,0.0,2147483647,0
112,1,4794571,联合信用投资咨询有限公司,,自然语言处理算法工程师,天津,硕士,14k-28k,超过 11%的应届生,1-3年,空,空,1,0.0,2147483647,0
113,1,5896370,杭州大搜车汽车服务有限公司,,NLP算法专家/工程师10-03-05,杭州,本科,15k-30k,超过 12%的应届生,3-5年,空,空,1,0.0,2147483647,0
114,1,5929067,北京天鹏恒宇科技发展有限公司,,自然语言处理工程师,北京,硕士,23k-31k,超过 13%的应届生,3-5年,空,空,1,0.0,2147483647,0
115,1,5730172,北京功道云科技有限公司,,算法工程师NLP方向,北京,硕士,45k-70k,超过 14%的应届生,3-5年,空,空,1,0.0,2147483647,0
116,1,5929370,北京瑞合广祥科技发展有限公司,,NLP研发工程师,北京,本科,25k-35k,超过 15%的应届生,5-10年,空,空,1,0.0,2147483647,0
117,1,5843235,北京深睿博联科技有限责任公司,,Nlp知识图谱工程师,北京,本科,20k-40k,超过 16%的应届生,3-5年,空,空,1,0.0,2147483647,0
118,1,3830080,北京沃丰时代数据科技有限公司,,自然语言处理,北京,硕士,15k-30k,超过 17%的应届生,1-3年,空,空,1,0.0,2147483647,0
119,1,4771236,苏州睿小麟教育科技有限公司,,(NLP)自然语言处理工程师,苏州,本科,10k-20k,超过 18%的应届生,1年以下,空,空,1,0.0,2147483647,0
120,1,5924710,北京智合大方科技有限公司,,NLP算法实习生,北京,本科,15k-25k,超过 19%的应届生,不限,空,空,1,0.0,2147483647,0
121,1,5925670,成都市都江堰云陆置业顾问有限公司,,NLP工程师,北京,本科,30k-60k,超过 20%的应届生,3-5年,空,空,1,0.0,2147483647,0
122,1,5929815,北京元纯语义文化科技有限公司,,NLP算法工程师,成都,本科,18k-30k,超过 21%的应届生,3-5年,空,空,1,0.0,2147483647,0
123,1,5932312,宁波亿家网络科技有限公司,,NLP算法工程师,杭州,本科,25k-40k,超过 22%的应届生,3-5年,空,空,1,0.0,2147483647,0
124,1,5927254,上海深擎信息科技有限公司,,资深nlp算法,上海,硕士,30k-50k,超过 23%的应届生,3-5年,空,空,1,0.0,2147483647,0
125,1,5931215,北京铭古科技有限公司,,算法工程师自然语言处理,北京,本科,28k-55k,超过 24%的应届生,3-5年,空,空,1,0.0,2147483647,0
126,1,5930821,福州浩远达贸易有限公司,,资深NLP算法工程师,南京,本科,20k-40k,超过 25%的应届生,3-5年,空,空,1,0.0,2147483647,0
127,1,5925004,华泰证券股份有限公司,,NLP算法研究员,南京,硕士,25k-50k,超过 26%的应届生,3-5年,空,空,1,0.0,2147483647,0
128,1,2519745,高德软件有限公司,,自然语言处理,北京,本科,25k-50k,超过 27%的应届生,不限,空,空,1,0.0,2147483647,0
129,1,5595321,达而观信息科技（上海）有限公司,,NLP/NLG/NLU算法工程师,上海,硕士,18k-35k,超过 28%的应届生,1-3年,空,空,1,0.0,2147483647,0
130,1,3918128,软视视频软件（杭州）有限公司,,算法工程师---自然语言处理,杭州,硕士,15k-30k,超过 29%的应届生,不限,空,空,1,0.0,2147483647,0
131,1,5253144,北京金堤科技有限公司,,NLP工程师,北京,硕士,15k-30k,超过 30%的应届生,不限,空,空,1,0.0,2147483647,0
132,1,3952989,苏州睿小麟教育科技有限公司,,自然语言处理工程师,苏州,本科,20k-35k,超过 31%的应届生,3-5年,空,空,1,0.0,2147483647,0
133,1,5593119,北京市商汤科技开发有限公司,,自然语言处理研究员,上海,硕士,25k-50k,超过 32%的应届生,3-5年,空,空,1,0.0,2147483647,0
134,1,5722715,联想（北京）有限公司,,NLP,北京,硕士,40k-80k,超过 33%的应届生,5-10年,空,空,1,0.0,2147483647,0
135,1,5730510,北京千里马网信科技有限公司,,nlp自然语言处理,北京,本科,40k-50k,超过 34%的应届生,3-5年,空,空,1,0.0,2147483647,0
136,1,5839036,精硕科技（北京）股份有限公司,,自然语言处理(NLP),上海,本科,25k-35k,超过 35%的应届生,3-5年,空,空,1,0.0,2147483647,0
137,1,5668313,杭州嘉云数据科技有限公司,,自然语言处理,杭州,本科,20k-30k,超过 36%的应届生,3-5年,空,空,1,0.0,2147483647,0
138,1,5634384,上海文盛资产管理股份有限公司,,自然语言处理nlp,上海,本科,30k-35k,超过 37%的应届生,3-5年,空,空,1,0.0,2147483647,0
139,1,5840406,成都延华西部健康医疗信息产业研究院有限公司,,自然语言处理,成都,本科,15k-25k,超过 38%的应届生,3-5年,空,空,1,0.0,2147483647,0
140,1,5902824,上海泛微网络科技股份有限公司,,nlp自然语言处理,上海,硕士,20k-35k,超过 39%的应届生,1-3年,空,空,1,0.0,2147483647,0
141,1,5761728,深圳市木槿科技有限公司,,自然语言处理,深圳,本科,15k-30k,超过 40%的应届生,1-3年,空,空,1,0.0,2147483647,0
142,1,4310247,上海脉豪商务信息咨询有限公司,,NLP自然语言处理,上海,本科,25k-40k,超过 41%的应届生,3-5年,空,空,1,0.0,2147483647,0
143,1,5686387,上海有点信息科技有限公司,,自然语言处理,武汉,本科,8k-16k,超过 42%的应届生,1-3年,空,空,1,0.0,2147483647,0
144,1,5863849,深圳市优乐学科技有限公司,,nlp自然语言处理,深圳,硕士,20k-40k,超过 43%的应届生,3-5年,空,空,1,0.0,2147483647,0
145,1,4406403,上海证大喜马拉雅网络科技有限公司,,自然语言处理（中高级）,上海,本科,20k-40k,超过 44%的应届生,3-5年,空,空,1,0.0,2147483647,0
146,1,5699629,北京字节跳动科技有限公司,,NLP工程师,深圳,本科,25k-50k,超过 45%的应届生,3-5年,空,空,1,0.0,2147483647,0
147,1,4219211,苏州睿小麟教育科技有限公司,,自然语言处理工程师（NLP）,上海,硕士,20k-35k,超过 46%的应届生,1-3年,空,空,1,0.0,2147483647,0
148,1,5509223,北京市商汤科技开发有限公司,,自然语言处理研究员,上海,本科,20k-35k,超过 47%的应届生,1-3年,空,空,1,0.0,2147483647,0
149,1,5564393,上海证大喜马拉雅网络科技有限公司,,自然语言处理（初中级）,上海,本科,15k-25k,超过 48%的应届生,1-3年,空,空,1,0.0,2147483647,0
150,1,5393612,北京字节跳动科技有限公司,,NLP工程师,上海,本科,30k-50k,超过 49%的应届生,3-5年,空,空,1,0.0,2147483647,0
151,1,5338744,南京硅基智能科技有限公司,,自然语言处理,南京,硕士,17k-33k,超过 50%的应届生,3-5年,空,空,1,0.0,2147483647,0
152,1,5432742,北京商询科技有限公司,,自然语言处理,北京,本科,20k-30k,超过 51%的应届生,1-3年,空,空,1,0.0,2147483647,0
153,1,5538017,深圳市赞达贸易有限公司,,自然语言处理工程师,深圳,本科,20k-40k,超过 52%的应届生,3-5年,空,空,1,0.0,2147483647,0
154,1,5494969,达而观信息科技（上海）有限公司,,NLP算法工程师,上海,硕士,15k-30k,超过 53%的应届生,不限,空,空,1,0.0,2147483647,0
155,1,4517779,深圳无觅科技有限公司,,自然语言处理/NLP 工程师,深圳,本科,25k-50k,超过 54%的应届生,3-5年,空,空,1,0.0,2147483647,0
156,1,5803071,上海陆家嘴国际金融资产交易市场股份有限公司,,25215S-NLP工程师,深圳,硕士,15k-30k,超过 55%的应届生,1-3年,空,空,1,0.0,2147483647,0
157,1,5895068,东芝(中国)有限公司,,自然语言处理,北京,硕士,15k-25k,超过 56%的应届生,不限,空,空,1,0.0,2147483647,0
158,1,5712447,北京布本智能科技有限公司,,NLP自然语言处理工程师,北京,本科,15k-30k,超过 57%的应届生,1-3年,空,空,1,0.0,2147483647,0
159,1,5781047,上海基分文化传播有限公司,,NLP工程师,上海,本科,35k-50k,超过 58%的应届生,3-5年,空,空,1,0.0,2147483647,0
160,1,4712046,上海虎烨信息科技有限公司,,NLP自然语言处理工程师,上海,本科,18k-36k,超过 59%的应届生,1-3年,空,空,1,0.0,2147483647,0
161,1,5141151,上海寻梦信息技术有限公司,,算法工程师-NLP方向,上海,本科,20k-40k,超过 60%的应届生,1-3年,空,空,1,0.0,2147483647,0
162,1,5670179,南京硅基智能科技有限公司,,自然语言处理,上海,本科,20k-35k,超过 61%的应届生,3-5年,空,空,1,0.0,2147483647,0
163,1,5119114,北京字节跳动科技有限公司,,自然语言处理工程师,北京,本科,23k-46k,超过 62%的应届生,1-3年,空,空,1,0.0,2147483647,0
164,1,5005656,深圳无觅科技有限公司,,自然语言处理/NLP工程师,深圳,本科,30k-60k,超过 63%的应届生,不限,空,空,1,0.0,2147483647,0
165,1,5141159,上海寻梦信息技术有限公司,,高级算法工程师-NLP方向,上海,本科,30k-60k,超过 64%的应届生,3-5年,空,空,1,0.0,2147483647,0
166,1,4523128,杭州智屏电子商务有限公司,,NLP工程师,杭州,本科,15k-26k,超过 65%的应届生,1-3年,空,空,1,0.0,2147483647,0
167,1,5900575,北京世纪好未来教育科技有限公司,,NLP工程师,北京,本科,30k-50k,超过 66%的应届生,5-10年,空,空,1,0.0,2147483647,0
168,1,4838990,武汉烽火普天信息技术有限公司,,NLP工程师,武汉,本科,12k-18k,超过 67%的应届生,1-3年,空,空,1,0.0,2147483647,0
169,1,5736132,深圳市木槿科技有限公司,,NLP工程师,深圳,本科,30k-50k,超过 68%的应届生,3-5年,空,空,1,0.0,2147483647,0
170,1,5626320,国美金控投资有限公司,,NLP自然语言处理工程师(J10485),北京,本科,30k-50k,超过 69%的应届生,3-5年,空,空,1,0.0,2147483647,0
171,1,5084223,武汉心络科技有限公司,,NLP工程师,武汉,硕士,15k-30k,超过 70%的应届生,3-5年,空,空,1,0.0,2147483647,0
172,1,5893984,北京影谱科技股份有限公司,,NLP 自然语言工程师,北京,本科,30k-50k,超过 71%的应届生,3-5年,空,空,1,0.0,2147483647,0
173,1,5822759,北京阿博茨科技有限公司,,NLP自然语言处理工程师 (MJ000130),北京,本科,25k-30k,超过 72%的应届生,1-3年,空,空,1,0.0,2147483647,0
174,1,5824019,精硕科技（北京）股份有限公司,,NLP工程师,上海,硕士,30k-40k,超过 73%的应届生,3-5年,空,空,1,0.0,2147483647,0
175,1,3948322,南京贝湾教育科技有限公司,,自然语言处理工程师（实习岗）,南京,不限,4k-6k,超过 74%的应届生,应届毕业生,空,空,1,0.0,2147483647,0
176,1,5615891,广州华多网络科技有限公司,,NLP自然语言工程师 (MJ001682),广州,本科,15k-30k,超过 75%的应届生,不限,空,空,1,0.0,2147483647,0
177,1,5393615,北京字节跳动科技有限公司,,AI Lab实习生-自然语言处理,上海,本科,6k-10k,超过 76%的应届生,不限,空,空,1,0.0,2147483647,0
178,1,5432719,北京商询科技有限公司,,NLP工程师,北京,硕士,20k-30k,超过 77%的应届生,1-3年,空,空,1,0.0,2147483647,0
179,1,5680202,长沙冉星信息科技有限公司,,自然语言处理工程师（nlp）,长沙,本科,18k-30k,超过 78%的应届生,3-5年,空,空,1,0.0,2147483647,0
180,1,5072982,浙江创邻科技有限公司,,自然语言处理工程师（NLP）,杭州,硕士,15k-30k,超过 79%的应届生,1-3年,空,空,1,0.0,2147483647,0
181,1,5546748,广州市健坤网络科技发展有限公司,,自然语言处理工程师（NLP）,广州,硕士,6k-10k,超过 80%的应届生,1-3年,空,空,1,0.0,2147483647,0
182,1,5906942,广州新数智能科技有限公司,,自然语言处理工程师,广州,本科,18k-30k,超过 81%的应届生,5-10年,空,空,1,0.0,2147483647,0
183,1,5259364,金蝶软件（中国）有限公司,,自然语言处理工程师,深圳,本科,20k-40k,超过 82%的应届生,5-10年,空,空,1,0.0,2147483647,0
184,1,5855009,上海谷露软件有限公司,,自然语言处理工程师（NLP）,上海,本科,20k-40k,超过 83%的应届生,不限,空,空,1,0.0,2147483647,0
185,1,5625120,平安科技（深圳）有限公司,,1111MK-自然语言处理工程师（南京）,南京,硕士,12k-22k,超过 84%的应届生,1-3年,空,空,1,0.0,2147483647,0
186,1,5685368,西安贝业思数据智能技术服务有限公司,,自然语言处理工程师,广州,硕士,14k-22k,超过 85%的应届生,3-5年,空,空,1,0.0,2147483647,0
187,1,3866231,云孚科技（北京）有限公司,,自然语言处理工程师,北京,本科,15k-30k,超过 86%的应届生,1-3年,空,空,1,0.0,2147483647,0
188,1,5586540,南京网感至察信息科技有限公司,,自然语言处理工程师,南京,不限,7k-12k,超过 87%的应届生,不限,空,空,1,0.0,2147483647,0
189,1,5609586,北京合众鼎成科技有限公司,,自然语言处理工程师,北京,硕士,15k-30k,超过 88%的应届生,1-3年,空,空,1,0.0,2147483647,0
190,1,5239580,北京创新工场旷视国际人工智能技术研究院有限公司,,自然语言处理工程师（医疗）,北京,硕士,30k-50k,超过 89%的应届生,3-5年,空,空,1,0.0,2147483647,0
191,1,5580244,广州云徙科技有限公司,,自然语言处理工程师,广州,硕士,25k-35k,超过 90%的应届生,3-5年,空,空,1,0.0,2147483647,0
192,1,5273883,北京字节跳动科技有限公司,,算法工程师-NLP,北京,本科,20k-30k,超过 91%的应届生,应届毕业生,空,空,1,0.0,2147483647,0
193,1,5308882,西安贝业思数据智能技术服务有限公司,,自然语言处理工程师,西安,硕士,14k-22k,超过 92%的应届生,不限,空,空,1,0.0,2147483647,0
194,1,5857965,腾讯科技（深圳）有限公司,,自然语言处理工程师,北京,硕士,20k-40k,超过 93%的应届生,5-10年,空,空,1,0.0,2147483647,0
195,1,4872476,北大方正信息产业集团有限公司,,自然语言处理工程师,北京,硕士,20k-25k,超过 94%的应届生,1-3年,空,空,1,0.0,2147483647,0
196,1,5869610,北京狸米科技有限公司,,nlp自然语言处理,北京,硕士,30k-60k,超过 95%的应届生,3-5年,空,空,1,0.0,2147483647,0
197,1,3454449,南京贝湾教育科技有限公司,,自然语言处理工程师（可实习）,南京,不限,15k-30k,超过 96%的应届生,1-3年,空,空,1,0.0,2147483647,0
198,1,5717361,北京市商汤科技开发有限公司,,自然语言处理研究员,深圳,硕士,25k-50k,超过 97%的应届生,3-5年,空,空,1,0.0,2147483647,0
199,1,1619472,深圳追一科技有限公司,,自然语言处理工程师,深圳,硕士,20k-40k,超过 98%的应届生,1-3年,空,空,1,0.0,2147483647,0
200,1,5300876,广州华多网络科技有限公司,,(海外AI招聘)自然语言处理算法,珠海,硕士,25k-50k,超过 99%的应届生,不限,空,空,1,0.0,2147483647,0
201,1,4754888,北京左医科技有限公司,,NLP/机器学习/自然语言处理工程师,北京,本科,20k-35k,超过 100%的应届生,1-3年,空,空,1,0.0,2147483647,0
202,1,5781968,达闼科技（北京）有限公司,,自然语言处理工程师,北京,硕士,20k-40k,超过 101%的应届生,1-3年,空,空,1,0.0,2147483647,0
