姓名,赛季,球队,执教,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负,胜率
Jerry Sloan,01--02,UTA,4,0.415,33.0,79.5,0.304,3.5,11.5,0.685,18.5,27.0,43.3,15.3,28.0,23.0,9.0,7.0,15.3,26.0,88.0,1,3,0.25
Jerry Sloan,00--01,UTA,5,0.424,33.0,77.8,0.327,3.6,11.0,0.775,20.0,25.8,42.0,12.6,29.4,23.2,5.2,5.2,11.6,27.0,89.6,2,3,0.4
Jerry Sloan,99--00,UTA,10,0.444,33.1,74.6,0.374,4.6,12.3,0.738,17.5,23.7,40.3,10.3,30.0,23.6,6.9,5.4,14.4,25.0,88.3,4,6,0.4
Jerry Sloan,98--99,UTA,11,0.4320000000000001,32.4,75.0,0.302,2.9,9.6,0.762,21.5,28.3,42.6,11.2,31.5,22.0,7.7,4.7,14.5,27.1,89.2,5,6,0.455
Jerry Sloan,97--98,UTA,20,0.455,33.4,73.4,0.353,3.3,9.4,0.745,19.0,25.5,39.8,9.7,30.1,22.3,6.5,4.9,13.6,26.0,89.0,13,7,0.65
Jerry Sloan,96--97,UTA,20,0.452,33.7,74.5,0.3670000000000001,5.0,13.5,0.785,23.9,30.4,41.8,11.4,30.4,21.8,7.4,4.9,12.9,24.8,96.1,13,7,0.65
Jerry Sloan,95--96,UTA,18,0.469,35.4,75.4,0.428,5.4,12.7,0.7070000000000001,19.0,26.9,38.7,11.3,27.3,25.2,7.6,5.7,12.8,25.3,95.2,10,8,0.556
Jerry Sloan,94--95,UTA,5,0.485,36.4,75.0,0.449,6.2,13.8,0.727,25.0,34.4,36.0,10.2,25.8,24.0,8.0,3.6,12.6,27.0,104.0,2,3,0.4
Jerry Sloan,93--94,UTA,16,0.436,34.9,80.1,0.298,2.3,7.8,0.769,22.1,28.7,42.2,13.6,28.6,23.1,7.8,4.5,11.4,25.1,94.3,8,8,0.5
Jerry Sloan,92--93,UTA,5,0.439,34.0,77.4,0.313,2.0,6.4,0.7290000000000001,17.2,23.6,41.0,14.0,27.0,20.8,6.0,4.8,13.4,21.6,87.2,2,3,0.4
Jerry Sloan,91--92,UTA,16,0.48,37.0,77.1,0.29600000000000004,1.8,6.1,0.8079999999999999,27.1,33.5,39.3,12.6,26.8,22.9,7.4,4.8,13.7,22.1,102.9,9,7,0.563
Jerry Sloan,90--91,UTA,9,0.473,38.4,81.2,0.315,1.9,6.0,0.84,26.3,31.3,43.0,11.1,31.9,26.2,6.3,3.9,13.6,26.9,105.1,4,5,0.444
Jerry Sloan,89--90,UTA,5,0.461,40.4,87.6,0.333,3.2,9.6,0.7240000000000001,18.4,25.4,40.6,13.0,27.6,25.4,8.6,5.8,12.6,28.4,102.4,2,3,0.4
Jerry Sloan,88--89,UTA,3,0.428,38.3,89.7,0.353,4.0,11.3,0.831,24.7,29.7,50.0,18.0,32.0,18.0,7.0,5.0,18.3,26.0,105.3,0,3,0.0
Jerry Sloan,80--81,CHI,6,,,,,,,,,,,,,,,,,,,2,4,0.33299999999999996
Erik Spoelstra,15--16,MIA,14,0.458,36.9,80.5,0.36,6.9,19.1,0.765,16.3,21.3,44.2,9.1,35.1,16.4,5.4,5.9,12.3,21.2,96.9,7,7,0.5
Erik Spoelstra,13--14,MIA,20,0.491,35.4,72.2,0.396,9.3,23.5,0.78,17.2,22.0,34.1,6.0,28.1,18.3,7.3,3.9,11.2,20.7,97.3,13,7,0.65
Erik Spoelstra,12--13,MIA,23,0.468,35.8,76.6,0.381,7.7,20.2,0.7659999999999999,17.8,23.2,38.1,9.7,28.4,20.6,8.3,5.4,12.6,22.2,97.1,16,7,0.696
Erik Spoelstra,11--12,MIA,23,0.46,35.0,76.0,0.34700000000000003,6.8,19.7,0.7440000000000001,20.6,27.7,40.4,10.2,30.3,17.5,7.3,5.0,12.3,20.6,97.3,16,7,0.696
Erik Spoelstra,10--11,MIA,21,0.445,32.6,73.3,0.331,5.9,17.9,0.777,21.6,27.8,41.0,10.1,30.9,16.5,7.3,6.0,12.7,19.2,92.8,14,7,0.667
Erik Spoelstra,09--10,MIA,5,0.435,33.6,77.2,0.374,6.8,18.2,0.731,13.6,18.6,37.6,9.4,28.2,17.6,7.0,5.0,16.0,22.8,87.6,1,4,0.2
Erik Spoelstra,08--09,MIA,7,0.45,31.3,69.6,0.35700000000000004,7.1,20.0,0.816,18.4,22.6,38.7,8.9,29.9,15.0,6.1,5.7,12.4,22.1,88.1,3,4,0.429
Garry St,95--96,SAC,4,0.4320000000000001,32.0,74.0,0.281,4.5,16.0,0.675,19.3,28.5,42.3,12.3,30.0,18.8,8.8,4.8,17.8,25.3,87.8,1,3,0.25
Brad Stevens,16--17,BOS,18,0.457,38.4,84.0,0.368,12.7,34.6,0.773,15.7,20.3,37.9,9.4,28.5,26.9,7.7,4.1,13.0,20.8,105.2,9,9,0.5
Brad Stevens,15--16,BOS,6,0.384,34.3,89.5,0.275,8.7,31.5,0.7859999999999999,16.5,21.0,46.0,10.7,35.3,21.0,6.3,6.5,14.2,22.0,93.8,2,4,0.33299999999999996
Brad Stevens,14--15,BOS,4,0.42,34.8,82.8,0.256,5.5,21.5,0.775,19.8,25.5,40.8,10.0,30.8,20.0,5.3,3.8,13.5,26.8,94.8,0,4,0.0
Terry Stotts,16--17,POR,4,0.397,35.5,89.5,0.326,11.0,33.8,0.804,19.5,24.3,44.0,10.0,34.0,15.8,7.0,4.8,14.8,21.8,101.5,0,4,0.0
Terry Stotts,15--16,POR,11,0.416,37.1,89.1,0.381,11.9,31.3,0.74,18.9,25.5,47.6,12.9,34.7,21.5,6.2,3.9,12.5,23.5,105.0,5,6,0.455
Terry Stotts,14--15,POR,5,0.4,33.4,83.6,0.35100000000000003,9.2,26.2,0.8240000000000001,17.8,21.6,44.2,10.0,34.2,16.6,3.4,5.2,11.2,20.6,93.8,1,4,0.2
Terry Stotts,13--14,POR,11,0.4370000000000001,38.4,87.7,0.34700000000000003,7.9,22.8,0.797,19.6,24.6,44.2,11.7,32.5,17.5,5.9,6.0,13.4,22.5,104.3,5,6,0.455
Terry Stotts,05--06,MIL,5,0.471,37.8,80.2,0.419,5.2,12.4,0.785,16.8,21.4,37.0,10.6,26.4,21.0,6.0,2.4,12.2,26.8,97.6,1,4,0.2
Ken Suesens,49--50,SHE,3,,,,,,,,,,,,,,,,,,,1,2,0.33299999999999996
Tom Thibodeau,14--15,CHI,12,0.419,35.1,83.8,0.373,9.2,24.6,0.775,16.7,21.5,45.4,11.7,33.8,22.2,7.2,6.6,12.5,18.8,96.0,6,6,0.5
Tom Thibodeau,13--14,CHI,5,0.422,33.2,78.6,0.333,6.4,19.2,0.754,17.2,22.8,41.8,12.2,29.6,20.2,5.0,4.4,12.6,22.0,90.0,1,4,0.2
Tom Thibodeau,12--13,CHI,12,0.438,35.0,79.9,0.319,5.4,17.0,0.72,16.5,22.9,40.8,11.8,29.0,19.5,6.4,4.6,13.3,22.4,91.9,5,7,0.41700000000000004
Tom Thibodeau,11--12,CHI,6,0.421,34.0,80.7,0.342,4.3,12.7,0.649,12.0,18.5,46.8,11.5,35.3,22.5,5.2,6.7,13.7,20.5,84.3,2,4,0.33299999999999996
Tom Thibodeau,10--11,CHI,16,0.422,34.0,80.6,0.329,6.3,19.2,0.784,18.2,23.2,43.6,13.4,30.2,20.1,7.3,6.6,12.5,21.3,92.5,9,7,0.563
Isiah Thomas,02--03,IND,6,0.388,30.2,77.7,0.292,5.2,17.7,0.79,25.7,32.5,46.8,13.2,33.7,19.8,7.0,5.8,13.3,23.5,91.2,2,4,0.33299999999999996
Isiah Thomas,01--02,IND,5,0.458,34.8,76.0,0.407,4.8,11.8,0.7609999999999999,17.2,22.6,42.2,8.4,33.8,21.2,8.2,4.0,17.0,25.0,91.6,2,3,0.4
Isiah Thomas,00--01,IND,4,0.398,32.8,82.3,0.342,6.3,18.3,0.8270000000000001,15.5,18.8,39.8,11.8,28.0,20.8,4.8,4.5,12.0,23.8,87.3,1,3,0.25
Rudy Tomjanovich,98--99,HOU,4,0.415,33.8,81.3,0.365,7.8,21.3,0.763,21.8,28.5,45.8,13.3,32.5,20.5,7.5,4.5,12.8,26.3,97.0,1,3,0.25
Rudy Tomjanovich,97--98,HOU,5,0.385,29.0,75.4,0.258,4.8,18.6,0.732,21.8,29.8,42.4,11.2,31.2,16.2,7.2,5.0,12.6,23.8,84.6,2,3,0.4
Rudy Tomjanovich,96--97,HOU,16,0.458,35.3,77.1,0.362,8.9,24.5,0.767,21.8,28.4,41.5,12.3,29.3,23.1,7.7,4.4,14.8,21.9,101.3,9,7,0.563
Rudy Tomjanovich,95--96,HOU,8,0.442,36.4,82.4,0.333,7.6,22.9,0.735,17.4,23.6,38.5,9.1,29.4,24.1,10.0,5.0,13.3,21.1,97.8,3,5,0.375
Rudy Tomjanovich,94--95,HOU,22,0.483,38.6,79.9,0.391,8.6,22.0,0.754,21.2,28.1,39.1,9.6,29.5,25.2,7.6,5.8,11.6,24.8,107.0,15,7,0.682
Rudy Tomjanovich,93--94,HOU,23,0.464,36.4,78.6,0.366,6.5,17.7,0.767,17.8,23.2,41.3,10.1,31.2,24.8,7.3,6.2,13.4,21.6,97.1,15,8,0.652
Rudy Tomjanovich,92--93,HOU,12,0.477,37.4,78.4,0.3720000000000001,5.3,14.3,0.773,17.6,22.8,41.5,11.3,30.2,24.8,8.4,7.2,16.7,19.8,97.8,6,6,0.5
Wes Unseld,87--88,WSB,5,0.461,36.4,79.0,0.111,0.2,1.8,0.738,24.2,32.8,38.0,13.4,24.6,16.4,7.0,5.2,15.0,24.6,97.2,2,3,0.4
Butch Van,68--69,LAL,18,,,,,,,,,,,,,,,,,,,11,7,0.611
Butch Van,67--68,LAL,15,,,,,,,,,,,,,,,,,,,10,5,0.667
Jeff Van,06--07,HOU,7,0.41,29.7,72.4,0.321,7.1,22.3,0.7879999999999999,20.7,26.3,41.6,9.9,31.7,18.1,7.0,4.1,14.3,19.3,87.3,3,4,0.429
Jeff Van,04--05,HOU,7,0.466,35.0,75.1,0.403,7.1,17.7,0.79,20.4,25.9,37.7,10.7,27.0,18.0,7.3,5.9,13.9,24.7,97.6,3,4,0.429
Jeff Van,03--04,HOU,5,0.4270000000000001,31.8,74.4,0.303,4.6,15.2,0.7190000000000001,16.4,22.8,44.4,9.6,34.8,17.2,5.2,3.6,15.8,22.8,84.6,1,4,0.2
Jeff Van,00--01,NYK,5,0.468,33.4,71.4,0.339,4.0,11.8,0.778,18.2,23.4,36.4,7.8,28.6,15.6,6.2,3.8,14.0,24.0,89.0,2,3,0.4
Jeff Van,99--00,NYK,16,0.431,31.2,72.4,0.393,4.5,11.4,0.764,17.6,23.0,38.4,8.1,30.4,13.8,6.5,4.1,11.6,22.9,84.4,9,7,0.563
Jeff Van,98--99,NYK,20,0.429,31.9,74.3,0.281,3.2,11.4,0.757,18.1,23.9,39.3,10.2,29.1,15.0,7.6,3.9,12.6,25.5,85.0,12,8,0.6
Jeff Van,97--98,NYK,10,0.436,32.2,73.8,0.39,5.3,13.6,0.765,18.9,24.7,39.7,10.5,29.2,18.8,8.6,2.0,15.0,26.8,88.6,4,6,0.4
Jeff Van,96--97,NYK,10,0.467,34.3,73.5,0.3720000000000001,5.5,14.8,0.77,17.1,22.2,39.5,9.7,29.8,21.1,8.6,3.5,15.3,23.4,91.2,6,4,0.6
Jeff Van,95--96,NYK,8,0.462,32.0,69.3,0.395,6.4,16.1,0.695,18.3,26.3,37.0,8.6,28.4,18.6,6.5,3.8,17.4,20.3,88.6,4,4,0.5
Stan Van,15--16,DET,4,0.478,36.0,75.3,0.376,8.8,23.3,0.648,14.3,22.0,37.8,7.0,30.8,21.8,5.3,3.3,9.5,19.0,95.0,0,4,0.0
Stan Van,11--12,ORL,5,0.398,31.0,77.8,0.341,8.4,24.6,0.705,13.4,19.0,38.4,9.8,28.6,17.2,6.0,4.4,13.4,19.0,83.8,1,4,0.2
Stan Van,10--11,ORL,6,0.409,31.0,75.8,0.262,6.2,23.5,0.737,20.5,27.8,42.3,11.8,30.5,14.5,6.5,4.0,12.3,21.5,88.7,2,4,0.33299999999999996
Stan Van,09--10,ORL,14,0.463,32.8,70.8,0.366,9.9,26.9,0.701,21.1,30.1,40.4,9.3,31.1,16.9,6.4,5.5,13.1,22.4,96.6,10,4,0.7140000000000001
Stan Van,08--09,ORL,24,0.457,34.5,75.4,0.36,8.4,23.3,0.722,19.6,27.1,38.4,8.3,30.0,18.9,6.8,4.8,12.7,21.4,97.0,13,11,0.542
Stan Van,07--08,ORL,10,0.469,35.4,75.4,0.35600000000000004,9.0,25.3,0.7120000000000001,17.3,24.3,42.9,11.7,31.2,17.4,4.8,4.9,14.4,20.5,97.1,5,5,0.5
Stan Van,04--05,MIA,15,0.4920000000000001,36.0,73.1,0.388,6.0,15.5,0.6679999999999999,20.0,29.9,41.6,8.3,33.3,18.9,5.5,5.7,14.3,24.5,98.0,11,4,0.733
Stan Van,03--04,MIA,13,0.408,30.5,74.8,0.276,3.7,13.4,0.754,19.3,25.6,41.8,11.4,30.5,16.3,7.5,4.1,13.5,24.4,84.1,6,7,0.462
Dick Versace,89--90,IND,3,0.461,35.0,76.0,0.217,1.7,7.7,0.8220000000000001,20.0,24.3,36.3,11.0,25.3,17.3,3.7,2.3,14.7,25.7,91.7,0,3,0.0
Frank Vogel,15--16,IND,7,0.441,33.0,74.9,0.383,8.1,21.3,0.82,19.6,23.9,39.3,9.1,30.1,18.1,7.6,5.6,13.6,22.3,93.7,3,4,0.429
Frank Vogel,13--14,IND,19,0.451,33.6,74.5,0.38,7.3,19.3,0.727,17.0,23.4,39.5,8.2,31.3,18.8,7.1,4.2,12.7,20.7,91.6,10,9,0.526
Frank Vogel,12--13,IND,19,0.433,32.2,74.4,0.327,6.3,19.2,0.74,21.1,28.5,45.6,12.7,32.9,17.5,5.4,4.5,15.5,22.4,91.8,11,8,0.579
Frank Vogel,11--12,IND,11,0.424,33.7,79.5,0.32,5.7,17.9,0.7709999999999999,17.7,23.0,44.0,12.4,31.6,16.3,6.9,5.5,13.8,22.0,90.9,6,5,0.545
Frank Vogel,10--11,IND,5,0.409,32.8,80.2,0.377,5.8,15.4,0.77,18.8,24.4,38.4,13.0,25.4,16.0,8.2,5.6,13.8,23.0,90.2,1,4,0.2
Donnie Walsh,78--79,DEN,3,,,,,,,,,,,,,,,,,,,1,2,0.33299999999999996
Bobby Wanzer,57--58,CIN,2,,,,,,,,,,,,,,,,,,,0,2,0.0
Bob Weiss,92--93,ATL,3,0.428,35.7,83.3,0.278,3.3,12.0,0.7090000000000001,18.7,26.3,38.7,15.3,23.3,16.3,8.0,3.7,15.3,23.3,93.3,0,3,0.0
Bob Weiss,90--91,ATL,5,0.4,33.0,82.6,0.25,2.6,10.4,0.831,28.6,34.4,44.2,15.0,29.2,16.8,6.6,2.8,10.6,23.4,97.2,2,3,0.4
Bob Weiss,87--88,SAS,3,0.471,45.7,97.0,0.35,2.3,6.7,0.716,16.0,22.3,38.3,15.0,23.3,27.7,11.0,3.7,17.7,24.0,109.7,0,3,0.0
Jerry West,78--79,LAL,8,,,,,,,,,,,,,,,,,,,3,5,0.375
Jerry West,77--78,LAL,3,,,,,,,,,,,,,,,,,,,1,2,0.33299999999999996
Jerry West,76--77,LAL,11,,,,,,,,,,,,,,,,,,,4,7,0.364
Paul Westhead,80--81,LAL,3,,,,,,,,,,,,,,,,,,,1,2,0.33299999999999996
Paul Westhead,79--80,LAL,16,,,,,,,,,,,,,,,,,,,12,4,0.75
Paul Westphal,99--00,SEA,5,0.4370000000000001,34.8,79.6,0.4270000000000001,7.0,16.4,0.716,16.6,23.2,41.0,12.4,28.6,19.8,8.2,3.4,14.4,21.8,93.2,2,3,0.4
Paul Westphal,94--95,PHO,10,0.483,39.2,81.2,0.34600000000000003,6.4,18.5,0.7959999999999999,26.2,32.9,45.2,12.5,32.7,21.7,6.4,3.2,12.3,24.6,111.0,6,4,0.6
Paul Westphal,93--94,PHO,10,0.451,39.9,88.5,0.355,6.1,17.2,0.737,20.5,27.8,44.7,14.4,30.3,23.5,8.0,4.2,11.8,19.3,106.4,6,4,0.6
Paul Westphal,92--93,PHO,24,0.472,38.8,82.1,0.361,4.2,11.5,0.753,23.1,30.7,41.4,12.4,29.0,23.5,7.6,8.0,13.1,22.6,104.8,13,11,0.542
Lenny Wilkens,03--04,NYK,4,0.384,30.8,80.0,0.293,4.3,14.5,0.723,18.3,25.3,38.5,12.3,26.3,19.5,9.3,4.0,15.0,28.0,84.0,0,4,0.0
Lenny Wilkens,01--02,TOR,5,0.422,32.6,77.2,0.321,3.4,10.6,0.738,15.2,20.6,42.4,12.4,30.0,21.0,8.0,5.2,15.2,23.4,83.8,2,3,0.4
Lenny Wilkens,00--01,TOR,12,0.443,35.3,79.5,0.392,5.9,15.1,0.7559999999999999,15.8,20.8,38.8,11.9,26.8,22.4,7.8,6.1,12.7,21.6,92.2,6,6,0.5
Lenny Wilkens,98--99,ATL,9,0.383,28.6,74.6,0.312,4.8,15.3,0.769,17.8,23.1,38.9,12.0,26.9,13.9,8.1,4.0,13.3,19.4,79.7,3,6,0.33299999999999996
Lenny Wilkens,97--98,ATL,4,0.449,32.8,73.0,0.375,6.8,18.0,0.685,15.3,22.3,40.0,11.0,29.0,17.0,7.8,4.8,12.3,23.5,87.5,1,3,0.25
Lenny Wilkens,96--97,ATL,10,0.436,30.9,70.8,0.315,6.9,21.9,0.778,20.3,26.1,40.0,11.0,29.0,15.4,4.5,4.3,15.1,19.9,89.0,4,6,0.4
Lenny Wilkens,95--96,ATL,10,0.444,33.6,75.7,0.369,7.6,20.6,0.7340000000000001,17.9,24.4,35.9,12.6,23.3,19.8,8.4,5.3,13.4,22.2,92.7,4,6,0.4
Lenny Wilkens,94--95,ATL,3,0.392,29.7,75.7,0.328,7.3,22.3,0.731,22.7,31.0,39.0,12.3,26.7,14.7,8.3,2.7,12.3,28.3,89.3,0,3,0.0
Lenny Wilkens,93--94,ATL,11,0.436,34.9,80.1,0.316,2.8,8.9,0.7390000000000001,17.7,24.0,40.5,14.0,26.5,23.9,8.2,5.3,13.1,24.9,90.4,5,6,0.455
Lenny Wilkens,92--93,CLE,9,0.465,36.6,78.7,0.35,3.1,8.9,0.802,17.6,21.9,38.7,11.9,26.8,23.9,8.2,5.4,14.8,19.1,93.8,3,6,0.33299999999999996
Lenny Wilkens,91--92,CLE,17,0.483,38.5,79.8,0.345,3.0,8.7,0.828,23.5,28.4,41.1,11.9,29.2,26.4,7.4,6.1,13.5,20.4,103.6,9,8,0.529
Lenny Wilkens,89--90,CLE,5,0.517,40.2,77.8,0.314,2.2,7.0,0.7759999999999999,24.2,31.2,40.8,9.2,31.6,27.4,6.6,4.6,12.8,22.2,106.8,2,3,0.4
Lenny Wilkens,88--89,CLE,5,0.469,36.4,77.6,0.333,2.2,6.6,0.716,22.2,31.0,40.2,12.4,27.8,23.0,7.6,7.4,15.2,21.0,97.2,2,3,0.4
Lenny Wilkens,87--88,CLE,5,0.496,40.0,80.6,0.208,1.0,4.8,0.735,19.4,26.4,40.4,12.0,28.4,23.8,5.8,6.4,15.6,19.4,100.4,2,3,0.4
Lenny Wilkens,83--84,SEA,5,,,,,,,,,,,,,,,,,,,2,3,0.4
Lenny Wilkens,82--83,SEA,2,,,,,,,,,,,,,,,,,,,0,2,0.0
Lenny Wilkens,81--82,SEA,8,,,,,,,,,,,,,,,,,,,3,5,0.375
Lenny Wilkens,79--80,SEA,15,,,,,,,,,,,,,,,,,,,7,8,0.467
Lenny Wilkens,78--79,SEA,17,,,,,,,,,,,,,,,,,,,12,5,0.706
Lenny Wilkens,77--78,SEA,22,,,,,,,,,,,,,,,,,,,13,9,0.591
Monty Williams,14--15,NOH,4,0.451,38.0,84.3,0.321,6.8,21.0,0.809,18.0,22.3,42.3,11.0,31.3,23.3,7.5,5.8,13.0,23.5,100.8,0,4,0.0
Monty Williams,10--11,NOH,6,0.457,32.8,71.8,0.321,4.5,14.0,0.742,19.2,25.8,33.5,7.7,25.8,20.2,7.2,3.0,12.3,23.7,89.3,2,4,0.33299999999999996
Randy Wittman,14--15,WAS,10,0.441,37.3,84.5,0.403,9.4,23.3,0.722,17.1,23.7,47.2,11.6,35.6,23.1,7.1,5.3,13.5,20.0,101.1,6,4,0.6
Randy Wittman,13--14,WAS,11,0.4320000000000001,34.5,79.7,0.335,5.6,16.8,0.696,15.8,22.7,44.9,11.7,33.2,19.5,7.5,5.6,12.3,22.3,90.4,6,5,0.545
Dave Wohl,85--86,NJN,3,0.465,39.3,84.7,0.118,0.7,5.7,0.752,26.3,35.0,39.7,15.3,24.3,22.0,9.3,4.0,17.0,32.7,105.7,0,3,0.0
Charles Wolf,62--63,CIN,12,,,,,,,,,,,,,,,,,,,6,6,0.5
Charles Wolf,61--62,CIN,4,,,,,,,,,,,,,,,,,,,1,3,0.25
Mike Woodson,12--13,NYK,12,0.41,33.3,81.0,0.343,8.0,23.3,0.782,14.1,18.0,39.5,10.6,28.9,15.1,8.8,4.3,10.9,23.8,88.6,6,6,0.5
Mike Woodson,11--12,NYK,5,0.417,30.6,73.4,0.275,5.0,18.2,0.7609999999999999,16.6,21.8,40.4,12.4,28.0,12.6,6.0,2.2,17.0,24.2,82.8,1,4,0.2
Mike Woodson,09--10,ATL,11,0.425,33.8,79.6,0.333,4.5,13.6,0.785,17.3,22.0,39.9,13.0,26.9,16.4,6.4,5.1,10.4,21.2,89.5,4,7,0.364
Mike Woodson,08--09,ATL,11,0.409,30.1,73.6,0.34700000000000003,6.1,17.5,0.7440000000000001,17.7,23.8,34.9,10.7,24.2,16.9,6.9,3.4,11.2,21.4,84.0,4,7,0.364
Mike Woodson,07--08,ATL,7,0.411,29.3,71.3,0.322,4.0,12.4,0.782,24.6,31.4,38.3,11.6,26.7,17.4,4.3,5.7,15.0,20.1,87.1,3,4,0.429
Steve Kerr,16--17,GSW,17,0.494,42.9,87.0,0.386,12.7,32.9,0.815,20.7,25.4,45.8,9.3,36.5,28.2,8.7,6.2,13.6,21.8,119.3,16,1,0.941
Steve Kerr,15--16,GSW,24,0.455,38.9,85.6,0.394,12.8,32.4,0.735,17.1,23.3,43.2,10.5,32.7,24.3,8.0,5.5,13.6,22.0,107.7,15,9,0.625
Steve Kerr,14--15,GSW,21,0.453,38.2,84.2,0.374,11.4,30.5,0.6990000000000001,15.5,22.1,45.6,11.6,34.0,24.5,8.1,5.7,14.1,22.4,103.3,16,5,0.762
David Blatt,14--15,CLE,20,0.42,34.7,82.7,0.34,9.8,28.7,0.738,19.9,26.9,47.1,12.3,34.9,18.0,6.3,6.4,11.7,20.9,99.0,14,6,0.7
Quin Snyder,16--17,UTA,11,0.455,35.6,78.4,0.365,9.5,25.9,0.732,17.1,23.4,39.1,6.7,32.4,19.7,7.4,3.3,10.8,21.1,97.8,4,7,0.364
Fred Hoiberg,16--17,CHI,6,0.441,36.3,82.3,0.3,7.0,23.3,0.8490000000000001,16.8,19.8,46.5,12.3,34.2,20.0,7.2,5.3,14.0,18.3,96.5,2,4,0.33299999999999996
Billy Donovan,16--17,OKC,5,0.442,38.6,87.4,0.311,8.4,27.0,0.6890000000000001,18.6,27.0,43.6,12.2,31.4,19.8,8.4,8.8,12.6,22.2,104.2,1,4,0.2
Billy Donovan,15--16,OKC,18,0.452,38.2,84.5,0.333,8.3,24.9,0.7859999999999999,21.7,27.6,46.9,12.5,34.4,20.5,7.7,5.4,13.4,20.3,106.4,11,7,0.611
 Bickerstaff,15--16,HOU,5,0.386,33.0,85.6,0.268,7.6,28.4,0.642,17.6,27.4,47.4,14.4,33.0,18.0,8.4,4.2,18.8,25.6,91.2,1,4,0.2
Tyronn Lue,16--17,CLE,18,0.493,40.9,83.1,0.42,14.2,33.9,0.767,20.1,26.2,42.1,9.2,32.9,22.1,7.4,4.8,12.8,18.8,116.2,13,5,0.722
Tyronn Lue,15--16,CLE,21,0.469,38.3,81.8,0.406,12.3,30.2,0.725,15.8,21.8,43.3,10.7,32.6,21.2,7.8,4.2,11.6,19.6,104.8,16,5,0.762
David Fizdale,16--17,MEM,6,0.449,34.7,77.2,0.386,9.3,24.2,0.8690000000000001,17.7,20.3,35.5,7.7,27.8,18.8,5.2,2.7,10.5,22.2,96.3,2,4,0.33299999999999996
