姓名,赛季,球队,执教,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负,胜率
Mike Dunleavy,06--07,LAC,82,0.456,35.1,77.0,0.348,3.8,11.0,0.7879999999999999,21.6,27.4,41.1,10.8,30.3,21.5,7.3,5.8,14.4,22.7,95.6,40,42,0.488
Mike Dunleavy,05--06,LAC,82,0.465,36.5,78.6,0.344,3.5,10.3,0.7909999999999999,20.7,26.1,43.1,10.1,33.0,20.8,6.5,6.1,13.8,22.8,97.2,47,35,0.573
Mike Dunleavy,04--05,LAC,82,0.459,35.7,77.7,0.345,2.8,8.2,0.778,21.6,27.7,41.9,12.0,29.9,23.2,7.3,5.1,14.8,22.2,95.7,37,45,0.451
Mike Dunleavy,03--04,LAC,82,0.428,34.4,80.2,0.321,4.0,12.5,0.785,22.0,28.1,43.5,14.0,29.5,20.2,7.2,4.6,15.6,22.1,94.8,28,54,0.341
Mike Dunleavy,00--01,POR,82,0.468,36.6,78.3,0.349,4.5,12.9,0.762,17.6,23.2,42.0,11.7,30.3,23.9,8.2,5.1,14.8,21.3,95.4,50,32,0.61
Mike Dunleavy,99--00,POR,82,0.47,36.8,78.4,0.361,5.0,13.8,0.76,18.8,24.7,43.0,11.8,31.2,23.5,7.7,4.8,14.6,22.7,97.5,59,23,0.72
Mike Dunleavy,98--99,POR,50,0.442,34.9,79.1,0.364,4.9,13.5,0.743,20.0,27.0,44.3,12.9,31.4,21.5,8.2,5.8,14.9,22.5,94.8,35,15,0.7
Mike Dunleavy,97--98,POR,82,0.451,35.2,78.0,0.309,4.0,12.8,0.737,20.0,27.1,44.0,13.2,30.8,21.5,7.1,5.7,16.2,22.7,94.3,46,36,0.561
Mike Dunleavy,95--96,MIL,82,0.467,37.0,79.1,0.338,4.4,12.9,0.738,17.2,23.3,38.3,11.9,26.4,21.4,7.1,3.7,15.1,23.7,95.6,25,57,0.305
Mike Dunleavy,94--95,MIL,82,0.459,36.9,80.3,0.366,6.0,16.5,0.7120000000000001,19.6,27.5,39.6,13.0,26.7,21.2,8.2,4.4,16.4,22.7,99.3,34,48,0.415
Mike Dunleavy,93--94,MIL,82,0.447,37.1,83.0,0.325,4.0,12.4,0.7020000000000001,18.7,26.6,40.0,13.7,26.3,23.7,9.8,5.0,15.8,22.2,96.9,20,62,0.244
Mike Dunleavy,92--93,MIL,82,0.472,39.9,84.4,0.333,3.8,11.4,0.742,18.8,25.4,38.6,12.8,25.8,25.4,10.5,4.8,16.1,24.1,102.3,28,54,0.341
Mike Dunleavy,91--92,LAL,82,0.456,38.8,85.1,0.267,1.5,5.4,0.7659999999999999,21.3,27.8,40.9,14.1,26.8,22.0,9.2,4.9,12.7,18.8,100.4,43,39,0.524
Mike Dunleavy,90--91,LAL,82,0.484,40.8,84.3,0.304,2.8,9.1,0.7979999999999999,22.0,27.6,42.9,13.1,29.8,25.5,7.8,4.7,14.1,18.6,106.3,58,24,0.7070000000000001
Charles Eckman,57--58,DET,25,,,,,,,,,,,,,,,,,,,9,16,0.36
Charles Eckman,56--57,FTW,72,,,,,,,,,,,,,,,,,,,34,38,0.47200000000000003
Charles Eckman,55--56,FTW,72,,,,,,,,,,,,,,,,,,,37,35,0.514
Charles Eckman,54--55,FTW,72,,,,,,,,,,,,,,,,,,,43,29,0.597
Johnny Egan,75--76,HOU,82,,,,,,,,,,,,,,,,,,,40,42,0.488
Johnny Egan,74--75,HOU,82,,,,,,,,,,,,,,,,,,,41,41,0.5
Johnny Egan,73--74,HOU,82,,,,,,,,,,,,,,,,,,,32,50,0.39
Johnny Egan,72--73,HOU,35,,,,,,,,,,,,,,,,,,,16,19,0.457
Mike Evans,01--02,DEN,56,0.429,35.2,82.1,0.33,4.8,14.4,0.738,16.4,22.2,41.0,13.0,28.0,22.2,7.7,5.4,14.6,22.9,91.5,18,38,0.321
Mike Farmer,66--67,BAL,9,,,,,,,,,,,,,,,,,,,1,8,0.111
Bob Feerick,62--63,SFW,80,,,,,,,,,,,,,,,,,,,31,49,0.38799999999999996
Bob Feerick,49--50,WSC,68,,,,,,,,,,,,,,,,,,,32,36,0.47100000000000003
Bill Fitch,97--98,LAC,82,0.438,35.7,81.6,0.358,6.4,17.9,0.723,18.0,25.0,40.4,12.7,27.8,18.7,7.6,5.6,15.2,22.3,95.9,17,65,0.207
Bill Fitch,96--97,LAC,82,0.446,36.5,81.7,0.354,5.8,16.3,0.731,18.5,25.3,40.7,13.3,27.3,20.3,8.9,5.4,15.3,24.0,97.2,36,46,0.439
Bill Fitch,95--96,LAC,82,0.472,38.1,80.7,0.37,6.2,16.8,0.7020000000000001,17.0,24.2,38.6,11.9,26.7,20.4,8.6,5.0,15.8,24.5,99.4,29,53,0.354
Bill Fitch,94--95,LAC,82,0.444,37.3,84.0,0.315,4.0,12.8,0.71,18.0,25.4,38.3,13.0,25.3,22.0,9.6,5.3,15.5,26.2,96.7,17,65,0.207
Bill Fitch,91--92,NJN,82,0.458,42.4,92.4,0.334,2.7,8.2,0.732,17.9,24.5,47.6,18.4,29.2,23.6,9.0,7.5,16.5,22.4,105.4,40,42,0.488
Bill Fitch,90--91,NJN,82,0.444,40.4,91.0,0.275,2.0,7.1,0.7390000000000001,20.2,27.4,45.7,17.1,28.6,21.7,9.1,7.3,16.9,23.8,102.9,26,56,0.317
Bill Fitch,89--90,NJN,82,0.426,38.5,90.4,0.277,1.7,6.2,0.746,21.4,28.7,45.0,16.6,28.3,18.0,9.4,5.9,15.9,23.8,100.1,17,65,0.207
Bill Fitch,87--88,HOU,82,0.471,42.3,89.7,0.237,0.8,3.5,0.78,23.6,30.3,46.0,15.1,30.9,23.6,8.7,6.1,16.4,22.7,109.0,46,36,0.561
Bill Fitch,86--87,HOU,82,0.477,42.3,88.6,0.275,1.1,4.0,0.741,21.3,28.7,44.7,14.5,30.2,27.2,8.0,6.7,16.5,24.1,106.9,42,40,0.512
Bill Fitch,85--86,HOU,82,0.49,45.8,93.5,0.276,1.0,3.8,0.731,21.7,29.6,45.7,16.0,29.7,28.2,9.1,6.6,16.5,24.4,114.4,51,31,0.622
Bill Fitch,84--85,HOU,82,,,,,,,,,,,,,,,,,,,48,34,0.585
Bill Fitch,83--84,HOU,82,,,,,,,,,,,,,,,,,,,29,53,0.354
Bill Fitch,82--83,BOS,82,,,,,,,,,,,,,,,,,,,56,26,0.6829999999999999
Bill Fitch,81--82,BOS,82,,,,,,,,,,,,,,,,,,,63,19,0.768
Bill Fitch,80--81,BOS,82,,,,,,,,,,,,,,,,,,,62,20,0.7559999999999999
Bill Fitch,79--80,BOS,82,,,,,,,,,,,,,,,,,,,61,21,0.7440000000000001
Bill Fitch,78--79,CLE,82,,,,,,,,,,,,,,,,,,,30,52,0.366
Bill Fitch,77--78,CLE,82,,,,,,,,,,,,,,,,,,,43,39,0.524
Bill Fitch,76--77,CLE,82,,,,,,,,,,,,,,,,,,,43,39,0.524
Bill Fitch,75--76,CLE,82,,,,,,,,,,,,,,,,,,,49,33,0.598
Bill Fitch,74--75,CLE,82,,,,,,,,,,,,,,,,,,,40,42,0.488
Bill Fitch,73--74,CLE,82,,,,,,,,,,,,,,,,,,,29,53,0.354
Bill Fitch,72--73,CLE,82,,,,,,,,,,,,,,,,,,,32,50,0.39
Bill Fitch,71--72,CLE,82,,,,,,,,,,,,,,,,,,,23,59,0.28
Bill Fitch,70--71,CLE,82,,,,,,,,,,,,,,,,,,,15,67,0.183
Cotton Fitzsimmons,96--97,PHO,8,0.41,34.3,83.6,0.248,4.0,16.1,0.7240000000000001,17.8,24.5,39.8,13.0,26.8,22.3,7.4,4.0,15.8,24.3,90.3,0,8,0.0
Cotton Fitzsimmons,95--96,PHO,49,0.481,39.3,81.6,0.333,2.9,8.6,0.777,22.8,29.4,43.1,12.4,30.7,24.7,7.8,4.5,13.9,21.0,104.3,27,22,0.551
Cotton Fitzsimmons,91--92,PHO,82,0.4920000000000001,43.3,88.0,0.381,2.8,7.3,0.7759999999999999,22.7,29.2,44.5,13.3,31.2,26.9,8.2,7.1,14.8,22.6,112.1,53,29,0.6459999999999999
Cotton Fitzsimmons,90--91,PHO,82,0.496,43.6,87.8,0.319,1.7,5.3,0.77,25.2,32.7,45.5,13.8,31.7,26.9,8.4,6.5,15.4,22.6,114.0,55,27,0.6709999999999999
Cotton Fitzsimmons,89--90,PHO,82,0.496,43.2,87.1,0.324,2.1,6.6,0.795,26.3,33.1,45.2,12.8,32.3,25.7,8.1,6.1,15.3,22.3,114.9,54,28,0.659
Cotton Fitzsimmons,88--89,PHO,82,0.498,45.8,92.0,0.349,2.0,5.9,0.7909999999999999,25.0,31.6,45.3,13.4,31.9,27.8,8.5,5.1,15.3,23.6,118.6,55,27,0.6709999999999999
Cotton Fitzsimmons,85--86,SAS,82,0.506,43.9,86.6,0.234,0.6,2.4,0.746,23.0,30.8,42.5,13.1,29.4,27.5,9.8,4.8,19.5,25.7,111.2,35,47,0.42700000000000005
Cotton Fitzsimmons,84--85,SAS,82,,,,,,,,,,,,,,,,,,,41,41,0.5
Cotton Fitzsimmons,83--84,KCK,82,,,,,,,,,,,,,,,,,,,38,44,0.46299999999999997
Cotton Fitzsimmons,82--83,KCK,82,,,,,,,,,,,,,,,,,,,45,37,0.5489999999999999
Cotton Fitzsimmons,81--82,KCK,82,,,,,,,,,,,,,,,,,,,30,52,0.366
Cotton Fitzsimmons,80--81,KCK,82,,,,,,,,,,,,,,,,,,,40,42,0.488
Cotton Fitzsimmons,79--80,KCK,82,,,,,,,,,,,,,,,,,,,47,35,0.573
Cotton Fitzsimmons,78--79,KCK,82,,,,,,,,,,,,,,,,,,,48,34,0.585
Cotton Fitzsimmons,77--78,BUF,82,,,,,,,,,,,,,,,,,,,27,55,0.32899999999999996
Cotton Fitzsimmons,75--76,ATL,74,,,,,,,,,,,,,,,,,,,28,46,0.37799999999999995
Cotton Fitzsimmons,74--75,ATL,82,,,,,,,,,,,,,,,,,,,31,51,0.37799999999999995
Cotton Fitzsimmons,73--74,ATL,82,,,,,,,,,,,,,,,,,,,35,47,0.42700000000000005
Cotton Fitzsimmons,72--73,ATL,82,,,,,,,,,,,,,,,,,,,46,36,0.561
Cotton Fitzsimmons,71--72,PHO,82,,,,,,,,,,,,,,,,,,,49,33,0.598
Cotton Fitzsimmons,70--71,PHO,82,,,,,,,,,,,,,,,,,,,48,34,0.585
Tim Floyd,03--04,NOH,82,0.42,33.8,80.5,0.319,6.5,20.3,0.7509999999999999,17.7,23.6,42.8,13.3,29.5,20.9,8.6,4.2,14.1,20.9,91.8,41,41,0.5
Tim Floyd,01--02,CHI,25,0.413,31.8,77.1,0.28600000000000003,2.6,9.0,0.7,16.9,24.2,39.7,10.6,29.1,21.9,7.8,3.8,14.3,19.7,83.2,4,21,0.16
Tim Floyd,00--01,CHI,82,0.424,33.2,78.2,0.34600000000000003,4.0,11.6,0.7390000000000001,17.2,23.3,38.9,11.3,27.6,22.1,8.2,4.6,14.6,23.2,87.6,15,67,0.183
Tim Floyd,99--00,CHI,82,0.415,31.3,75.4,0.329,4.1,12.6,0.7090000000000001,18.1,25.5,40.9,12.6,28.3,20.1,7.9,4.7,17.5,23.3,84.8,17,65,0.207
Tim Floyd,98--99,CHI,50,0.401,30.8,76.7,0.289,3.5,12.2,0.7090000000000001,16.8,23.7,39.3,11.5,27.9,20.3,8.7,3.4,14.6,22.2,81.9,13,37,0.26
Chris Ford,03--04,PHI,30,0.429,32.7,76.3,0.334,3.9,11.7,0.7559999999999999,17.5,23.1,40.6,11.3,29.3,20.3,7.2,4.9,14.8,20.9,86.8,12,18,0.4
Chris Ford,99--00,LAC,45,0.426,34.8,81.7,0.328,5.0,15.2,0.733,16.9,23.1,41.4,10.8,30.6,17.4,6.7,6.5,15.9,21.8,91.4,11,34,0.244
Chris Ford,98--99,LAC,50,0.4270000000000001,34.2,80.1,0.32,4.3,13.4,0.721,17.7,24.5,39.2,13.3,25.9,16.4,8.5,4.7,15.2,24.5,90.4,9,41,0.18
Chris Ford,97--98,MIL,82,0.456,35.6,78.0,0.354,3.0,8.6,0.767,20.3,26.4,39.9,12.6,27.3,20.1,8.9,4.4,16.2,23.4,94.5,36,46,0.439
Chris Ford,96--97,MIL,82,0.471,36.2,76.9,0.35200000000000004,4.0,11.2,0.741,19.0,25.7,39.2,11.6,27.6,19.6,7.7,4.2,15.1,23.1,95.3,33,49,0.402
Chris Ford,94--95,BOS,82,0.464,38.8,83.5,0.368,4.4,12.0,0.753,20.8,27.7,42.4,14.1,28.3,21.7,7.5,4.4,15.5,24.1,102.8,35,47,0.42700000000000005
Chris Ford,93--94,BOS,82,0.472,40.6,86.1,0.289,1.7,5.8,0.73,17.8,24.4,41.7,12.6,29.0,23.5,8.2,5.4,14.5,22.5,100.8,32,50,0.39
Chris Ford,92--93,BOS,82,0.487,42.1,86.5,0.287,1.3,4.7,0.777,18.1,23.3,42.8,13.1,29.7,24.4,7.9,5.5,13.8,22.7,103.7,48,34,0.585
Chris Ford,91--92,BOS,82,0.4920000000000001,43.2,87.8,0.306,1.3,4.4,0.8079999999999999,18.9,23.4,44.9,13.4,31.5,25.3,7.8,5.9,13.9,20.6,106.6,51,31,0.622
Chris Ford,90--91,BOS,82,0.512,45.1,88.0,0.315,1.3,4.2,0.8240000000000001,20.1,24.4,46.2,13.3,32.9,26.3,8.2,6.9,16.0,20.7,111.5,56,26,0.6829999999999999
Lawrence Frank,12--13,DET,82,0.449,36.3,81.0,0.35600000000000004,6.3,17.6,0.6990000000000001,15.9,22.8,42.1,12.1,30.0,21.2,7.0,4.9,14.6,19.8,94.9,29,53,0.354
Lawrence Frank,11--12,DET,66,0.438,34.7,79.3,0.34600000000000003,4.8,13.9,0.752,16.6,22.1,40.3,11.7,28.5,18.7,7.0,4.2,14.6,19.6,90.9,25,41,0.379
Lawrence Frank,09--10,NJN,16,0.403,32.3,80.1,0.261,3.3,12.4,0.779,17.9,22.9,41.9,11.5,30.4,15.3,6.8,5.5,15.3,21.6,85.6,0,16,0.0
Lawrence Frank,08--09,NJN,82,0.448,35.7,79.7,0.376,8.0,21.2,0.779,18.8,24.1,39.8,10.4,29.5,20.0,6.8,4.8,12.4,22.4,98.1,34,48,0.415
Lawrence Frank,07--08,NJN,82,0.443,34.8,78.7,0.348,6.1,17.4,0.736,20.1,27.3,41.9,11.1,30.7,23.5,6.4,4.8,14.4,22.6,95.8,34,48,0.415
Lawrence Frank,06--07,NJN,82,0.457,35.5,77.8,0.363,7.4,20.4,0.727,19.1,26.3,40.8,10.0,30.8,23.9,6.1,3.3,14.1,22.8,97.6,41,41,0.5
Lawrence Frank,05--06,NJN,82,0.44,33.9,77.0,0.33,5.8,17.6,0.758,20.2,26.7,41.0,10.0,31.0,23.0,6.8,3.4,13.0,23.2,93.8,49,33,0.598
Lawrence Frank,04--05,NJN,82,0.429,33.6,78.3,0.362,5.3,14.7,0.763,19.0,24.9,39.5,10.4,29.1,21.6,7.9,3.8,13.4,24.2,91.4,42,40,0.512
Lawrence Frank,03--04,NJN,40,0.452,35.0,77.4,0.34,4.9,14.3,0.7509999999999999,16.9,22.5,41.5,10.7,30.9,24.9,8.3,3.8,13.7,21.5,91.8,25,15,0.625
Mike Fratello,06--07,MEM,30,0.439,33.3,75.8,0.362,5.9,16.4,0.772,22.1,28.6,37.6,10.5,27.1,18.0,7.3,4.2,15.0,22.9,94.5,6,24,0.2
Mike Fratello,05--06,MEM,82,0.448,33.5,74.7,0.374,7.2,19.2,0.711,18.0,25.3,39.2,10.2,29.0,19.3,7.3,5.4,12.9,21.4,92.2,49,33,0.598
Mike Fratello,04--05,MEM,66,0.45,34.2,76.0,0.359,6.8,18.9,0.755,18.2,24.2,38.4,10.3,28.1,20.8,8.6,5.8,13.7,22.7,93.4,40,26,0.606
Mike Fratello,98--99,CLE,50,0.439,31.2,71.2,0.341,3.6,10.7,0.7490000000000001,20.3,27.1,35.8,9.4,26.3,21.9,9.0,4.1,14.8,24.2,86.4,22,28,0.44
Mike Fratello,97--98,CLE,82,0.454,34.4,75.7,0.3720000000000001,3.6,9.8,0.7559999999999999,20.2,26.7,40.1,11.6,28.4,23.1,9.9,5.1,16.6,23.6,92.5,47,35,0.573
Mike Fratello,96--97,CLE,82,0.453,33.0,72.8,0.376,5.9,15.7,0.723,15.6,21.6,37.4,11.1,26.3,20.9,8.0,3.8,13.6,23.0,87.5,42,40,0.512
Mike Fratello,95--96,CLE,82,0.46,33.7,73.1,0.377,7.3,19.3,0.763,16.5,21.6,35.6,10.6,25.1,22.2,8.2,4.1,12.0,20.5,91.1,47,35,0.573
Mike Fratello,94--95,CLE,82,0.441,33.6,76.3,0.385,4.9,12.6,0.76,18.4,24.2,40.0,12.7,27.3,20.4,7.7,4.3,13.3,20.7,90.5,43,39,0.524
Mike Fratello,93--94,CLE,82,0.465,38.2,82.1,0.362,3.6,9.9,0.77,21.2,27.5,42.0,13.3,28.7,25.0,8.6,5.2,13.4,20.7,101.2,47,35,0.573
Mike Fratello,89--90,ATL,82,0.487,41.7,85.6,0.302,1.5,5.0,0.764,23.7,31.0,42.2,15.5,26.7,22.2,8.7,4.3,15.1,22.8,108.5,41,41,0.5
Mike Fratello,88--89,ATL,82,0.472,41.6,88.2,0.277,1.3,4.8,0.8,26.4,33.0,45.0,16.7,28.2,24.3,10.0,5.8,15.6,22.9,111.0,52,30,0.634
Mike Fratello,87--88,ATL,82,0.485,42.0,86.6,0.301,1.0,3.4,0.767,22.8,29.8,44.0,15.0,29.0,25.1,7.7,6.5,14.7,25.0,107.9,50,32,0.61
Mike Fratello,86--87,ATL,82,0.481,41.9,87.1,0.318,1.6,5.2,0.759,24.6,32.5,46.6,16.5,30.1,25.4,8.5,6.2,15.4,26.2,110.0,57,25,0.695
Mike Fratello,85--86,ATL,82,0.491,42.0,85.7,0.199,0.4,2.0,0.732,24.1,33.0,44.6,15.2,29.4,24.7,9.0,5.3,17.5,26.5,108.6,50,32,0.61
Mike Fratello,84--85,ATL,82,,,,,,,,,,,,,,,,,,,34,48,0.415
Mike Fratello,83--84,ATL,82,,,,,,,,,,,,,,,,,,,40,42,0.488
Mike Fratello,80--81,ATL,3,,,,,,,,,,,,,,,,,,,0,3,0.0
Harry Gallatin,65--66,NYK,21,,,,,,,,,,,,,,,,,,,6,15,0.28600000000000003
Harry Gallatin,64--65,NYK,42,,,,,,,,,,,,,,,,,,,19,23,0.452
Harry Gallatin,64--65,STL,33,,,,,,,,,,,,,,,,,,,17,16,0.515
Harry Gallatin,63--64,STL,80,,,,,,,,,,,,,,,,,,,46,34,0.575
Harry Gallatin,62--63,STL,80,,,,,,,,,,,,,,,,,,,48,32,0.6
Alvin Gentry,16--17,NOH,82,0.45,39.1,87.0,0.35,9.4,26.8,0.75,16.7,22.3,43.8,8.7,35.1,22.8,7.8,5.6,12.3,18.2,104.3,34,48,0.415
Alvin Gentry,15--16,NOH,82,0.448,38.5,85.9,0.36,8.6,23.8,0.7759999999999999,17.3,22.2,42.6,9.5,33.1,22.2,7.7,4.2,13.0,20.9,102.7,30,52,0.366
Alvin Gentry,12--13,PHO,41,0.443,37.4,84.4,0.332,6.0,18.1,0.743,14.5,19.5,40.7,11.5,29.2,21.8,7.8,5.8,13.6,20.6,95.4,13,28,0.317
Alvin Gentry,11--12,PHO,66,0.458,37.8,82.5,0.343,6.7,19.6,0.757,16.0,21.2,41.7,10.9,30.8,22.5,6.5,5.5,13.5,18.7,98.4,33,33,0.5
Alvin Gentry,10--11,PHO,82,0.47,39.3,83.5,0.377,8.5,22.6,0.759,18.0,23.6,40.2,10.0,30.2,23.7,6.6,4.4,13.6,20.3,105.0,40,42,0.488
Alvin Gentry,09--10,PHO,82,0.4920000000000001,40.7,82.8,0.412,8.9,21.6,0.77,19.9,25.8,43.0,11.1,31.9,23.3,5.8,5.1,14.1,20.9,110.2,54,28,0.659
Alvin Gentry,08--09,PHO,31,0.518,45.3,87.3,0.386,7.5,19.5,0.7170000000000001,19.7,27.5,41.9,12.7,29.2,25.4,8.5,5.4,14.5,21.0,117.7,18,13,0.581
Alvin Gentry,02--03,LAC,58,0.434,33.8,77.9,0.317,4.6,14.4,0.755,20.6,27.2,42.2,11.9,30.3,19.6,6.7,6.0,15.6,21.7,92.8,19,39,0.32799999999999996
Alvin Gentry,01--02,LAC,82,0.446,36.2,81.3,0.35600000000000004,5.0,14.0,0.7390000000000001,18.3,24.7,43.4,13.2,30.2,20.9,6.2,6.6,14.0,19.8,95.7,39,43,0.47600000000000003
Alvin Gentry,00--01,LAC,82,0.448,35.3,78.9,0.339,4.4,13.0,0.693,17.4,25.1,42.9,11.7,31.2,19.3,6.0,6.3,14.8,21.6,92.5,31,51,0.37799999999999995
Alvin Gentry,99--00,DET,58,0.454,37.0,81.4,0.355,5.3,14.8,0.7809999999999999,24.2,31.0,41.0,10.9,30.1,20.8,8.1,3.3,15.5,23.8,103.4,28,30,0.483
Alvin Gentry,98--99,DET,50,0.447,33.2,74.3,0.365,5.0,13.6,0.74,19.0,25.7,40.3,12.1,28.2,20.2,8.9,4.2,14.8,22.8,90.4,29,21,0.58
Alvin Gentry,97--98,DET,37,0.467,36.0,77.0,0.338,4.5,13.3,0.748,20.8,27.8,39.7,12.3,27.4,20.1,7.9,3.7,13.9,21.2,97.2,16,21,0.43200000000000005
Alvin Gentry,94--95,MIA,36,0.451,37.2,82.5,0.35700000000000004,5.6,15.6,0.7390000000000001,19.3,26.1,42.3,14.1,28.2,20.2,8.1,3.8,14.6,23.7,99.3,15,21,0.41700000000000004
Edward Gottlieb,54--55,PHW,72,,,,,,,,,,,,,,,,,,,33,39,0.45799999999999996
Edward Gottlieb,53--54,PHW,72,,,,,,,,,,,,,,,,,,,29,43,0.40299999999999997
Edward Gottlieb,52--53,PHW,69,,,,,,,,,,,,,,,,,,,12,57,0.174
Edward Gottlieb,51--52,PHW,66,,,,,,,,,,,,,,,,,,,33,33,0.5
Edward Gottlieb,50--51,PHW,66,,,,,,,,,,,,,,,,,,,40,26,0.606
Edward Gottlieb,49--50,PHW,68,,,,,,,,,,,,,,,,,,,26,42,0.382
Ed Gregory,87--88,GSW,18,0.471,42.5,90.3,0.31,1.7,5.6,0.7709999999999999,21.2,27.4,41.1,14.5,26.6,24.8,9.1,3.3,17.8,25.9,107.9,4,14,0.222
Richie Guerin,71--72,ATL,82,,,,,,,,,,,,,,,,,,,36,46,0.439
Richie Guerin,70--71,ATL,82,,,,,,,,,,,,,,,,,,,36,46,0.439
Richie Guerin,69--70,ATL,82,,,,,,,,,,,,,,,,,,,48,34,0.585
Richie Guerin,68--69,ATL,82,,,,,,,,,,,,,,,,,,,48,34,0.585
Richie Guerin,67--68,STL,82,,,,,,,,,,,,,,,,,,,56,26,0.6829999999999999
Richie Guerin,66--67,STL,81,,,,,,,,,,,,,,,,,,,39,42,0.48100000000000004
Richie Guerin,65--66,STL,80,,,,,,,,,,,,,,,,,,,36,44,0.45
Richie Guerin,64--65,STL,47,,,,,,,,,,,,,,,,,,,28,19,0.596
Matt Guokas,92--93,ORL,82,0.486,39.7,81.8,0.35700000000000004,3.9,10.8,0.73,22.2,30.4,44.0,12.7,31.3,23.8,6.6,5.7,16.9,23.5,105.5,41,41,0.5
Matt Guokas,91--92,ORL,82,0.453,39.3,86.6,0.324,2.4,7.4,0.746,20.6,27.7,42.7,14.3,28.4,21.9,7.8,4.5,16.5,24.1,101.6,21,61,0.256
Matt Guokas,90--91,ORL,82,0.455,40.2,88.5,0.358,3.3,9.2,0.743,22.2,29.8,44.7,15.0,29.6,22.1,7.3,3.7,16.4,24.1,105.9,31,51,0.37799999999999995
Matt Guokas,89--90,ORL,82,0.459,42.2,91.8,0.295,1.4,4.8,0.7559999999999999,25.1,33.2,46.0,15.9,30.1,24.3,7.5,3.6,16.9,24.1,110.9,18,64,0.22
Matt Guokas,87--88,PHI,43,0.472,39.3,83.2,0.338,1.8,5.4,0.758,24.9,32.8,44.1,15.0,29.1,23.1,8.6,6.3,17.4,23.4,105.4,20,23,0.465
Matt Guokas,86--87,PHI,82,0.491,40.7,82.8,0.259,1.1,4.1,0.753,24.0,31.9,42.7,14.4,28.4,23.7,9.4,6.6,18.0,21.6,106.5,45,37,0.5489999999999999
Matt Guokas,85--86,PHI,82,0.487,41.9,86.1,0.231,0.6,2.7,0.758,26.0,34.3,45.2,16.2,29.0,24.5,10.5,6.0,19.0,21.9,110.4,54,28,0.659
Frank Hamblen,04--05,LAL,39,0.436,36.0,82.6,0.35100000000000003,7.6,21.8,0.7829999999999999,19.9,25.4,41.9,12.9,29.1,21.0,6.8,3.4,13.4,22.7,99.5,10,29,0.256
Frank Hamblen,91--92,MIL,65,0.452,39.9,88.3,0.364,4.7,12.9,0.755,18.8,25.0,42.4,16.0,26.4,24.0,10.4,3.8,15.3,22.5,103.3,23,42,0.354
Leonard Hamilton,00--01,WAS,82,0.439,34.5,78.7,0.324,3.4,10.3,0.759,20.8,27.4,41.3,12.4,28.9,20.1,7.7,4.7,16.1,23.3,93.2,19,63,0.23199999999999998
Alex Hannum,70--71,SDR,82,,,,,,,,,,,,,,,,,,,40,42,0.488
Alex Hannum,69--70,SDR,56,,,,,,,,,,,,,,,,,,,18,38,0.321
Alex Hannum,67--68,PHI,82,,,,,,,,,,,,,,,,,,,62,20,0.7559999999999999
Alex Hannum,66--67,PHI,81,,,,,,,,,,,,,,,,,,,68,13,0.84
Alex Hannum,65--66,SFW,80,,,,,,,,,,,,,,,,,,,35,45,0.43799999999999994
Alex Hannum,64--65,SFW,80,,,,,,,,,,,,,,,,,,,17,63,0.213
Alex Hannum,63--64,SFW,80,,,,,,,,,,,,,,,,,,,48,32,0.6
Alex Hannum,62--63,SYR,80,,,,,,,,,,,,,,,,,,,48,32,0.6
Alex Hannum,61--62,SYR,80,,,,,,,,,,,,,,,,,,,41,39,0.513
Alex Hannum,60--61,SYR,79,,,,,,,,,,,,,,,,,,,38,41,0.48100000000000004
Alex Hannum,57--58,STL,72,,,,,,,,,,,,,,,,,,,41,31,0.569
Alex Hannum,56--57,STL,31,,,,,,,,,,,,,,,,,,,15,16,0.484
Bill Hanzlik,97--98,DEN,82,0.417,32.6,78.2,0.32299999999999995,3.5,10.9,0.772,20.2,26.2,39.0,12.7,26.3,18.9,8.1,4.8,14.8,23.6,89.0,11,71,0.134
Del Harris,98--99,LAL,12,0.44,35.8,81.2,0.311,4.3,13.9,0.688,20.4,29.7,45.5,14.3,31.2,22.2,7.6,8.8,14.7,25.8,96.3,6,6,0.5
Del Harris,97--98,LAL,82,0.481,38.4,79.7,0.35100000000000003,6.1,17.3,0.679,22.7,33.5,43.3,13.2,30.1,24.5,9.0,6.8,15.0,22.7,105.5,61,21,0.7440000000000001
Del Harris,96--97,LAL,82,0.454,36.8,81.0,0.3670000000000001,6.7,18.3,0.6920000000000001,19.7,28.4,42.8,13.3,29.4,22.5,9.0,7.0,14.4,22.2,100.0,56,26,0.6829999999999999
Del Harris,95--96,LAL,82,0.48,39.2,81.8,0.35100000000000003,5.8,16.6,0.746,18.6,25.0,40.2,12.1,28.1,25.4,8.8,6.3,13.8,20.8,102.9,53,29,0.6459999999999999
Del Harris,94--95,LAL,82,0.463,40.0,86.4,0.35200000000000004,6.4,18.2,0.735,18.6,25.3,42.0,13.7,28.2,25.3,9.1,6.9,14.7,23.6,105.1,48,34,0.585
Del Harris,91--92,MIL,17,0.493,42.9,86.9,0.398,3.9,9.8,0.769,21.8,28.3,42.0,15.2,26.8,26.9,11.0,3.9,18.3,25.8,111.4,8,9,0.47100000000000003
