姓名,赛季,球队,出手距离,篮下命中率,篮下命中,篮下出手,篮下占比,近距两分,近距命中,近距出手,近距占比,中距两分,中距命中,中距出手,中距占比,远距两分,远距命中,远距出手,远距占比,真实命中率,投篮效率
Adrian Caldwell,96--97,NJN,,,,,,,,,,,,,,,,,,0.341,0.28600000000000003
Adrian Caldwell,96--97,PHI,,,,,,,,,,,,,,,,,,0.503,0.526
Adrian Caldwell,95--96,IND,,,,,,,,,,,,,,,,,,0.556,0.5539999999999999
Adrian Caldwell,94--95,HOU,,,,,,,,,,,,,,,,,,0.377,0.25
Adrian Caldwell,90--91,HOU,,,,,,,,,,,,,,,,,,0.426,0.422
Adrian Caldwell,89--90,HOU,,,,,,,,,,,,,,,,,,0.5489999999999999,0.5529999999999999
Jose Calderon,16--17,TOT,18.3,0.737,0.3,0.5,0.142,0.0,0.0,0.1,0.022,0.308,0.1,0.3,0.097,0.486,0.4,0.9,0.261,0.506,0.485
Jose Calderon,16--17,ATL,17.9,0.727,0.5,0.6,0.193,,,,0.0,0.0,0.0,0.1,0.018000000000000002,0.467,0.4,0.9,0.263,0.504,0.474
Jose Calderon,16--17,LAL,18.5,0.75,0.3,0.3,0.104,0.0,0.0,0.1,0.039,0.333,0.2,0.5,0.156,0.5,0.4,0.8,0.26,0.508,0.494
Jose Calderon,15--16,NYK,18.4,0.644,0.4,0.6,0.099,0.5379999999999999,0.1,0.2,0.029,0.404,0.3,0.7,0.114,0.479,0.9,2.0,0.312,0.5710000000000001,0.552
Jose Calderon,14--15,NYK,18.9,0.611,0.5,0.9,0.102,0.333,0.1,0.2,0.025,0.333,0.3,0.9,0.102,0.389,1.2,3.1,0.37,0.519,0.499
Jose Calderon,13--14,DAL,20.3,0.652,0.6,0.8,0.092,0.263,0.1,0.2,0.025,0.421,0.2,0.5,0.051,0.426,1.0,2.4,0.263,0.596,0.584
Jose Calderon,12--13,TOT,19.4,0.7140000000000001,0.7,1.0,0.11,0.083,0.0,0.2,0.019,0.5,0.3,0.7,0.079,0.48,1.5,3.0,0.348,0.616,0.594
Jose Calderon,12--13,DET,18.2,0.7859999999999999,1.2,1.5,0.177,0.0,0.0,0.1,0.008,0.412,0.3,0.6,0.07200000000000001,0.436,1.2,2.8,0.329,0.654,0.635
Jose Calderon,12--13,TOR,20.1,0.607,0.4,0.6,0.07,0.1,0.0,0.2,0.025,0.545,0.4,0.7,0.083,0.503,1.6,3.2,0.359,0.594,0.569
Jose Calderon,11--12,TOR,18.5,0.725,0.7,1.0,0.107,0.438,0.1,0.3,0.034,0.439,0.3,0.8,0.086,0.462,1.8,4.0,0.44,0.547,0.519
Jose Calderon,10--11,TOR,16.1,0.61,1.1,1.8,0.206,0.348,0.1,0.3,0.039,0.426,0.3,0.8,0.091,0.413,1.5,3.5,0.403,0.522,0.487
Jose Calderon,09--10,TOR,15.7,0.6579999999999999,1.4,2.1,0.257,0.35700000000000004,0.1,0.2,0.025,0.513,0.3,0.6,0.069,0.429,1.3,2.9,0.349,0.569,0.542
Jose Calderon,08--09,TOR,17.0,0.752,1.4,1.8,0.194,0.16699999999999998,0.0,0.1,0.009000000000000001,0.457,0.2,0.5,0.054000000000000006,0.46,1.9,4.1,0.429,0.613,0.561
Jose Calderon,07--08,TOR,16.0,0.667,1.4,2.1,0.238,0.5,0.0,0.1,0.011,0.375,0.2,0.5,0.057,0.511,1.9,3.7,0.434,0.607,0.575
Jose Calderon,06--07,TOR,12.0,0.635,1.7,2.6,0.402,0.667,0.1,0.2,0.03,0.407,0.1,0.3,0.053,0.476,1.1,2.4,0.366,0.588,0.546
Jose Calderon,05--06,TOR,11.6,0.536,1.0,2.0,0.401,0.353,0.1,0.3,0.054000000000000006,0.185,0.1,0.4,0.087,0.47,0.7,1.6,0.321,0.495,0.434
Gerry Calabrese,51--52,SYR,,,,,,,,,,,,,,,,,,0.402,0.342
Gerry Calabrese,50--51,SYR,,,,,,,,,,,,,,,,,,0.426,0.353
Michael Cage,99--00,NJN,,,,,,,,,,,,,,,,,,0.5329999999999999,0.5
Michael Cage,97--98,NJN,,,,,,,,,,,,,,,,,,0.531,0.512
Michael Cage,96--97,PHI,,,,,,,,,,,,,,,,,,0.475,0.468
Michael Cage,95--96,CLE,,,,,,,,,,,,,,,,,,0.561,0.556
Michael Cage,94--95,CLE,,,,,,,,,,,,,,,,,,0.537,0.521
Michael Cage,93--94,SEA,,,,,,,,,,,,,,,,,,0.545,0.545
Michael Cage,92--93,SEA,,,,,,,,,,,,,,,,,,0.527,0.526
Michael Cage,91--92,SEA,,,,,,,,,,,,,,,,,,0.583,0.5660000000000001
Michael Cage,90--91,SEA,,,,,,,,,,,,,,,,,,0.528,0.508
Michael Cage,89--90,SEA,,,,,,,,,,,,,,,,,,0.54,0.504
Michael Cage,88--89,SEA,,,,,,,,,,,,,,,,,,0.5529999999999999,0.498
Michael Cage,87--88,LAC,,,,,,,,,,,,,,,,,,0.537,0.47
Michael Cage,86--87,LAC,,,,,,,,,,,,,,,,,,0.579,0.521
Michael Cage,85--86,LAC,,,,,,,,,,,,,,,,,,0.518,0.479
Michael Cage,84--85,LAC,,,,,,,,,,,,,,,,,,0.5820000000000001,0.5429999999999999
Jason Caffey,02--03,MIL,5.5,0.5920000000000001,1.4,2.4,0.484,0.375,0.5,1.3,0.258,0.31,0.3,0.8,0.16899999999999998,0.227,0.1,0.4,0.08900000000000001,0.501,0.456
Jason Caffey,01--02,MIL,6.4,0.5670000000000001,0.7,1.3,0.417,0.353,0.3,0.7,0.236,0.619,0.6,0.9,0.292,0.0,0.0,0.1,0.042,0.544,0.5
Jason Caffey,00--01,MIL,4.6,0.5710000000000001,1.6,2.8,0.54,0.365,0.4,1.2,0.232,0.434,0.5,1.1,0.207,0.25,0.0,0.1,0.022,0.544,0.488
Jason Caffey,99--00,GSW,,,,,,,,,,,,,,,,,,0.515,0.479
Jason Caffey,98--99,GSW,,,,,,,,,,,,,,,,,,0.481,0.444
Jason Caffey,97--98,TOT,,,,,,,,,,,,,,,,,,0.526,0.485
Jason Caffey,97--98,CHI,,,,,,,,,,,,,,,,,,0.5479999999999999,0.503
Jason Caffey,97--98,GSW,,,,,,,,,,,,,,,,,,0.509,0.472
Jason Caffey,96--97,CHI,,,,,,,,,,,,,,,,,,0.574,0.532
Jason Caffey,95--96,CHI,,,,,,,,,,,,,,,,,,0.474,0.438
Barney Cable,63--64,BAL,,,,,,,,,,,,,,,,,,0.421,0.398
Barney Cable,62--63,TOT,,,,,,,,,,,,,,,,,,0.483,0.454
Barney Cable,62--63,CHZ,,,,,,,,,,,,,,,,,,0.429,0.399
Barney Cable,62--63,STL,,,,,,,,,,,,,,,,,,0.523,0.493
Barney Cable,61--62,TOT,,,,,,,,,,,,,,,,,,0.439,0.407
Barney Cable,61--62,CHP,,,,,,,,,,,,,,,,,,0.424,0.376
Barney Cable,61--62,STL,,,,,,,,,,,,,,,,,,0.446,0.418
Barney Cable,60--61,SYR,,,,,,,,,,,,,,,,,,0.487,0.463
Barney Cable,59--60,TOT,,,,,,,,,,,,,,,,,,0.41,0.374
Barney Cable,59--60,DET,,,,,,,,,,,,,,,,,,0.373,0.358
Barney Cable,59--60,SYR,,,,,,,,,,,,,,,,,,0.419,0.376
Barney Cable,58--59,DET,,,,,,,,,,,,,,,,,,0.393,0.337
Zarko Cabarkapa,05--06,GSW,10.0,0.5479999999999999,0.6,1.0,0.35600000000000004,0.394,0.2,0.5,0.19,0.222,0.1,0.3,0.103,0.268,0.2,0.7,0.236,0.472,0.399
Zarko Cabarkapa,04--05,TOT,11.4,0.68,0.8,1.2,0.282,0.395,0.4,1.1,0.243,0.5,0.1,0.2,0.056,0.447,0.4,1.0,0.215,0.579,0.523
Zarko Cabarkapa,04--05,GSW,11.7,0.667,0.8,1.2,0.265,0.415,0.5,1.1,0.241,0.5,0.1,0.3,0.059,0.447,0.5,1.0,0.224,0.578,0.521
Zarko Cabarkapa,04--05,PHO,3.3,0.8,1.3,1.7,0.7140000000000001,0.0,0.0,0.7,0.28600000000000003,,,,0.0,,,,0.0,0.605,0.5710000000000001
Zarko Cabarkapa,03--04,PHO,10.6,0.623,0.9,1.4,0.35,0.382,0.3,0.7,0.173,0.25,0.1,0.6,0.142,0.353,0.2,0.7,0.173,0.461,0.426
Jerome Dyson,11--12,NOH,9.3,0.5710000000000001,1.3,2.3,0.438,0.4,0.4,1.1,0.208,0.0,0.0,0.3,0.063,0.333,0.2,0.7,0.125,0.525,0.406
Gene Dyker,53--54,MLH,,,,,,,,,,,,,,,,,,0.271,0.212
Craig Dykema,81--82,PHO,,,,,,,,,,,,,,,,,,0.525,0.486
Jack Dwan,48--49,MNL,,,,,,,,,,,,,,,,,,0.336,0.317
Dennis DuVal,75--76,ATL,,,,,,,,,,,,,,,,,,0.383,0.337
Dennis DuVal,74--75,WSB,,,,,,,,,,,,,,,,,,0.411,0.362
Ken Durrett,74--75,TOT,,,,,,,,,,,,,,,,,,0.4370000000000001,0.401
Ken Durrett,74--75,KCO,,,,,,,,,,,,,,,,,,0.4320000000000001,0.404
Ken Durrett,74--75,PHI,,,,,,,,,,,,,,,,,,0.441,0.392
Ken Durrett,73--74,KCO,,,,,,,,,,,,,,,,,,0.519,0.486
Ken Durrett,72--73,KCO,,,,,,,,,,,,,,,,,,0.449,0.35700000000000004
Ken Durrett,71--72,CIN,,,,,,,,,,,,,,,,,,0.454,0.386
Devin Durrant,85--86,PHO,,,,,,,,,,,,,,,,,,0.373,0.381
Devin Durrant,84--85,IND,,,,,,,,,,,,,,,,,,0.47,0.416
Pat Durham,94--95,MIN,,,,,,,,,,,,,,,,,,0.541,0.504
Pat Durham,92--93,GSW,,,,,,,,,,,,,,,,,,0.34700000000000003,0.24
Jarrett Durham,71--72,NYA,,,,,,,,,,,,,,,,,,,
John Duren,82--83,IND,,,,,,,,,,,,,,,,,,0.481,0.453
John Duren,81--82,UTA,,,,,,,,,,,,,,,,,,0.478,0.457
John Duren,80--81,UTA,,,,,,,,,,,,,,,,,,0.338,0.327
Kevin Durant,16--17,GSW,13.8,0.7959999999999999,3.5,4.4,0.267,0.487,0.9,1.9,0.116,0.43,1.1,2.7,0.161,0.5579999999999999,1.4,2.5,0.152,0.6509999999999999,0.594
Kevin Durant,15--16,OKC,14.6,0.737,3.0,4.1,0.212,0.4370000000000001,0.8,1.9,0.098,0.542,1.9,3.5,0.182,0.455,1.4,3.1,0.161,0.634,0.573
Kevin Durant,14--15,OKC,14.9,0.802,2.9,3.6,0.206,0.412,0.8,1.9,0.109,0.535,1.7,3.2,0.184,0.4,1.1,2.8,0.161,0.633,0.578
Kevin Durant,13--14,OKC,13.8,0.7979999999999999,3.7,4.6,0.223,0.417,1.3,3.1,0.15,0.441,1.8,4.0,0.191,0.445,1.3,3.0,0.145,0.635,0.56
Kevin Durant,12--13,OKC,13.3,0.737,2.9,3.9,0.22,0.471,1.4,2.9,0.166,0.475,1.6,3.4,0.195,0.4320000000000001,1.4,3.3,0.18600000000000005,0.647,0.5589999999999999
Kevin Durant,11--12,OKC,13.8,0.7390000000000001,3.1,4.2,0.213,0.448,1.4,3.1,0.157,0.424,1.5,3.6,0.184,0.483,1.7,3.6,0.182,0.61,0.547
Kevin Durant,10--11,OKC,15.5,0.795,2.5,3.2,0.162,0.414,0.9,2.2,0.113,0.439,1.4,3.2,0.16,0.413,2.4,5.8,0.29600000000000004,0.589,0.509
Kevin Durant,09--10,OKC,13.2,0.703,3.5,5.0,0.245,0.444,1.0,2.2,0.107,0.445,1.8,4.1,0.203,0.38,1.8,4.8,0.235,0.607,0.514
Kevin Durant,08--09,OKC,12.9,0.677,3.3,4.9,0.26,0.397,0.7,1.8,0.098,0.405,1.4,3.3,0.17800000000000002,0.398,2.2,5.6,0.299,0.5770000000000001,0.51
Kevin Durant,07--08,SEA,12.8,0.607,2.7,4.4,0.259,0.376,0.8,2.1,0.121,0.341,0.9,2.6,0.152,0.415,2.3,5.4,0.318,0.519,0.451
Ronald Dupree,10--11,TOR,12.3,0.5,0.3,0.7,0.5,,,,0.0,,,,0.0,0.0,0.0,0.3,0.25,0.25,0.25
Ronald Dupree,07--08,TOT,15.7,,,,0.0,,,,0.0,0.5,0.2,0.4,0.667,0.0,0.0,0.2,0.333,0.515,0.333
Ronald Dupree,07--08,DET,,,,,,,,,,,,,,,,,,,
Ronald Dupree,07--08,SEA,15.7,,,,0.0,,,,0.0,0.5,0.3,0.5,0.667,0.0,0.0,0.2,0.333,0.515,0.333
Ronald Dupree,06--07,DET,8.3,0.583,0.4,0.6,0.387,0.4,0.1,0.3,0.161,0.14300000000000002,0.1,0.4,0.226,0.14300000000000002,0.1,0.4,0.226,0.358,0.355
Ronald Dupree,05--06,MIN,7.9,0.6759999999999999,0.6,0.9,0.54,0.5,0.1,0.1,0.063,0.16699999999999998,0.0,0.2,0.095,0.389,0.2,0.5,0.28600000000000003,0.494,0.524
Ronald Dupree,04--05,DET,6.9,0.616,1.0,1.6,0.575,0.4,0.0,0.1,0.039,0.182,0.0,0.2,0.087,0.306,0.2,0.8,0.28300000000000003,0.515,0.484
Ronald Dupree,03--04,CHI,10.0,0.534,1.2,2.2,0.365,0.387,0.3,0.7,0.11,0.37,0.4,1.0,0.163,0.247,0.5,2.0,0.33,0.445,0.401
 Dunn,90--91,DEN,,,,,,,,,,,,,,,,,,0.506,0.457
 Dunn,89--90,DEN,,,,,,,,,,,,,,,,,,0.499,0.454
 Dunn,88--89,PHO,,,,,,,,,,,,,,,,,,0.41,0.343
 Dunn,87--88,DEN,,,,,,,,,,,,,,,,,,0.503,0.449
 Dunn,86--87,DEN,,,,,,,,,,,,,,,,,,0.453,0.428
 Dunn,85--86,DEN,,,,,,,,,,,,,,,,,,0.493,0.454
 Dunn,84--85,DEN,,,,,,,,,,,,,,,,,,0.531,0.489
 Dunn,83--84,DEN,,,,,,,,,,,,,,,,,,0.523,0.47
 Dunn,82--83,DEN,,,,,,,,,,,,,,,,,,0.524,0.482
 Dunn,81--82,DEN,,,,,,,,,,,,,,,,,,0.5589999999999999,0.512
 Dunn,80--81,DEN,,,,,,,,,,,,,,,,,,0.456,0.412
 Dunn,79--80,POR,,,,,,,,,,,,,,,,,,0.47,0.436
 Dunn,78--79,POR,,,,,,,,,,,,,,,,,,0.496,0.447
 Dunn,77--78,POR,,,,,,,,,,,,,,,,,,0.448,0.415
Pat Dunn,57--58,PHW,,,,,,,,,,,,,,,,,,0.359,0.306
Mike Dunleavy,16--17,TOT,18.1,0.652,0.6,0.9,0.209,0.0,0.0,0.1,0.032,0.333,0.0,0.1,0.027000000000000003,0.29600000000000004,0.2,0.5,0.123,0.573,0.5429999999999999
Mike Dunleavy,16--17,ATL,18.3,0.593,0.5,0.9,0.208,0.0,0.0,0.0,0.008,0.25,0.0,0.1,0.031,0.333,0.2,0.7,0.162,0.597,0.565
Mike Dunleavy,16--17,CLE,17.8,0.737,0.6,0.8,0.211,0.0,0.0,0.3,0.067,0.5,0.0,0.1,0.022,0.16699999999999998,0.0,0.3,0.067,0.539,0.511
Mike Dunleavy,15--16,CHI,15.8,0.596,1.0,1.7,0.277,0.1,0.0,0.3,0.053,0.111,0.0,0.3,0.048,0.278,0.2,0.6,0.096,0.5429999999999999,0.513
Mike Dunleavy,14--15,CHI,18.5,0.573,0.7,1.3,0.17,0.32299999999999995,0.2,0.5,0.064,0.267,0.1,0.2,0.031,0.461,0.7,1.4,0.185,0.573,0.546
Mike Dunleavy,13--14,CHI,17.6,0.61,1.0,1.7,0.17600000000000002,0.36,0.2,0.6,0.065,0.395,0.2,0.5,0.056,0.416,1.1,2.7,0.28600000000000003,0.5489999999999999,0.51
Mike Dunleavy,12--13,MIL,17.7,0.638,1.0,1.5,0.18600000000000005,0.361,0.2,0.5,0.058,0.32299999999999995,0.1,0.4,0.05,0.359,0.7,1.9,0.228,0.5770000000000001,0.545
Mike Dunleavy,11--12,MIL,16.1,0.672,1.4,2.1,0.23,0.394,0.2,0.6,0.065,0.378,0.3,0.7,0.073,0.464,0.9,2.0,0.218,0.597,0.557
Mike Dunleavy,10--11,IND,18.0,0.6629999999999999,0.9,1.4,0.165,0.5429999999999999,0.3,0.6,0.067,0.32299999999999995,0.2,0.5,0.06,0.456,0.9,1.9,0.219,0.593,0.56
Mike Dunleavy,09--10,IND,16.9,0.652,1.1,1.7,0.206,0.409,0.3,0.7,0.079,0.5,0.2,0.5,0.057,0.344,0.7,2.0,0.235,0.531,0.478
Mike Dunleavy,08--09,IND,16.3,0.5710000000000001,1.3,2.3,0.181,0.407,0.6,1.5,0.116,0.308,0.2,0.7,0.056,0.3670000000000001,1.2,3.3,0.259,0.52,0.47
Mike Dunleavy,07--08,IND,14.7,0.6409999999999999,2.3,3.5,0.26,0.449,0.6,1.4,0.106,0.375,0.3,0.9,0.064,0.407,1.2,3.0,0.222,0.605,0.55
Mike Dunleavy,06--07,TOT,14.9,0.745,1.7,2.2,0.21600000000000005,0.333,0.3,1.0,0.099,0.353,0.4,1.0,0.1,0.436,1.5,3.3,0.321,0.542,0.493
Mike Dunleavy,06--07,GSW,14.3,0.7140000000000001,1.7,2.3,0.246,0.289,0.3,1.2,0.122,0.4,0.3,0.6,0.068,0.4,1.1,2.7,0.284,0.5379999999999999,0.4970000000000001
Mike Dunleavy,06--07,IND,15.4,0.774,1.7,2.2,0.194,0.385,0.3,0.9,0.081,0.333,0.5,1.4,0.125,0.458,1.8,3.9,0.35,0.544,0.49
Mike Dunleavy,05--06,GSW,15.2,0.7070000000000001,1.5,2.1,0.213,0.337,0.4,1.1,0.113,0.395,0.4,0.9,0.093,0.341,0.9,2.6,0.262,0.503,0.451
Mike Dunleavy,04--05,GSW,14.3,0.698,1.9,2.7,0.238,0.336,0.5,1.4,0.122,0.38,0.4,1.0,0.087,0.373,1.1,2.9,0.249,0.539,0.51
Mike Dunleavy,03--04,GSW,14.9,0.69,1.5,2.1,0.219,0.31,0.3,1.1,0.117,0.438,0.4,1.0,0.101,0.411,0.8,2.0,0.21,0.547,0.514
Mike Dunleavy,02--03,GSW,14.3,0.609,0.8,1.3,0.264,0.234,0.1,0.6,0.113,0.235,0.1,0.4,0.08199999999999999,0.395,0.4,0.9,0.182,0.505,0.465
Mike Dunleavy_,89--90,MIL,,,,,,,,,,,,,,,,,,0.485,0.35700000000000004
Mike Dunleavy_,88--89,MIL,,,,,,,,,,,,,,,,,,0.75,0.75
Mike Dunleavy_,84--85,MIL,,,,,,,,,,,,,,,,,,0.5720000000000001,0.5329999999999999
Mike Dunleavy_,83--84,MIL,,,,,,,,,,,,,,,,,,0.66,0.626
Mike Dunleavy_,82--83,SAS,,,,,,,,,,,,,,,,,,0.53,0.483
Mike Dunleavy_,81--82,HOU,,,,,,,,,,,,,,,,,,0.524,0.494
Mike Dunleavy_,80--81,HOU,,,,,,,,,,,,,,,,,,0.544,0.491
Mike Dunleavy_,79--80,HOU,,,,,,,,,,,,,,,,,,0.542,0.469
Mike Dunleavy_,78--79,HOU,,,,,,,,,,,,,,,,,,0.5820000000000001,0.505
Mike Dunleavy_,77--78,TOT,,,,,,,,,,,,,,,,,,0.458,0.39
Mike Dunleavy_,77--78,HOU,,,,,,,,,,,,,,,,,,0.45,0.384
Mike Dunleavy_,77--78,PHI,,,,,,,,,,,,,,,,,,0.508,0.35700000000000004
Mike Dunleavy_,76--77,PHI,,,,,,,,,,,,,,,,,,0.467,0.41
Tim Duncan,15--16,SAS,7.2,0.6709999999999999,1.6,2.3,0.324,0.458,1.3,2.9,0.406,0.385,0.2,0.6,0.08800000000000001,0.278,0.4,1.3,0.179,0.523,0.488
Tim Duncan,14--15,SAS,7.4,0.7140000000000001,2.7,3.7,0.35,0.454,1.7,3.8,0.358,0.327,0.5,1.5,0.138,0.35600000000000004,0.5,1.5,0.14400000000000002,0.56,0.513
Tim Duncan,13--14,SAS,9.0,0.67,2.6,3.9,0.321,0.451,1.6,3.6,0.29600000000000004,0.386,0.5,1.4,0.111,0.371,1.2,3.2,0.265,0.535,0.49
Tim Duncan,12--13,SAS,9.5,0.701,2.9,4.2,0.295,0.417,1.5,3.5,0.246,0.405,1.0,2.5,0.177,0.433,1.7,3.9,0.275,0.5539999999999999,0.503
Tim Duncan,11--12,SAS,9.7,0.691,2.3,3.3,0.261,0.353,1.2,3.5,0.278,0.457,1.0,2.2,0.173,0.478,1.7,3.6,0.282,0.531,0.4920000000000001
Tim Duncan,10--11,SAS,9.0,0.742,2.1,2.8,0.254,0.433,1.7,3.8,0.34700000000000003,0.355,0.7,2.0,0.185,0.457,1.1,2.3,0.209,0.537,0.5
Tim Duncan,09--10,SAS,8.3,0.68,2.9,4.2,0.303,0.494,2.1,4.3,0.309,0.426,1.4,3.3,0.238,0.404,0.8,1.9,0.14,0.56,0.519
Tim Duncan,08--09,SAS,8.0,0.637,2.9,4.6,0.313,0.463,2.3,4.9,0.333,0.418,1.1,2.7,0.182,0.436,1.1,2.5,0.17,0.5489999999999999,0.504
Tim Duncan,07--08,SAS,7.2,0.696,3.6,5.1,0.34,0.412,2.3,5.5,0.365,0.353,0.9,2.6,0.171,0.408,0.7,1.8,0.121,0.546,0.4970000000000001
Tim Duncan,06--07,SAS,6.6,0.7,3.9,5.6,0.395,0.478,2.3,4.8,0.34,0.434,1.0,2.3,0.161,0.38,0.5,1.3,0.095,0.579,0.547
Tim Duncan,05--06,SAS,7.5,0.705,3.4,4.8,0.321,0.399,2.1,5.4,0.362,0.379,1.0,2.6,0.17800000000000002,0.331,0.7,2.0,0.135,0.523,0.485
Tim Duncan,04--05,SAS,8.2,0.674,3.0,4.5,0.28600000000000003,0.421,2.3,5.5,0.34600000000000003,0.42,1.3,3.2,0.203,0.444,1.1,2.4,0.155,0.54,0.498
Tim Duncan,03--04,SAS,7.7,0.7120000000000001,4.1,5.7,0.333,0.42,2.3,5.4,0.317,0.386,1.4,3.7,0.215,0.3720000000000001,0.8,2.1,0.125,0.534,0.502
Tim Duncan,02--03,SAS,7.8,0.6779999999999999,3.4,5.1,0.295,0.476,3.0,6.3,0.369,0.425,1.6,3.9,0.225,0.396,0.7,1.6,0.096,0.564,0.515
Tim Duncan,01--02,SAS,7.6,0.7140000000000001,4.1,5.7,0.311,0.45,2.8,6.2,0.337,0.405,1.9,4.7,0.256,0.336,0.5,1.6,0.08900000000000001,0.5760000000000001,0.508
Tim Duncan,00--01,SAS,8.8,0.7070000000000001,3.0,4.3,0.25,0.452,2.6,5.8,0.341,0.413,1.9,4.5,0.262,0.43,0.9,2.2,0.127,0.536,0.502
Tim Duncan,99--00,SAS,,,,,,,,,,,,,,,,,,0.555,0.491
Tim Duncan,98--99,SAS,,,,,,,,,,,,,,,,,,0.541,0.495
Tim Duncan,97--98,SAS,,,,,,,,,,,,,,,,,,0.5770000000000001,0.5489999999999999
Andy Duncan,50--51,BOS,,,,,,,,,,,,,,,,,,0.292,0.162
Andy Duncan,49--50,ROC,,,,,,,,,,,,,,,,,,0.461,0.431
Andy Duncan,48--49,ROC,,,,,,,,,,,,,,,,,,0.452,0.413
Tony Dumas,97--98,CLE,,,,,,,,,,,,,,,,,,0.526,0.583
Tony Dumas,96--97,TOT,,,,,,,,,,,,,,,,,,0.402,0.365
Tony Dumas,96--97,DAL,,,,,,,,,,,,,,,,,,0.413,0.37
Tony Dumas,96--97,PHO,,,,,,,,,,,,,,,,,,0.35200000000000004,0.342
Tony Dumas,95--96,DAL,,,,,,,,,,,,,,,,,,0.505,0.475
Tony Dumas,94--95,DAL,,,,,,,,,,,,,,,,,,0.465,0.428
Richard Dumas,95--96,PHI,,,,,,,,,,,,,,,,,,0.515,0.473
Richard Dumas,94--95,PHO,,,,,,,,,,,,,,,,,,0.512,0.507
Richard Dumas,92--93,PHO,,,,,,,,,,,,,,,,,,0.564,0.525
Rich Dumas,68--69,HSM,,,,,,,,,,,,,,,,,,0.2,0.2
Joe Dumars,98--99,DET,,,,,,,,,,,,,,,,,,0.568,0.539
Joe Dumars,97--98,DET,,,,,,,,,,,,,,,,,,0.5489999999999999,0.516
Joe Dumars,96--97,DET,,,,,,,,,,,,,,,,,,0.586,0.535
Joe Dumars,95--96,DET,,,,,,,,,,,,,,,,,,0.579,0.528
Joe Dumars,94--95,DET,,,,,,,,,,,,,,,,,,0.541,0.483
Joe Dumars,93--94,DET,,,,,,,,,,,,,,,,,,0.5579999999999999,0.507
Joe Dumars,92--93,DET,,,,,,,,,,,,,,,,,,0.555,0.504
Joe Dumars,91--92,DET,,,,,,,,,,,,,,,,,,0.5379999999999999,0.466
Joe Dumars,90--91,DET,,,,,,,,,,,,,,,,,,0.552,0.487
Joe Dumars,89--90,DET,,,,,,,,,,,,,,,,,,0.555,0.491
Joe Dumars,88--89,DET,,,,,,,,,,,,,,,,,,0.5710000000000001,0.513
Joe Dumars,87--88,DET,,,,,,,,,,,,,,,,,,0.53,0.474
Joe Dumars,86--87,DET,,,,,,,,,,,,,,,,,,0.5429999999999999,0.499
Joe Dumars,85--86,DET,,,,,,,,,,,,,,,,,,0.5479999999999999,0.485
Walter Dukes,62--63,DET,,,,,,,,,,,,,,,,,,0.423,0.324
Walter Dukes,61--62,DET,,,,,,,,,,,,,,,,,,0.464,0.395
Walter Dukes,60--61,DET,,,,,,,,,,,,,,,,,,0.484,0.404
Walter Dukes,59--60,DET,,,,,,,,,,,,,,,,,,0.459,0.36
Walter Dukes,58--59,DET,,,,,,,,,,,,,,,,,,0.423,0.35100000000000003
Walter Dukes,57--58,DET,,,,,,,,,,,,,,,,,,0.42,0.349
Walter Dukes,56--57,MNL,,,,,,,,,,,,,,,,,,0.453,0.363
Walter Dukes,55--56,NYK,,,,,,,,,,,,,,,,,,0.491,0.401
Chris Duhon,12--13,LAL,22.0,0.545,0.1,0.2,0.08900000000000001,0.375,0.1,0.2,0.065,0.0,0.0,0.0,0.016,0.455,0.1,0.2,0.08900000000000001,0.517,0.516
Chris Duhon,11--12,ORL,18.5,0.526,0.3,0.6,0.187,0.222,0.1,0.3,0.08900000000000001,0.5,0.0,0.1,0.02,0.375,0.1,0.4,0.118,0.5579999999999999,0.542
Chris Duhon,10--11,ORL,14.5,0.5760000000000001,0.4,0.6,0.256,0.429,0.2,0.5,0.217,0.25,0.0,0.1,0.031,0.333,0.1,0.2,0.093,0.446,0.43
Chris Duhon,09--10,NYK,17.7,0.475,0.7,1.5,0.224,0.35700000000000004,0.1,0.4,0.062,0.364,0.1,0.2,0.024,0.302,0.2,0.8,0.118,0.501,0.472
Chris Duhon,08--09,NYK,15.0,0.48,1.4,2.8,0.33,0.3670000000000001,0.2,0.6,0.07200000000000001,0.25,0.1,0.2,0.029,0.468,0.4,0.8,0.091,0.569,0.515
Chris Duhon,07--08,CHI,15.0,0.471,0.7,1.6,0.302,0.391,0.1,0.3,0.067,0.273,0.1,0.3,0.064,0.375,0.2,0.6,0.116,0.508,0.465
Chris Duhon,06--07,CHI,16.0,0.5429999999999999,1.0,1.8,0.29,0.464,0.2,0.4,0.058,0.263,0.1,0.2,0.039,0.294,0.2,0.7,0.106,0.529,0.499
Chris Duhon,05--06,CHI,16.7,0.486,0.9,1.9,0.264,0.429,0.2,0.5,0.065,0.316,0.1,0.3,0.035,0.391,0.3,0.9,0.119,0.5379999999999999,0.493
Chris Duhon,04--05,CHI,16.3,0.379,0.6,1.5,0.254,0.34600000000000003,0.2,0.6,0.107,0.313,0.1,0.2,0.033,0.258,0.1,0.4,0.064,0.471,0.449
Bob Duffy,64--65,DET,,,,,,,,,,,,,,,,,,0.4970000000000001,0.318
Bob Duffy,63--64,TOT,,,,,,,,,,,,,,,,,,0.45,0.408
Bob Duffy,63--64,DET,,,,,,,,,,,,,,,,,,0.462,0.423
