,x坐标, y坐标
1931,965.5,-0.00196
1932,966.0,-0.00179
1933,966.5,-0.00197
1934,967.0,-0.0019199999999999998
1935,967.5,-0.00182
1936,968.0,-0.0017699999999999999
1937,968.5,-0.00201
1938,969.0,-0.00205
1939,969.5,-0.0019399999999999999
1940,970.0,-0.0019199999999999998
