,x坐标, y坐标
5101,2550.5,0.00185
5102,2551.0,0.00193
5103,2551.5,0.00235
5104,2552.0,0.00243
5105,2552.5,0.00244
5106,2553.0,0.00267
5107,2553.5,0.00266
5108,2554.0,0.0027
5109,2554.5,0.00292
5110,2555.0,0.00263
