,x坐标, y坐标
1651,825.5,0.00108
1652,826.0,0.0009599999999999999
1653,826.5,0.00103
1654,827.0,0.001
1655,827.5,0.0008300000000000001
1656,828.0,0.00047000000000000004
1657,828.5,0.00045
1658,829.0,0.00044
1659,829.5,0.0005099999999999999
1660,830.0,0.00064
