,x坐标, y坐标
1241,620.5,0.00025
1242,621.0,9e-05
1243,621.5,0.00025
1244,622.0,0.00016
1245,622.5,0.00029
1246,623.0,0.00053
1247,623.5,0.00098
1248,624.0,0.0012900000000000001
1249,624.5,0.00146
1250,625.0,0.0012699999999999999
