,x坐标, y坐标
3361,1680.5,-0.00143
3362,1681.0,-0.00165
3363,1681.5,-0.00165
3364,1682.0,-0.00134
3365,1682.5,-0.0013
3366,1683.0,-0.00133
3367,1683.5,-0.0013599999999999999
3368,1684.0,-0.00137
3369,1684.5,-0.0010199999999999999
3370,1685.0,-0.0010199999999999999
