,x坐标, y坐标
5841,2920.5,-0.0016699999999999998
5842,2921.0,-0.00133
5843,2921.5,-0.0011
5844,2922.0,-0.0008
5845,2922.5,-0.00045999999999999996
5846,2923.0,-0.00037
5847,2923.5,-0.00063
5848,2924.0,-0.0009599999999999999
5849,2924.5,-0.00151
5850,2925.0,-0.0017800000000000001
