,x坐标, y坐标
1981,990.5,0.00037
1982,991.0,0.00022999999999999998
1983,991.5,0.00022
1984,992.0,-0.0001
1985,992.5,-0.00018
1986,993.0,-0.00014
1987,993.5,-0.00022
1988,994.0,4e-05
1989,994.5,-0.00022
1990,995.0,-0.0002
