,x坐标, y坐标
181,90.5,-0.00045
182,91.0,-0.00033
183,91.5,-0.00031
184,92.0,-0.0007599999999999999
185,92.5,-0.0006900000000000001
186,93.0,-0.00063
187,93.5,-0.0007599999999999999
188,94.0,-0.0007
189,94.5,-0.00093
190,95.0,-0.0012900000000000001
