,x坐标, y坐标
3891,1945.5,-0.00162
3892,1946.0,-0.0014
3893,1946.5,-0.0014199999999999998
3894,1947.0,-0.00158
3895,1947.5,-0.00157
3896,1948.0,-0.00101
3897,1948.5,-0.00103
3898,1949.0,-0.00085
3899,1949.5,-0.0007
3900,1950.0,-0.0006
