,x,y
801,400.5,0.00022999999999999998
802,401.0,0.00018999999999999998
803,401.5,0.00027
804,402.0,0.0
805,402.5,0.00045999999999999996
806,403.0,0.0009
807,403.5,0.00101
808,404.0,0.00088
809,404.5,0.00047000000000000004
810,405.0,0.00023999999999999998
811,405.5,-0.00014
812,406.0,-0.00033999999999999997
813,406.5,-0.00053
814,407.0,-0.00059
815,407.5,-0.0007700000000000001
816,408.0,-0.0011099999999999999
817,408.5,-0.0018100000000000002
818,409.0,-0.00231
819,409.5,-0.00253
820,410.0,-0.0025399999999999997
821,410.5,-0.00227
822,411.0,-0.00165
823,411.5,-0.0016699999999999998
824,412.0,-0.00139
825,412.5,-0.00124
826,413.0,-0.00133
827,413.5,-0.00115
828,414.0,-0.00146
829,414.5,-0.00114
830,415.0,-0.00106
831,415.5,-0.00093
832,416.0,-0.00059
833,416.5,-0.00035
834,417.0,9e-05
835,417.5,-8e-05
836,418.0,-0.00015
837,418.5,9e-05
838,419.0,-0.00011999999999999999
839,419.5,-0.00045
840,420.0,-0.00016
841,420.5,-0.00016999999999999999
842,421.0,-9e-05
843,421.5,-0.0001
844,422.0,-0.00047999999999999996
845,422.5,-0.0007599999999999999
846,423.0,-0.00075
847,423.5,-0.0010400000000000001
848,424.0,-0.00075
849,424.5,-0.00082
850,425.0,-0.00059
851,425.5,-0.00011
852,426.0,-0.00016999999999999999
853,426.5,0.0005
854,427.0,0.0010199999999999999
855,427.5,0.00078
856,428.0,0.0009400000000000001
857,428.5,0.00105
858,429.0,0.00119
859,429.5,0.0012699999999999999
860,430.0,0.00074
861,430.5,0.0010400000000000001
862,431.0,0.00103
863,431.5,0.0015199999999999999
864,432.0,0.00149
865,432.5,0.0013599999999999999
866,433.0,0.00146
867,433.5,0.00126
868,434.0,0.0015199999999999999
869,434.5,0.0017699999999999999
870,435.0,0.00161
871,435.5,0.00132
872,436.0,0.0010199999999999999
873,436.5,0.00075
874,437.0,0.00064
875,437.5,0.00054
876,438.0,0.001
877,438.5,0.0014
878,439.0,0.00107
879,439.5,0.00108
880,440.0,0.0009
881,440.5,0.00103
882,441.0,0.0011
883,441.5,0.001
884,442.0,0.0012
885,442.5,0.00132
886,443.0,0.001
887,443.5,0.0009599999999999999
888,444.0,0.00093
889,444.5,0.00075
890,445.0,0.00039
891,445.5,0.00049
892,446.0,0.00045
893,446.5,0.00047000000000000004
894,447.0,8e-05
895,447.5,0.00041
896,448.0,0.00061
897,448.5,0.00057
898,449.0,0.00084
899,449.5,0.00082
900,450.0,0.00067
901,450.5,0.00078
902,451.0,0.00082
903,451.5,0.001
904,452.0,0.00086
905,452.5,0.00047999999999999996
906,453.0,7e-05
907,453.5,0.00014
908,454.0,2.9999999999999997e-05
909,454.5,-0.00039
910,455.0,2e-05
911,455.5,8e-05
912,456.0,-0.00037999999999999997
913,456.5,-0.00063
914,457.0,-0.00078
915,457.5,-0.00107
916,458.0,-0.00072
917,458.5,-0.00065
918,459.0,-0.00037999999999999997
919,459.5,-0.00026000000000000003
920,460.0,-0.00047000000000000004
921,460.5,-0.00016
922,461.0,-0.00011
923,461.5,-0.00027
924,462.0,1e-05
925,462.5,0.00011
926,463.0,0.00026000000000000003
927,463.5,0.00043
928,464.0,0.0006799999999999999
929,464.5,0.00117
930,465.0,0.00082
931,465.5,0.00043
932,466.0,0.0003
933,466.5,-0.00028
934,467.0,-0.00022
935,467.5,-0.00032
936,468.0,-0.00027
937,468.5,-0.00074
938,469.0,-0.0009400000000000001
939,469.5,-0.00122
940,470.0,-0.0012
941,470.5,-0.0011
942,471.0,-0.00099
943,471.5,-0.00103
944,472.0,-0.00065
945,472.5,-0.00059
946,473.0,-0.00023999999999999998
947,473.5,-0.00033
948,474.0,-0.00061
949,474.5,-0.00072
950,475.0,-0.0009699999999999999
951,475.5,-0.001
952,476.0,-0.0011099999999999999
953,476.5,-0.0009400000000000001
954,477.0,-0.0007099999999999999
955,477.5,-0.00062
956,478.0,-0.00057
957,478.5,-0.0005200000000000001
958,479.0,-0.00054
959,479.5,-7e-05
960,480.0,0.00013000000000000002
961,480.5,0.00016
962,481.0,0.00033
963,481.5,0.0006799999999999999
964,482.0,0.00054
965,482.5,0.00045999999999999996
966,483.0,0.00035
967,483.5,0.00015
968,484.0,-4e-05
969,484.5,-0.00042
970,485.0,-0.00049
971,485.5,-0.00045999999999999996
972,486.0,-0.00062
973,486.5,-0.0006
974,487.0,-0.00037
975,487.5,-0.00067
976,488.0,-0.0007099999999999999
977,488.5,-0.0009599999999999999
978,489.0,-0.0008300000000000001
979,489.5,-0.0007599999999999999
980,490.0,-0.00082
981,490.5,-0.00031
982,491.0,-0.00045
983,491.5,-0.00062
984,492.0,-0.00067
985,492.5,-0.0007099999999999999
986,493.0,-0.0005099999999999999
987,493.5,-0.00013000000000000002
988,494.0,-5.9999999999999995e-05
989,494.5,0.00016999999999999999
990,495.0,2.9999999999999997e-05
991,495.5,0.00016
992,496.0,7e-05
993,496.5,-0.00011
994,497.0,-0.0002
995,497.5,0.0
996,498.0,0.00045999999999999996
997,498.5,0.00033
998,499.0,0.0005200000000000001
999,499.5,0.0004
1000,500.0,0.00037
