,x,y
201,100.5,-0.002
202,101.0,-0.00213
203,101.5,-0.00227
204,102.0,-0.00217
205,102.5,-0.0020399999999999997
206,103.0,-0.00212
207,103.5,-0.0021100000000000003
208,104.0,-0.00207
209,104.5,-0.00193
210,105.0,-0.00215
211,105.5,-0.00209
212,106.0,-0.00216
213,106.5,-0.00246
214,107.0,-0.00251
215,107.5,-0.00229
216,108.0,-0.00206
217,108.5,-0.00213
218,109.0,-0.0017399999999999998
219,109.5,-0.0016
220,110.0,-0.00147
221,110.5,-0.00128
222,111.0,-0.00141
223,111.5,-0.00187
224,112.0,-0.0018899999999999998
225,112.5,-0.0019199999999999998
226,113.0,-0.00203
227,113.5,-0.00228
228,114.0,-0.00212
229,114.5,-0.00221
230,115.0,-0.00195
231,115.5,-0.00165
232,116.0,-0.0018800000000000002
233,116.5,-0.00231
234,117.0,-0.0023
235,117.5,-0.00224
236,118.0,-0.00231
237,118.5,-0.00242
238,119.0,-0.0025
239,119.5,-0.0028699999999999997
240,120.0,-0.0029100000000000003
241,120.5,-0.0028
242,121.0,-0.00265
243,121.5,-0.0028
244,122.0,-0.00264
245,122.5,-0.00213
246,123.0,-0.00197
247,123.5,-0.0015400000000000001
248,124.0,-0.00141
249,124.5,-0.00156
250,125.0,-0.0016300000000000002
251,125.5,-0.00221
252,126.0,-0.00213
253,126.5,-0.0017399999999999998
254,127.0,-0.0017100000000000001
255,127.5,-0.0011
256,128.0,-0.001
257,128.5,-0.00126
258,129.0,-0.00074
259,129.5,-0.0006799999999999999
260,130.0,-0.00043
261,130.5,-0.00054
262,131.0,-0.00032
263,131.5,-0.00016999999999999999
264,132.0,-0.00028
265,132.5,-0.00022999999999999998
266,133.0,-0.00022
267,133.5,-0.00055
268,134.0,-0.00058
269,134.5,-0.0007
270,135.0,-0.0007
271,135.5,-0.0007599999999999999
272,136.0,-0.0007099999999999999
273,136.5,-0.00049
274,137.0,-0.00054
275,137.5,-0.00072
276,138.0,-0.00081
277,138.5,-0.0005200000000000001
278,139.0,-0.00066
279,139.5,-0.00043
280,140.0,-0.00055
281,140.5,-0.0007599999999999999
282,141.0,-0.00093
283,141.5,-0.00078
284,142.0,-0.00125
285,142.5,-0.00121
286,143.0,-0.00157
287,143.5,-0.00158
288,144.0,-0.00143
289,144.5,-0.0012699999999999999
290,145.0,-0.00103
291,145.5,-0.00126
292,146.0,-0.00119
293,146.5,-0.0013599999999999999
294,147.0,-0.00122
295,147.5,-0.0009400000000000001
296,148.0,-0.00032
297,148.5,-0.0004
298,149.0,-0.00029
299,149.5,-0.00023999999999999998
300,150.0,-0.00033999999999999997
301,150.5,-0.00031
302,151.0,-0.00036
303,151.5,-0.00042
304,152.0,-0.00039
305,152.5,-5.9999999999999995e-05
306,153.0,0.00063
307,153.5,0.00045
308,154.0,0.0007099999999999999
309,154.5,0.00029
310,155.0,0.00042
311,155.5,0.00039
312,156.0,0.00041
313,156.5,0.00037999999999999997
314,157.0,0.00053
315,157.5,0.00056
316,158.0,0.0007
317,158.5,0.00081
318,159.0,0.00058
319,159.5,0.0004
320,160.0,0.00054
321,160.5,0.00095
322,161.0,0.00121
323,161.5,0.00143
324,162.0,0.00131
325,162.5,0.0013599999999999999
326,163.0,0.0012900000000000001
327,163.5,0.00151
328,164.0,0.00151
329,164.5,0.0018100000000000002
330,165.0,0.00172
331,165.5,0.0017
332,166.0,0.00144
333,166.5,0.0013800000000000002
334,167.0,0.00135
335,167.5,0.00146
336,168.0,0.00159
337,168.5,0.0018899999999999998
338,169.0,0.0022199999999999998
339,169.5,0.00237
340,170.0,0.00221
341,170.5,0.0020800000000000003
342,171.0,0.00203
343,171.5,0.00183
344,172.0,0.00201
345,172.5,0.00214
346,173.0,0.00216
347,173.5,0.00214
348,174.0,0.00237
349,174.5,0.00212
350,175.0,0.0022199999999999998
351,175.5,0.00256
352,176.0,0.00231
353,176.5,0.00225
354,177.0,0.00243
355,177.5,0.0020800000000000003
356,178.0,0.0022600000000000003
357,178.5,0.00193
358,179.0,0.00162
359,179.5,0.00133
360,180.0,0.00116
361,180.5,0.00114
362,181.0,0.00108
363,181.5,0.00086
364,182.0,0.00114
365,182.5,0.00133
366,183.0,0.00074
367,183.5,0.0007599999999999999
368,184.0,0.00075
369,184.5,0.0007
370,185.0,0.0009
371,185.5,0.00098
372,186.0,0.00175
373,186.5,0.0021100000000000003
374,187.0,0.00224
375,187.5,0.00193
376,188.0,0.00205
377,188.5,0.00197
378,189.0,0.00202
379,189.5,0.0018899999999999998
380,190.0,0.0020800000000000003
381,190.5,0.00225
382,191.0,0.00245
383,191.5,0.00259
384,192.0,0.00228
385,192.5,0.00224
386,193.0,0.00221
387,193.5,0.00235
388,194.0,0.0022600000000000003
389,194.5,0.00236
390,195.0,0.00217
391,195.5,0.00193
392,196.0,0.00179
393,196.5,0.00159
394,197.0,0.00134
395,197.5,0.00158
396,198.0,0.00137
397,198.5,0.0015199999999999999
398,199.0,0.0017699999999999999
399,199.5,0.0019100000000000002
400,200.0,0.00237
