,x,y
3201,1600.5,0.00231
3202,1601.0,0.00236
3203,1601.5,0.0027199999999999998
3204,1602.0,0.00268
3205,1602.5,0.00246
3206,1603.0,0.00238
3207,1603.5,0.00274
3208,1604.0,0.00264
3209,1604.5,0.00221
3210,1605.0,0.0021899999999999997
3211,1605.5,0.00164
3212,1606.0,0.0016
3213,1606.5,0.0018800000000000002
3214,1607.0,0.00173
3215,1607.5,0.0019
3216,1608.0,0.0021899999999999997
3217,1608.5,0.00203
3218,1609.0,0.0020399999999999997
3219,1609.5,0.0018800000000000002
3220,1610.0,0.00128
3221,1610.5,0.00114
3222,1611.0,0.00098
3223,1611.5,0.00114
3224,1612.0,0.00118
3225,1612.5,0.00121
3226,1613.0,0.00122
3227,1613.5,0.0011099999999999999
3228,1614.0,0.00073
3229,1614.5,0.00084
3230,1615.0,0.00101
3231,1615.5,0.00126
3232,1616.0,0.00106
3233,1616.5,0.0009599999999999999
3234,1617.0,0.0010199999999999999
3235,1617.5,0.00118
3236,1618.0,0.0011300000000000001
3237,1618.5,0.00099
3238,1619.0,0.0011
3239,1619.5,0.0011
3240,1620.0,0.00125
3241,1620.5,0.00121
3242,1621.0,0.00133
3243,1621.5,0.0014
3244,1622.0,0.00143
3245,1622.5,0.0011099999999999999
3246,1623.0,0.0009199999999999999
3247,1623.5,0.00064
3248,1624.0,0.0005200000000000001
3249,1624.5,0.0008
3250,1625.0,0.0006
3251,1625.5,0.00055
3252,1626.0,0.00072
3253,1626.5,0.00016
3254,1627.0,-0.00037999999999999997
3255,1627.5,-0.00035
3256,1628.0,-0.00045
3257,1628.5,-0.00032
3258,1629.0,-0.00022
3259,1629.5,-8e-05
3260,1630.0,-0.00029
3261,1630.5,-0.00082
3262,1631.0,-0.00037999999999999997
3263,1631.5,0.00037999999999999997
3264,1632.0,0.00109
3265,1632.5,0.00125
3266,1633.0,0.00134
3267,1633.5,0.0015199999999999999
3268,1634.0,0.00186
3269,1634.5,0.00195
3270,1635.0,0.00196
3271,1635.5,0.00175
3272,1636.0,0.00143
3273,1636.5,0.00091
3274,1637.0,0.00074
3275,1637.5,0.00037
3276,1638.0,0.00013000000000000002
3277,1638.5,-0.00053
3278,1639.0,-0.00072
3279,1639.5,-0.00073
3280,1640.0,-0.00043
3281,1640.5,-0.00036
3282,1641.0,-0.00025
3283,1641.5,-0.00011999999999999999
3284,1642.0,-9e-05
3285,1642.5,-0.0001
3286,1643.0,-0.00011
3287,1643.5,-0.00018999999999999998
3288,1644.0,-0.0004
3289,1644.5,-0.0005200000000000001
3290,1645.0,-0.0005200000000000001
3291,1645.5,-0.00032
3292,1646.0,-0.00022999999999999998
3293,1646.5,-0.00033999999999999997
3294,1647.0,-0.00022999999999999998
3295,1647.5,-0.00055
3296,1648.0,-0.0005
3297,1648.5,-0.00016999999999999999
3298,1649.0,-0.00043
3299,1649.5,-0.0005099999999999999
3300,1650.0,-0.00055
3301,1650.5,-0.00067
3302,1651.0,-0.00045999999999999996
3303,1651.5,-0.00061
3304,1652.0,-0.00022
3305,1652.5,-0.00022999999999999998
3306,1653.0,-2e-05
3307,1653.5,-0.00029
3308,1654.0,-2.9999999999999997e-05
3309,1654.5,-0.0003
3310,1655.0,-0.00043
3311,1655.5,-0.00035
3312,1656.0,-0.00042
3313,1656.5,-0.00013000000000000002
3314,1657.0,-0.00063
3315,1657.5,-0.0011099999999999999
3316,1658.0,-0.00155
3317,1658.5,-0.00147
3318,1659.0,-0.00173
3319,1659.5,-0.00182
3320,1660.0,-0.00197
3321,1660.5,-0.00199
3322,1661.0,-0.00183
3323,1661.5,-0.00193
3324,1662.0,-0.0019399999999999999
3325,1662.5,-0.00164
3326,1663.0,-0.0017399999999999998
3327,1663.5,-0.00162
3328,1664.0,-0.00149
3329,1664.5,-0.00157
3330,1665.0,-0.00162
3331,1665.5,-0.0012900000000000001
3332,1666.0,-0.0016300000000000002
3333,1666.5,-0.00156
3334,1667.0,-0.0015199999999999999
3335,1667.5,-0.00165
3336,1668.0,-0.00144
3337,1668.5,-0.0012900000000000001
3338,1669.0,-0.00145
3339,1669.5,-0.00161
3340,1670.0,-0.00168
3341,1670.5,-0.00134
3342,1671.0,-0.00117
3343,1671.5,-0.00159
3344,1672.0,-0.00215
3345,1672.5,-0.00246
3346,1673.0,-0.0022
3347,1673.5,-0.00193
3348,1674.0,-0.0018899999999999998
3349,1674.5,-0.00186
3350,1675.0,-0.0018100000000000002
3351,1675.5,-0.0019399999999999999
3352,1676.0,-0.0019100000000000002
3353,1676.5,-0.00185
3354,1677.0,-0.00186
3355,1677.5,-0.00186
3356,1678.0,-0.00155
3357,1678.5,-0.00173
3358,1679.0,-0.0017100000000000001
3359,1679.5,-0.0016
3360,1680.0,-0.0013
3361,1680.5,-0.00143
3362,1681.0,-0.00165
3363,1681.5,-0.00165
3364,1682.0,-0.00134
3365,1682.5,-0.0013
3366,1683.0,-0.00133
3367,1683.5,-0.0013599999999999999
3368,1684.0,-0.00137
3369,1684.5,-0.0010199999999999999
3370,1685.0,-0.0010199999999999999
3371,1685.5,-0.00066
3372,1686.0,-0.0006900000000000001
3373,1686.5,-0.0007
3374,1687.0,-0.0006
3375,1687.5,-0.00056
3376,1688.0,-0.00059
3377,1688.5,-0.00032
3378,1689.0,-0.0002
3379,1689.5,-0.0004
3380,1690.0,-0.0003
3381,1690.5,-0.00045999999999999996
3382,1691.0,-0.00036
3383,1691.5,-0.00044
3384,1692.0,-0.0007099999999999999
3385,1692.5,-0.00072
3386,1693.0,-0.00067
3387,1693.5,-0.0006799999999999999
3388,1694.0,-0.0006
3389,1694.5,-0.00037999999999999997
3390,1695.0,-0.00058
3391,1695.5,-0.00065
3392,1696.0,-0.00086
3393,1696.5,-0.0011
3394,1697.0,-0.0013599999999999999
3395,1697.5,-0.00147
3396,1698.0,-0.00121
3397,1698.5,-0.00105
3398,1699.0,-0.00085
3399,1699.5,-0.00128
3400,1700.0,-0.00147
