,x,y
5601,2800.5,0.00011
5602,2801.0,0.00021
5603,2801.5,0.00047000000000000004
5604,2802.0,0.0007
5605,2802.5,0.00055
5606,2803.0,0.0006799999999999999
5607,2803.5,0.00067
5608,2804.0,0.00073
5609,2804.5,0.00067
5610,2805.0,0.00045999999999999996
5611,2805.5,0.00043
5612,2806.0,0.00054
5613,2806.5,0.00039
5614,2807.0,0.0002
5615,2807.5,0.00031
5616,2808.0,0.00025
5617,2808.5,0.00022
5618,2809.0,0.00061
5619,2809.5,0.0007
5620,2810.0,0.0009199999999999999
5621,2810.5,0.00058
5622,2811.0,0.00065
5623,2811.5,0.00049
5624,2812.0,0.00035
5625,2812.5,0.00041
5626,2813.0,0.00015
5627,2813.5,0.00018
5628,2814.0,0.00053
5629,2814.5,0.00033
5630,2815.0,0.00057
5631,2815.5,0.00082
5632,2816.0,0.0007099999999999999
5633,2816.5,0.0006900000000000001
5634,2817.0,0.00053
5635,2817.5,0.00047000000000000004
5636,2818.0,7e-05
5637,2818.5,0.0
5638,2819.0,2e-05
5639,2819.5,9e-05
5640,2820.0,-0.00026000000000000003
5641,2820.5,-0.00058
5642,2821.0,-0.00037999999999999997
5643,2821.5,-2.9999999999999997e-05
5644,2822.0,0.00056
5645,2822.5,0.00035
5646,2823.0,0.0006799999999999999
5647,2823.5,0.00082
5648,2824.0,0.0005099999999999999
5649,2824.5,0.0006
5650,2825.0,0.0006799999999999999
5651,2825.5,0.00073
5652,2826.0,0.0009
5653,2826.5,0.0011300000000000001
5654,2827.0,0.00133
5655,2827.5,0.00156
5656,2828.0,0.0016300000000000002
5657,2828.5,0.00175
5658,2829.0,0.00143
5659,2829.5,0.00133
5660,2830.0,0.00108
5661,2830.5,0.0013800000000000002
5662,2831.0,0.00131
5663,2831.5,0.00139
5664,2832.0,0.0012
5665,2832.5,0.0006900000000000001
5666,2833.0,0.00037999999999999997
5667,2833.5,0.00016
5668,2834.0,0.00022999999999999998
5669,2834.5,-0.00028
5670,2835.0,-0.00037999999999999997
5671,2835.5,-0.00028
5672,2836.0,-1e-05
5673,2836.5,0.00014
5674,2837.0,-0.00016
5675,2837.5,7e-05
5676,2838.0,-0.0002
5677,2838.5,-0.00016
5678,2839.0,-0.00028
5679,2839.5,5e-05
5680,2840.0,0.00021
5681,2840.5,0.00026000000000000003
5682,2841.0,0.0004
