,XH,午餐平均消费,早餐次数,洗澡花销,洗澡次数,成绩等级
644,201424012,11.82555556,19,10.64,2,20
645,201424013,10.975,44,8.26,6,15
646,201424014,17.22380952,14,47.11,14,15
647,201424017,7.317195122,81,122.22,56,15
648,201424018,9.244776119,25,113.05,20,10
649,201424050,9.7528125,9,61.67,12,15
650,201424051,9.158333333,10,3.03,1,20
651,201424053,9.864444444,2,107.59,12,15
652,201424055,8.343466667,8,2.52,1,20
653,201424056,13.88636364,23,60.69,9,15
654,201424057,11.27607143,24,97.3,13,20
655,201424058,8.988431373,19,3.5,2,20
656,201424062,10.57142857,1,63.77,16,20
657,201424068,8.801764706,5,19.74,9,20
658,201424081,10.5027027,16,26.53,5,20
659,201424082,12.30392157,12,10.15,2,20
660,201424083,10.41716418,73,60.69,17,20
661,201424085,9.233333333,17,1.26,1,15
662,201424086,7.564461538,47,52.64,17,20
663,201424087,9.149714286,21,174.58,20,20
664,201424088,11.25153846,2,131.68,26,20
665,201424090,11.10625,12,83.44,22,20
666,201424091,12.69592593,47,50.05,20,20
667,201424092,9.772424242,44,98.56,21,20
668,201424094,9.5,2,223.58,28,20
669,201424095,10.16666667,10,16.59,3,20
670,201424096,10.05857143,17,101.29,17,20
671,201424097,9.403333333,24,112.7,18,20
672,201424110,12.55484848,24,75.6,22,20
673,201424111,11.21538462,1,144.34,24,15
674,201424113,11.91015152,16,23.24,10,15
675,201424114,7.492857143,25,53.41,14,20
676,201424115,10.00112903,36,168.49,46,15
677,201424116,13.5287037,26,120.82,21,20
678,201424117,12.55230769,32,132.79,24,20
679,201424119,9.725714286,80,165.83,32,20
680,201424211,8.451818182,35,57.12,8,15
681,201424212,10.67178082,16,14.07,3,10
682,201424213,10.01671233,40,66.29,16,20
683,201424214,10.75,3,2.94,2,20
684,201424216,11.42108696,16,80.22,18,20
685,201424217,12.64210526,39,33.6,7,15
686,201424241,11.05044444,68,52.15,11,20
687,201424244,9.318166667,37,8.26,3,20
688,201425012,10.45346154,15,48.93,20,15
689,201425016,10.85945946,16,93.52,21,20
690,201425022,10.35,4,5.88,3,20
691,201425023,7.12734375,21,54.53,30,20
692,201425025,9.614313725,73,90.86,15,15
693,201425026,8.96046729,6,22.61,5,10
694,201425029,10.525,77,44.17,19,20
695,201425032,13.93684211,4,13.3,3,20
696,201425033,10.88818182,30,57.33,10,15
697,201425034,9.5928125,52,209.72,47,20
698,201425036,9.353461538,11,154,26,20
699,201425038,9.54375,21,80.08,32,20
700,201425040,16.58888889,31,35.42,9,20
701,201425041,14.2,25,6.23,1,25
702,201425042,13.001,49,64.33,21,20
703,201425043,12.4335,16,216.58,47,20
704,201425044,13.96666667,30,6.79,4,20
705,201425045,13.18333333,13,17.99,6,20
706,201425049,10.93045455,31,60.27,18,20
707,201425051,9.051818182,33,170.1,42,20
708,201425052,9.755,28,35.07,12,20
709,201425054,2.1,4,55.51,31,20
710,201425055,10.08076923,24,2.59,1,20
711,201425056,8.001111111,18,260.33,62,20
712,201425058,13.21,5,23.8,5,20
713,201425060,6.107692308,13,154.7,32,10
714,201425068,13.42166667,16,48.79,17,10
715,201425099,8.975641026,32,109.76,28,20
716,201425121,8.2375,2,39.99,15,20
717,201425124,12.2028,4,151.97,21,20
718,201425125,10.16666667,1,83.23,20,10
719,201425128,6.504166667,23,219.7,67,15
720,201425129,10.1,4,46.34,12,15
721,201426012,10.795,29,83.82,22,15
722,201426013,10.17509091,13,65.82,19,10
723,201426015,10.90408696,103,441.63,103,20
724,201426018,9.115555556,43,22.69,5,20
725,201426019,12.44444444,18,64.23,14,10
726,201426030,10.0365812,100,154.31,53,10
727,201426031,10.40842105,7,23.8,5,15
728,201426035,13,3,266.35,33,10
729,201426036,11.25011976,114,103.25,31,10
730,201426038,9.867526316,9,50.19,15,10
731,201426039,10.75,2,2.45,1,15
732,201426044,10.66814815,30,63.77,17,25
733,201426046,9.88,8,174.3,33,20
734,201426049,11.094,19,24.01,8,10
735,201426050,8.4225,65,270.76,53,20
736,201426051,8.562166667,96,253.89,64,15
737,201426053,9.548837209,40,66.22,41,20
738,201426054,8.868023256,28,56.42,17,10
739,201426055,10.51857143,46,14.91,7,20
740,201426056,6.516666667,11,70.77,17,15
741,201426059,16.78833333,15,44.38,11,20
742,201426060,22.31,30,46.22,15,10
743,201426061,9.57137931,34,243.11,55,10
744,201426062,7.841176471,9,731.29,107,10
745,201426063,15.64916667,41,8.12,4,10
746,201426064,11.11716667,114,325.46,85,10
747,201426067,11.11533333,119,81.34,19,10
748,201426068,7.240686275,21,16.12,5,10
749,201426069,8.071666667,88,117.39,51,10
750,201426073,9.14952381,8,118.09,40,10
751,201426075,11.27109091,35,131.88,52,20
752,201426077,8.713043478,14,247.68,81,10
753,201426110,8.06,134,262.64,48,20
754,201426111,8.833333333,15,44.43,13,20
755,201426112,8.235483871,12,119.14,23,20
756,201426113,9,1,20.79,4,20
757,201426116,17.62863636,75,94.13,18,20
758,201426117,12.42692308,4,22.68,8,15
759,201426118,9.894084507,68,87.67,23,20
760,201426119,9.033333333,1,38.58,8,20
761,201426140,9.508888889,85,17.36,5,10
762,201426143,10.72222222,11,79.1,15,20
763,201426144,11.58333333,1,6.16,2,10
764,201426148,10.46769231,24,64.19,18,20
765,201426150,9.825,6,204.05,42,20
766,201426151,5.985,7,215.46,33,10
767,201426152,10.86666667,9,22.19,8,20
768,201426153,11.78596491,62,116.13,31,15
769,201426156,9.5,5,129.78,37,20
770,201426157,13.54473684,8,50.19,13,15
771,201426158,9.334951456,109,80.78,18,10
772,201427010,10.23172414,47,30.03,8,10
773,201427011,11.65431818,45,198.87,63,10
774,201427012,10.72534483,36,17.43,8,10
775,201427014,9.2875,21,27.3,10,10
776,201427015,12.49,28,4.76,1,10
777,201427017,9.08,11,81.69,13,10
778,201427018,11.15705128,31,83.37,16,10
779,201427019,10.38571429,44,81.62,20,10
780,201427020,11.10764706,13,25.83,7,15
781,201427021,11.09423077,96,150.22,16,20
782,201427022,10.64285714,1,17.85,3,20
783,201427024,12.94862069,5,55.3,11,20
784,201427026,7.838292683,45,5.6,1,20
785,201427027,9.216304348,97,135.73,54,20
786,201427028,12.28945946,32,101.57,39,20
787,201427029,16.66666667,3,169.33,25,20
788,201427031,14.36,41,60.62,22,15
789,201427033,16.052,7,39.41,13,15
790,201427035,10.17195122,20,40.18,18,15
791,201427036,10.3727907,32,68.74,21,20
792,201427037,12.27015385,9,4.2,1,15
793,201427038,9.95245283,44,33.25,17,20
794,201427039,9.649148936,31,47.81,12,15
795,201427040,11.01666667,21,5.32,2,20
796,201427042,13.83,11,65.38,20,10
797,201427044,9.689245283,17,79.8,24,10
798,201427045,12.20097561,28,89.32,32,10
799,201427049,13.07909091,5,108.78,22,10
800,201427050,10.38181818,4,183.89,33,15
801,201427051,12.07359551,13,112.14,26,15
802,201427053,8.995555556,28,67.34,29,15
803,201427055,8.068181818,36,67.41,19,15
804,201427056,9.7,4,106.96,38,15
805,201427059,9.12826087,63,22.89,10,10
806,201427110,8.59875,34,130.2,16,10
807,201427113,10.91785714,65,98.49,34,10
808,201428017,10.725,9,59.64,12,20
809,201428018,11.221,1,62.44,27,20
810,201428022,9.25,3,119.07,30,20
811,201428023,8.622666667,7,52.29,14,20
812,201428025,10.96692308,18,22.19,3,20
813,201428027,8.393548387,41,114.24,20,20
814,201428029,10.2140625,48,110.11,25,20
815,201428030,9.075,9,45.57,8,20
816,201428032,10.71851852,42,102.83,29,20
817,201428033,12.68477273,17,19.46,12,20
818,201428034,10.37892857,36,41.02,12,20
819,201428035,12.00818182,23,106.19,24,20
820,201428037,19.43166667,41,40.81,11,20
821,201428038,7.714444444,14,35.7,9,20
822,201428039,12.30877551,41,110.95,26,20
823,201428044,10,33,177.31,48,20
824,201428046,10.61538462,5,37.17,26,20
825,201428053,9.931460674,78,82.18,22,20
826,201428054,7.333333333,46,181.09,31,20
827,201428056,10.5,5,60.76,20,15
828,201428058,11.95526316,16,123.55,23,20
829,201428063,9.1,1,364.25,45,20
830,201428066,10.06134146,85,218.33,31,20
831,201428070,10.04409449,98,57.96,20,10
832,201428071,10.7784,82,108.01,60,10
833,201428072,9.977763158,131,81.2,30,10
834,201428073,11.166,9,13.93,4,10
835,201428074,7.70862069,32,90.02,17,10
836,201428075,19.14210526,25,70.49,24,10
837,201428076,11.12864407,9,39.48,17,10
838,201428078,10.3439759,39,97.72,28,10
839,201428079,13.55658537,41,70.21,18,10
840,201428081,9.6375,7,62.02,16,20
841,201428135,12.212,15,206.99,40,20
842,201428136,13.47277778,5,58.24,15,20
843,201428137,11.2,1,120.05,20,20
844,201428138,12.79222222,1,82.6,13,20
845,201429020,8.617283951,107,39.05,23,10
846,201429021,10.60069444,9,22.84,9,20
847,201429023,9.23255814,43,7.99,5,10
848,201429024,10.23972603,37,10.24,10,15
849,201429025,10.50347222,55,73.04,40,10
850,201429026,10.29487179,54,80.38,28,10
851,201429030,11.11363636,2,13.02,7,10
852,201429033,11.54803922,14,164.18,25,15
853,201429034,12.39402985,25,61.5,22,20
854,201429035,13.78444444,39,17.8,12,20
855,201429036,9.46459854,65,56.94,29,20
856,201429039,12.36666667,3,28.89,12,10
857,201429040,11.53571429,3,25.82,13,20
858,201429042,15.96666667,1,5,3,20
859,201429043,15.88636364,11,23.42,7,15
860,201429044,9,1,4.4,2,20
861,201429046,15.21153846,20,74.14,19,20
862,201429120,8.107222222,47,235.7,41,15
863,201429122,11.10434783,8,57.6,12,10
864,201429125,7.822424242,105,2.73,2,15
865,201429126,10.97619048,2,6.02,1,10
866,201429127,10.61267606,4,82.25,34,10
867,201429128,10.83181818,3,50.54,11,10
868,201429130,10.02888889,31,98.31,39,20
869,201429132,10,2,90.65,30,10
870,201429133,11.42307692,11,59.72,26,15
871,201429137,12.15916667,8,80.01,42,20
872,201429139,8.42755102,43,61.9,17,15
873,201429221,11.08962264,99,76.51,28,15
874,201429222,11.25769231,21,75.6,21,10
875,201429224,11.50769231,2,67.08,24,20
876,201429225,7.796875,8,65.11,27,15
877,201429226,10.44,6,28,16,20
878,201429228,10.07903226,36,8.64,4,20
879,201429229,9.75,1,7.8,3,10
880,201429320,9.1875,48,84.69,36,20
881,201429322,11.24626866,62,22.98,12,10
882,201429324,11.96666667,5,28.4,8,15
883,201429325,11.73636364,4,193.16,33,10
884,201429326,8.122916667,39,114.8,56,20
885,201429328,8.992156863,12,137.68,24,15
886,201429329,15.32345679,84,9.1,4,20
887,201429421,7.434444444,11,120.94,38,10
888,201429422,11.64038462,38,2.2,1,15
889,201429423,8.569444444,9,33.53,12,10
890,201429425,13.1515625,8,31.8,11,10
891,201429428,11.3125,18,36.24,17,20
892,201429429,10.50645161,11,51.59,33,20
893,201430000,13.0757,34,206.5,46,15
894,201430003,12.53831633,178,310.38,76,15
895,201430004,12.30961538,44,62.09,22,20
896,201430008,9.891304348,8,358.61,64,20
897,201430009,10.87294118,9,150.15,33,20
898,201430037,10.28602273,1,134.68,50,10
899,201430040,12.64206897,28,38.15,12,10
900,201430041,13.15702128,5,28.35,6,10
901,201430044,11.17,8,149.45,42,10
902,201430046,17.58,1,96.53,15,20
903,201430048,9.9,4,10.08,2,20
904,201430049,9,4,73.71,12,20
905,201431010,9.4075,9,62.58,11,20
906,201431012,6.44,11,87.29,15,20
907,201431013,10.705,4,97.65,26,20
908,201431015,7.422222222,37,245.28,44,20
909,201431016,12.9,24,47.67,10,20
910,201431017,15.51571429,9,156.66,27,20
911,201431018,11.20576923,16,68.95,18,20
912,201431019,10.26875,1,50.4,16,20
913,201431111,14.05333333,7,83.58,19,20
914,201431112,9.3325,1,44.52,6,20
915,201431113,6.0775,3,237.93,37,20
916,201431115,8.7,3,67.55,17,20
917,201431116,8.057222222,3,167.16,12,20
918,201431117,10.5,1,97.86,22,20
919,201431118,11.35375,5,82.67,19,20
920,201432045,13.80933333,16,18.97,3,20
921,201432055,9.35046875,67,187.88,33,20
922,201433040,10.62647059,53,139.58,33,15
923,201434010,8.558360656,11,20.79,6,20
924,201434012,9.250810811,25,7.63,1,20
925,201434013,8.139090909,12,56,25,25
926,201434015,11.964,5,163.24,41,20
927,201434020,10.68225806,5,156.45,94,20
928,201434050,9.379444444,21,45.08,16,20
929,201434051,11.31119403,55,68.18,11,15
930,201434052,8.414285714,1,86.94,8,20
931,201434053,12.29166667,6,104.93,16,15
932,201434054,15.045,2,96.32,11,20
933,201434055,13.05183099,53,25.27,7,20
934,201434057,9.379714286,5,40.46,7,20
935,201434059,10.10447761,3,7.91,1,10
936,201434068,15.47947368,7,19.18,2,20
937,201434069,10.53,3,72.66,18,25
938,201434072,8.305116279,34,113.47,20,20
939,201434080,9.519230769,43,142.24,14,20
940,201434090,21.1697561,11,22.61,6,20
941,201434091,8.244444444,21,38.92,10,20
942,201434092,11.74243243,3,43.68,13,15
943,201434093,15.45717391,16,34.93,5,20
944,201434094,9.543265306,37,10.36,4,20
945,201434097,12.4,1,55.65,12,20
946,201434098,11.89722222,24,20.3,8,20
947,201434099,10.5,3,121.38,41,20
948,201434111,8.888333333,23,244.73,32,10
949,201434113,7.853333333,4,80.64,15,20
950,201434115,9.901570248,93,38.71,9,20
951,201434116,11.35736842,20,69.37,17,15
952,201434117,8.56025974,69,55.16,16,15
953,201434118,11.10521127,73,101.5,16,20
954,201434119,10,8,328.58,29,20
955,201434210,11.32263158,2,77.63,12,20
956,201434212,9.233294118,24,194.95,30,20
957,201434213,10.98833333,19,434.07,59,20
958,201434214,11.97285714,11,5.6,2,20
959,201434215,7.047575758,22,19.6,4,20
960,201434216,7.373628319,29,109.34,23,20
961,201434217,12.05394737,7,78.33,21,15
962,201434218,9.794047619,42,81.55,14,20
963,201434219,14.36047619,3,62.44,15,20
964,201435010,12.85294118,25,2.19,1,20
965,201435013,12.12,1,11.2,3,10
966,201435015,8.745090909,24,217,35,20
967,201435016,8.8605,24,30.45,11,20
968,201435022,10.5125,10,217,43,20
969,201435025,8.51578125,39,195.44,54,20
970,201435027,9.9192,13,14.84,5,10
971,201435028,14.88894737,21,197.41,43,15
972,201435029,15.10625,3,2.17,1,20
973,201435030,7.774285714,15,100.24,25,20
974,201435031,10.58083333,21,4.48,1,20
975,201435041,15.914,5,120.68,17,20
976,201435043,11.62102564,3,41.65,8,20
977,201435046,10.66666667,8,78.05,14,20
978,201435051,11.7,2,61.11,12,20
979,201435052,8.982,8,7.14,2,20
980,201435053,16.7,2,102.34,33,25
981,201435056,13.00875,17,175.28,54,20
982,201435057,10.88727273,29,91.07,22,20
983,201435058,18.65416667,1,130.9,39,20
984,201435059,10.38782609,20,226.17,23,20
985,201435061,10.75,10,7.84,3,10
986,201435062,15.32115385,28,215.53,30,10
987,201435063,3.611111111,6,147.14,42,10
988,201435064,12.38461538,41,183.96,43,10
989,201435097,10.95870968,32,10.99,5,20
990,201435120,7.285714286,22,205.66,70,20
991,201435122,13.84705882,22,74.9,28,20
992,201435123,12.83035714,4,336.91,46,20
993,201435124,9.264285714,6,130.34,30,20
994,201435125,11.94833333,3,303.77,42,15
995,201435126,10.44666667,2,39.34,7,20
996,201435127,11.3326087,1,148.68,31,15
997,201436010,11.32948718,25,64.41,22,15
998,201436012,9.663478261,13,73.31,24,20
999,201436013,10.025,3,62.74,14,15
1000,201436014,10.78101695,7,76.79,21,20
1001,201436015,8.485294118,2,13.72,10,20
1002,201436016,14.44357143,2,34.6,11,20
1003,201436017,9.548809524,54,3.35,1,20
1004,201436019,9.824534884,49,11.98,5,20
1005,201436032,9.711363636,24,168.21,47,10
1006,201436033,7.545333333,76,120.08,30,10
1007,201436034,10.61,42,244.72,51,15
1008,201436035,10,24,48.65,6,10
1009,201436036,9.75,8,21.35,5,15
1010,201436037,11.99823529,10,40.46,17,15
1011,201436038,12.48677966,21,165.2,43,10
1012,201436039,10.312,98,84.42,48,10
1013,201436043,9.642424242,93,77.42,21,15
1014,201436044,12.28217391,47,121.45,26,20
1015,201436048,17.07578947,12,282.24,48,15
1016,201436050,11.64237288,18,64.26,21,15
1017,201436052,8.699166667,6,77.28,24,10
1018,201436053,12.875,8,47.6,9,20
1019,201436054,8.474074074,32,271.2,55,20
1020,201436055,9.869259259,3,103.04,28,20
1021,201436056,10.82380952,3,75.74,31,10
1022,201436058,9.482786885,118,58.8,22,10
1023,201436059,9.211538462,14,146.79,19,20
1024,201436060,9.385,14,16.38,3,10
1025,201436110,10,47,5.6,1,15
1026,201436111,11.32818182,3,87.51,18,20
1027,201436112,10.55486486,3,81.99,15,15
1028,201436113,10.80972222,47,19.95,14,20
1029,201436114,10.2431,119,157.02,32,15
1030,201436115,13.218,45,44.19,14,20
1031,201436117,9.140930233,100,81.55,45,20
1032,201436118,9.774358974,18,85.23,22,15
1033,201436119,9.7803125,70,3.36,2,10
1034,201436141,10.79,1,50.61,11,10
1035,201436144,9.303333333,60,83.37,15,20
1036,201436149,11.46690476,17,25.9,8,20
1037,201436151,10.80490196,45,58.38,22,10
1038,201436154,8.784722222,10,110.88,32,20
1039,201436155,11.44184211,7,74.34,17,10
1040,201436156,11.20826087,5,46.06,18,20
1041,201436157,9.383846154,104,83.23,46,10
1042,201436159,10.60909091,15,27.51,7,20
1043,201437012,10.58581081,11,49.98,23,10
1044,201437013,12.76538462,6,29.96,4,10
1045,201437016,13.33818182,2,107.17,19,10
1046,201437017,10.8125,2,3.71,2,10
1047,201437018,10.07758621,48,31.78,7,10
1048,201437022,12.58181818,2,127.05,25,20
1049,201437023,11.11190476,7,129.08,17,20
1050,201437024,9.234722222,27,12.18,2,20
1051,201437026,9.49675,15,200.34,61,20
1052,201437028,10.37555556,17,7.7,2,20
1053,201437029,19.27183099,39,68.6,12,20
1054,201437030,9.994918033,16,32.76,8,20
1055,201437032,9.1,8,173.32,38,20
1056,201437033,11.94304348,11,24.29,5,15
1057,201437034,14.63592593,29,72.73,20,20
1058,201437035,12.20833333,8,150.71,35,15
1059,201437036,8.416666667,2,88.48,29,15
1060,201437037,12.755,11,7.84,2,20
1061,201437038,9.972222222,13,123.13,30,20
1062,201437039,10.23923077,2,35.91,7,15
1063,201437043,9.351595745,90,82.18,29,10
1064,201437045,12.90741935,15,68.67,31,10
1065,201437046,8.166964286,64,123.97,23,10
1066,201437048,12.64521739,36,51.17,23,10
1067,201437050,8.261904762,66,135.8,51,15
1068,201437052,7.5,1,8.75,2,15
1069,201437053,11.625,43,15.4,11,15
1070,201437054,4,19,19.6,5,15
1071,201437055,11.16666667,19,17.01,4,15
1072,201437056,9.379433962,57,97.65,19,10
1073,201437057,10.34040816,53,72.24,27,15
1074,201437058,10.66666667,20,12.95,5,15
1075,201437059,6.70182243,150,77.21,26,15
1076,201438011,14.51666667,2,21.98,6,20
1077,201438012,9.5925,21,7.42,2,20
1078,201438013,25,5,69.58,12,20
1079,201438016,10.0452381,55,67.69,19,20
1080,201438022,9.886712329,27,59.01,22,20
1081,201438026,8.325,1,75.32,21,20
1082,201438030,6.206125,122,73.22,19,20
1083,201438032,10.67942857,20,86.1,16,20
1084,201438033,12.55714286,1,139.02,40,20
1085,201438034,11.13291667,21,128.87,28,20
1086,201438036,19.85333333,2,198.52,30,20
1087,201438039,13.53333333,13,30.73,8,20
1088,201438040,7.507605634,20,85.96,23,20
1089,201438043,12.32,14,39.62,7,20
1090,201438050,12.33333333,3,79.59,27,20
1091,201438051,9.473076923,15,11.06,3,20
1092,201438057,10.96428571,1,3.74,1,20
1093,201438060,11.0125,1,245.7,43,20
1094,201438064,11.10416667,5,124.6,19,20
1095,201438070,12.43809524,3,27.79,7,10
1096,201438071,12.20928571,38,2.66,1,10
1097,201438072,9.146774194,6,58.45,20,10
1098,201438074,10.71125,13,173.11,29,10
1099,201438076,11.19125,3,262.15,71,10
1100,201438077,13.73470588,141,52.22,12,10
1101,201438078,9.876127451,36,106.19,20,10
1102,201438079,10.15329787,66,62.09,15,10
1103,201438131,12.07711111,5,8.26,1,20
1104,201438135,8.454285714,12,86.59,10,20
1105,201438136,8.785046729,3,49.84,11,20
1106,201438138,33.815,1,32.41,9,20
1107,201439024,11.9,5,22.98,8,10
1108,201439026,10.68333333,10,26.2,21,10
1109,201439027,12.58287671,13,13.2,9,10
1110,201439028,10.17647059,28,35.45,14,15
1111,201439029,10.2875,9,40.23,18,15
1112,201439031,10.52380952,13,26.63,15,15
1113,201439032,10.42857143,26,182.03,43,20
1114,201439033,10.72096774,19,8.46,5,10
1115,201439034,18.15425532,28,94.73,36,15
1116,201439035,12.18444444,7,90.5,28,15
1117,201439036,13.83333333,1,50.08,18,15
1118,201439037,6.046153846,147,107.15,19,15
1119,201439039,15.52898551,35,90.18,28,15
1120,201439040,14.18291667,2,78.83,33,20
1121,201439041,12.79411765,4,132.18,46,20
1122,201439043,14.925,6,8.6,5,15
1123,201439046,11.21176471,3,19.4,5,20
1124,201439047,11.2536,21,60.1,11,20
1125,201439048,8.445364238,23,255.75,100,20
