姓名,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
Isaac Austin,96--97,MIA,82.0,17.0,22.9,0.502,3.9,7.8,0.0,0.0,0.0,0.664,1.8,2.8,5.8,1.7,4.2,1.2,0.5,0.5,2.0,3.0,9.7,61.0,21.0
Isaac Austin,93--94,PHI,14.0,0.0,14.4,0.439,2.1,4.7,0.0,0.0,0.1,0.609,1.0,1.6,4.9,1.8,3.1,1.2,0.4,0.7,1.2,2.1,5.1,4.0,10.0
Isaac Austin,92--93,UTA,46.0,3.0,6.7,0.446,1.1,2.4,0.0,0.0,0.0,0.659,0.6,1.0,1.7,0.8,0.9,0.1,0.2,0.3,0.5,1.3,2.8,27.0,19.0
Isaac Austin,91--92,UTA,31.0,0.0,3.6,0.457,0.7,1.5,,0.0,0.0,0.633,0.6,1.0,1.1,0.4,0.8,0.2,0.1,0.1,0.3,0.6,2.0,23.0,8.0
James Augustine,07--08,ORL,25.0,0.0,6.0,0.529,0.7,1.4,,0.0,0.0,0.5,0.2,0.3,1.2,0.6,0.6,0.1,0.2,0.1,0.2,0.7,1.6,16.0,9.0
James Augustine,06--07,ORL,2.0,0.0,3.5,0.333,0.5,1.5,,0.0,0.0,,0.0,0.0,1.5,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
 Augustin,16--17,ORL,78.0,20.0,19.7,0.377,2.5,6.6,0.34700000000000003,1.2,3.5,0.8140000000000001,1.7,2.1,1.5,0.2,1.3,2.7,0.4,0.0,1.2,1.3,7.9,29.0,49.0
 Augustin,15--16,TOT,62.0,0.0,19.1,0.423,2.4,5.6,0.405,1.1,2.7,0.805,1.7,2.1,1.5,0.1,1.4,3.2,0.6,0.1,1.4,1.4,7.5,35.0,27.0
 Augustin,15--16,DEN,28.0,0.0,23.6,0.445,3.6,8.2,0.411,1.6,3.8,0.8190000000000001,2.8,3.4,1.9,0.1,1.8,4.7,0.9,0.1,1.9,1.6,11.6,11.0,17.0
 Augustin,15--16,OKC,34.0,0.0,15.3,0.38,1.4,3.6,0.393,0.7,1.8,0.765,0.8,1.0,1.3,0.1,1.1,1.9,0.4,0.1,0.9,1.2,4.2,24.0,10.0
 Augustin,14--15,TOT,82.0,14.0,24.0,0.399,3.1,7.9,0.337,1.0,3.0,0.868,2.2,2.5,2.0,0.2,1.7,4.3,0.6,0.0,1.8,1.1,9.5,37.0,45.0
 Augustin,14--15,OKC,28.0,1.0,24.2,0.371,2.5,6.6,0.354,1.2,3.4,0.861,1.1,1.3,2.2,0.3,1.9,3.1,0.6,0.0,1.3,1.1,7.3,16.0,12.0
 Augustin,14--15,DET,54.0,13.0,23.8,0.41,3.5,8.5,0.327,0.9,2.8,0.87,2.7,3.1,1.9,0.2,1.6,4.9,0.6,0.0,2.0,1.1,10.6,21.0,33.0
