姓名,赛季,球队,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分
Calbert Cheaney,94--95,WSB,50.0,0.9,14.0,25.0,1.0,4.0,9.0,1.0,7.0,9.0,11.0,4.0,8.0,6.0,5.0,2.0,7.0,5.0,32.0
Calbert Cheaney,93--94,WSB,42.0,0.75,14.0,26.0,1.0,1.0,2.0,1.0,9.0,11.0,9.0,6.0,7.0,9.0,4.0,1.0,6.0,5.0,31.0
Lorenzo Charles,85--86,ATL,21.0,1.0,4.0,8.0,,0.0,0.0,1.0,4.0,9.0,4.0,2.0,3.0,2.0,1.0,1.0,3.0,5.0,12.0
Rex Chapman,99--00,PHO,44.0,1.0,10.0,18.0,1.0,4.0,8.0,1.0,6.0,8.0,8.0,1.0,8.0,6.0,2.0,1.0,3.0,4.0,29.0
Rex Chapman,98--99,PHO,43.0,0.636,9.0,22.0,1.0,4.0,11.0,1.0,7.0,9.0,8.0,2.0,8.0,7.0,3.0,2.0,5.0,4.0,25.0
Rex Chapman,97--98,PHO,54.0,0.727,12.0,25.0,1.0,6.0,10.0,1.0,11.0,11.0,8.0,3.0,8.0,8.0,3.0,2.0,6.0,5.0,33.0
Rex Chapman,96--97,PHO,49.0,0.727,12.0,22.0,1.0,6.0,11.0,1.0,9.0,12.0,7.0,3.0,6.0,8.0,4.0,1.0,5.0,6.0,32.0
Rex Chapman,95--96,MIA,46.0,0.706,12.0,22.0,1.0,9.0,13.0,1.0,6.0,7.0,8.0,3.0,6.0,9.0,3.0,2.0,5.0,5.0,39.0
Rex Chapman,94--95,WSB,44.0,0.833,12.0,24.0,0.583,8.0,14.0,1.0,9.0,10.0,6.0,2.0,6.0,6.0,3.0,2.0,4.0,5.0,35.0
Rex Chapman,93--94,WSB,46.0,1.0,15.0,26.0,1.0,4.0,7.0,1.0,9.0,11.0,8.0,4.0,8.0,7.0,4.0,2.0,5.0,4.0,39.0
Rex Chapman,92--93,WSB,50.0,1.0,16.0,23.0,1.0,5.0,10.0,1.0,9.0,12.0,5.0,2.0,5.0,6.0,4.0,2.0,5.0,6.0,37.0
Rex Chapman,91--92,TOT,35.0,0.857,10.0,22.0,1.0,2.0,5.0,1.0,5.0,8.0,8.0,2.0,8.0,11.0,2.0,2.0,6.0,5.0,27.0
Rex Chapman,91--92,WSB,22.0,0.417,5.0,12.0,0.0,0.0,2.0,,0.0,0.0,4.0,1.0,3.0,3.0,1.0,0.0,3.0,4.0,10.0
Rex Chapman,91--92,CHH,35.0,0.857,10.0,22.0,1.0,2.0,5.0,1.0,5.0,8.0,8.0,2.0,8.0,11.0,2.0,2.0,6.0,5.0,27.0
Rex Chapman,90--91,CHH,43.0,0.706,13.0,26.0,1.0,4.0,6.0,1.0,9.0,11.0,11.0,4.0,11.0,9.0,5.0,2.0,6.0,6.0,36.0
Rex Chapman,89--90,CHH,43.0,0.7,17.0,32.0,1.0,3.0,9.0,1.0,13.0,13.0,9.0,3.0,7.0,6.0,4.0,1.0,6.0,5.0,38.0
Rex Chapman,88--89,CHH,40.0,0.7140000000000001,16.0,28.0,1.0,4.0,8.0,1.0,8.0,9.0,6.0,5.0,5.0,7.0,4.0,3.0,5.0,6.0,37.0
Wilson Chandler,16--17,DEN,43.0,0.7,14.0,25.0,1.0,6.0,11.0,1.0,13.0,17.0,16.0,6.0,11.0,6.0,3.0,4.0,5.0,6.0,36.0
Wilson Chandler,14--15,DEN,49.0,0.75,12.0,23.0,1.0,6.0,12.0,1.0,6.0,8.0,11.0,6.0,10.0,6.0,4.0,2.0,5.0,6.0,32.0
Wilson Chandler,13--14,DEN,46.0,0.75,11.0,22.0,1.0,6.0,12.0,1.0,7.0,9.0,10.0,4.0,9.0,5.0,3.0,4.0,4.0,6.0,25.0
Wilson Chandler,12--13,DEN,41.0,0.889,13.0,21.0,1.0,6.0,7.0,1.0,8.0,9.0,10.0,4.0,8.0,5.0,3.0,2.0,4.0,5.0,35.0
Wilson Chandler,11--12,DEN,35.0,0.6,6.0,16.0,1.0,1.0,5.0,1.0,3.0,4.0,10.0,2.0,9.0,5.0,2.0,2.0,5.0,3.0,13.0
Wilson Chandler,10--11,TOT,45.0,1.0,13.0,22.0,1.0,5.0,10.0,1.0,8.0,8.0,16.0,6.0,10.0,7.0,3.0,6.0,6.0,6.0,31.0
Wilson Chandler,10--11,DEN,41.0,1.0,10.0,20.0,0.8,4.0,6.0,1.0,6.0,7.0,10.0,3.0,10.0,3.0,3.0,6.0,6.0,5.0,27.0
Wilson Chandler,10--11,NYK,45.0,0.778,13.0,22.0,1.0,5.0,10.0,1.0,8.0,8.0,16.0,6.0,10.0,7.0,3.0,5.0,3.0,6.0,31.0
Wilson Chandler,09--10,NYK,48.0,0.7140000000000001,15.0,23.0,1.0,4.0,6.0,1.0,6.0,8.0,17.0,4.0,15.0,6.0,3.0,4.0,5.0,6.0,35.0
Wilson Chandler,08--09,NYK,49.0,0.917,12.0,23.0,1.0,6.0,12.0,1.0,11.0,12.0,12.0,4.0,10.0,6.0,3.0,4.0,6.0,6.0,32.0
Wilson Chandler,07--08,NYK,44.0,0.889,8.0,16.0,1.0,2.0,4.0,1.0,8.0,10.0,10.0,4.0,8.0,5.0,2.0,3.0,4.0,6.0,23.0
Tyson Chandler,16--17,PHO,41.0,1.0,9.0,14.0,,0.0,0.0,1.0,6.0,8.0,23.0,9.0,16.0,3.0,3.0,2.0,4.0,6.0,22.0
Tyson Chandler,15--16,PHO,44.0,1.0,10.0,12.0,0.0,0.0,1.0,1.0,9.0,12.0,27.0,13.0,16.0,5.0,2.0,3.0,4.0,6.0,21.0
Tyson Chandler,14--15,DAL,44.0,1.0,9.0,12.0,,0.0,0.0,1.0,12.0,15.0,25.0,10.0,15.0,5.0,4.0,5.0,5.0,5.0,22.0
Tyson Chandler,13--14,NYK,42.0,1.0,8.0,13.0,0.0,0.0,1.0,1.0,7.0,8.0,23.0,8.0,19.0,3.0,3.0,5.0,5.0,6.0,19.0
Tyson Chandler,12--13,NYK,45.0,1.0,12.0,13.0,,0.0,0.0,1.0,11.0,14.0,28.0,10.0,18.0,5.0,3.0,5.0,4.0,6.0,28.0
Tyson Chandler,11--12,NYK,44.0,1.0,9.0,13.0,0.0,0.0,1.0,1.0,11.0,14.0,17.0,10.0,13.0,3.0,4.0,6.0,5.0,6.0,25.0
Tyson Chandler,10--11,DAL,38.0,1.0,10.0,14.0,,0.0,0.0,1.0,13.0,16.0,18.0,8.0,14.0,3.0,3.0,3.0,5.0,6.0,23.0
Tyson Chandler,09--10,CHA,40.0,1.0,7.0,9.0,,0.0,0.0,1.0,9.0,10.0,14.0,6.0,11.0,2.0,2.0,6.0,8.0,6.0,16.0
Tyson Chandler,08--09,NOH,40.0,1.0,7.0,11.0,,0.0,0.0,1.0,6.0,8.0,17.0,8.0,12.0,3.0,3.0,4.0,5.0,6.0,16.0
Tyson Chandler,07--08,NOH,50.0,1.0,10.0,17.0,0.0,0.0,1.0,1.0,7.0,10.0,22.0,12.0,16.0,5.0,3.0,4.0,5.0,6.0,22.0
Tyson Chandler,06--07,NOH,47.0,1.0,10.0,17.0,0.0,0.0,1.0,1.0,8.0,10.0,23.0,12.0,14.0,4.0,3.0,7.0,5.0,6.0,22.0
Tyson Chandler,05--06,CHI,43.0,1.0,7.0,9.0,0.0,0.0,1.0,1.0,8.0,11.0,21.0,11.0,14.0,4.0,3.0,4.0,4.0,6.0,15.0
Tyson Chandler,04--05,CHI,42.0,1.0,7.0,13.0,0.0,0.0,1.0,1.0,9.0,12.0,22.0,11.0,16.0,3.0,4.0,7.0,5.0,6.0,18.0
Tyson Chandler,03--04,CHI,45.0,1.0,7.0,12.0,0.0,0.0,1.0,1.0,14.0,16.0,22.0,9.0,13.0,3.0,4.0,4.0,5.0,6.0,22.0
Tyson Chandler,02--03,CHI,43.0,1.0,10.0,16.0,,0.0,0.0,1.0,9.0,12.0,22.0,9.0,15.0,4.0,5.0,7.0,7.0,6.0,27.0
Tyson Chandler,01--02,CHI,48.0,1.0,6.0,13.0,,0.0,0.0,1.0,9.0,11.0,15.0,7.0,11.0,6.0,2.0,5.0,6.0,6.0,21.0
Mike Champion,88--89,SEA,3.0,0.0,0.0,2.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Tom Chambers,97--98,PHI,10.0,1.0,2.0,2.0,,0.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,6.0
Tom Chambers,96--97,CHH,13.0,1.0,3.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,0.0,3.0,2.0,8.0
Tom Chambers,94--95,UTA,30.0,1.0,7.0,12.0,1.0,1.0,2.0,1.0,8.0,8.0,8.0,3.0,6.0,4.0,4.0,4.0,3.0,6.0,16.0
Tom Chambers,93--94,UTA,37.0,1.0,9.0,18.0,1.0,2.0,3.0,1.0,10.0,11.0,12.0,4.0,11.0,4.0,2.0,2.0,4.0,6.0,26.0
Tom Chambers,92--93,PHO,36.0,1.0,11.0,20.0,1.0,3.0,5.0,1.0,10.0,13.0,13.0,6.0,12.0,5.0,3.0,3.0,5.0,6.0,28.0
Tom Chambers,91--92,PHO,44.0,0.765,13.0,32.0,1.0,2.0,4.0,1.0,16.0,17.0,14.0,6.0,11.0,7.0,5.0,3.0,8.0,6.0,36.0
Tom Chambers,90--91,PHO,43.0,0.818,16.0,31.0,1.0,2.0,4.0,1.0,13.0,17.0,13.0,5.0,10.0,9.0,3.0,4.0,7.0,6.0,39.0
Tom Chambers,89--90,PHO,48.0,0.833,22.0,32.0,1.0,2.0,4.0,1.0,17.0,22.0,17.0,4.0,15.0,8.0,5.0,4.0,8.0,6.0,60.0
Tom Chambers,88--89,PHO,45.0,0.812,17.0,29.0,1.0,3.0,3.0,1.0,14.0,16.0,18.0,5.0,16.0,8.0,5.0,4.0,9.0,6.0,42.0
Tom Chambers,87--88,SEA,46.0,0.706,15.0,26.0,1.0,4.0,6.0,1.0,16.0,16.0,12.0,6.0,10.0,8.0,7.0,4.0,6.0,6.0,46.0
Tom Chambers,86--87,SEA,50.0,0.8,15.0,29.0,1.0,4.0,5.0,1.0,18.0,20.0,13.0,6.0,10.0,8.0,4.0,4.0,7.0,6.0,42.0
Tom Chambers,85--86,SEA,49.0,0.8,12.0,26.0,1.0,1.0,4.0,1.0,11.0,14.0,16.0,5.0,12.0,7.0,4.0,3.0,7.0,6.0,32.0
Tom Chambers,84--85,SEA,,,,,,,,,,,,,,,,,,,
Tom Chambers,83--84,SEA,,,,,,,,,,,,,,,,,,,
Tom Chambers,82--83,SDC,,,,,,,,,,,,,,,,,,,
Tom Chambers,81--82,SDC,,,,,,,,,,,,,,,,,,,
Mario Chalmers,15--16,TOT,42.0,1.0,9.0,19.0,1.0,4.0,8.0,1.0,13.0,15.0,8.0,2.0,7.0,10.0,5.0,2.0,5.0,5.0,29.0
Mario Chalmers,15--16,MEM,42.0,1.0,9.0,19.0,1.0,4.0,8.0,1.0,13.0,15.0,8.0,2.0,7.0,10.0,5.0,2.0,5.0,5.0,29.0
Mario Chalmers,15--16,MIA,25.0,0.5,3.0,9.0,0.5,1.0,4.0,1.0,5.0,5.0,7.0,1.0,7.0,6.0,2.0,1.0,3.0,4.0,9.0
Mario Chalmers,14--15,MIA,40.0,0.75,10.0,17.0,1.0,3.0,8.0,1.0,11.0,13.0,9.0,2.0,8.0,11.0,8.0,1.0,5.0,6.0,24.0
Mario Chalmers,13--14,MIA,44.0,0.833,7.0,14.0,1.0,4.0,8.0,1.0,8.0,10.0,9.0,2.0,9.0,11.0,5.0,2.0,5.0,5.0,24.0
Mario Chalmers,12--13,MIA,37.0,0.778,12.0,16.0,1.0,10.0,13.0,1.0,7.0,7.0,7.0,1.0,6.0,11.0,4.0,1.0,4.0,6.0,34.0
Mario Chalmers,11--12,MIA,49.0,1.0,10.0,21.0,1.0,6.0,12.0,1.0,6.0,6.0,7.0,2.0,6.0,8.0,5.0,1.0,6.0,5.0,29.0
Mario Chalmers,10--11,MIA,40.0,1.0,6.0,12.0,1.0,4.0,9.0,1.0,5.0,5.0,6.0,2.0,6.0,13.0,3.0,1.0,4.0,6.0,16.0
Mario Chalmers,09--10,MIA,42.0,1.0,9.0,15.0,0.833,5.0,9.0,1.0,9.0,12.0,7.0,2.0,5.0,9.0,4.0,2.0,5.0,6.0,30.0
Mario Chalmers,08--09,MIA,53.0,0.778,8.0,16.0,1.0,6.0,10.0,1.0,8.0,9.0,7.0,3.0,6.0,13.0,9.0,1.0,7.0,6.0,23.0
Lionel Chalmers,04--05,LAC,44.0,1.0,6.0,12.0,1.0,2.0,6.0,1.0,2.0,3.0,3.0,1.0,2.0,6.0,3.0,0.0,6.0,4.0,15.0
John Celestand,99--00,LAL,32.0,1.0,4.0,11.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,0.0,4.0,4.0,8.0
Cedric Ceballos,00--01,TOT,26.0,1.0,8.0,18.0,1.0,3.0,7.0,1.0,6.0,7.0,12.0,8.0,9.0,4.0,2.0,1.0,3.0,4.0,21.0
Cedric Ceballos,00--01,MIA,26.0,1.0,8.0,18.0,1.0,2.0,3.0,1.0,6.0,7.0,12.0,8.0,9.0,4.0,2.0,1.0,3.0,4.0,21.0
Cedric Ceballos,00--01,DET,23.0,0.5710000000000001,7.0,15.0,0.5,3.0,7.0,1.0,4.0,6.0,7.0,3.0,5.0,2.0,2.0,1.0,3.0,3.0,19.0
Cedric Ceballos,99--00,DAL,48.0,0.684,17.0,26.0,1.0,3.0,6.0,1.0,17.0,20.0,14.0,7.0,12.0,5.0,4.0,3.0,5.0,6.0,39.0
Cedric Ceballos,98--99,DAL,37.0,0.6,9.0,19.0,1.0,3.0,5.0,1.0,8.0,12.0,13.0,5.0,10.0,2.0,3.0,3.0,6.0,6.0,26.0
Cedric Ceballos,97--98,TOT,47.0,1.0,11.0,21.0,1.0,2.0,5.0,1.0,17.0,18.0,13.0,7.0,9.0,6.0,3.0,3.0,6.0,5.0,25.0
Cedric Ceballos,97--98,DAL,47.0,0.667,11.0,21.0,1.0,2.0,4.0,1.0,17.0,18.0,13.0,4.0,9.0,6.0,3.0,3.0,6.0,5.0,25.0
Cedric Ceballos,97--98,PHO,36.0,1.0,9.0,18.0,1.0,2.0,5.0,1.0,8.0,11.0,11.0,7.0,6.0,3.0,3.0,1.0,5.0,5.0,22.0
Cedric Ceballos,96--97,TOT,46.0,0.909,12.0,24.0,1.0,4.0,9.0,1.0,10.0,12.0,16.0,8.0,12.0,4.0,2.0,3.0,8.0,5.0,32.0
Cedric Ceballos,96--97,PHO,45.0,0.909,12.0,24.0,1.0,4.0,9.0,1.0,10.0,12.0,16.0,8.0,12.0,4.0,2.0,3.0,6.0,5.0,32.0
Cedric Ceballos,96--97,LAL,46.0,0.6,9.0,20.0,0.5,2.0,5.0,1.0,6.0,7.0,11.0,4.0,9.0,4.0,2.0,2.0,8.0,4.0,22.0
Cedric Ceballos,95--96,LAL,44.0,0.833,15.0,26.0,1.0,3.0,12.0,1.0,16.0,19.0,17.0,9.0,11.0,6.0,6.0,2.0,8.0,5.0,38.0
Cedric Ceballos,94--95,LAL,47.0,0.773,21.0,31.0,1.0,7.0,12.0,1.0,11.0,16.0,16.0,8.0,12.0,5.0,5.0,3.0,5.0,6.0,50.0
Cedric Ceballos,93--94,PHO,45.0,0.875,17.0,30.0,0.0,0.0,2.0,1.0,8.0,11.0,14.0,10.0,9.0,7.0,4.0,3.0,5.0,5.0,40.0
Cedric Ceballos,92--93,PHO,42.0,1.0,14.0,21.0,0.0,0.0,1.0,1.0,12.0,12.0,15.0,9.0,9.0,5.0,4.0,3.0,5.0,6.0,40.0
Cedric Ceballos,91--92,PHO,36.0,1.0,10.0,15.0,1.0,1.0,1.0,1.0,9.0,10.0,13.0,7.0,6.0,5.0,2.0,2.0,4.0,3.0,27.0
Cedric Ceballos,90--91,PHO,39.0,1.0,13.0,22.0,1.0,1.0,1.0,1.0,8.0,12.0,10.0,6.0,4.0,3.0,5.0,1.0,5.0,5.0,34.0
Ron Cavenall,88--89,NJN,5.0,1.0,2.0,2.0,,0.0,0.0,0.667,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,6.0
Ron Cavenall,84--85,NYK,,,,,,,,,,,,,,,,,,,
Duane Causwell,00--01,MIA,36.0,1.0,4.0,8.0,,0.0,0.0,1.0,3.0,4.0,9.0,5.0,8.0,2.0,1.0,2.0,2.0,5.0,9.0
Duane Causwell,99--00,MIA,22.0,1.0,4.0,8.0,,0.0,0.0,1.0,5.0,9.0,6.0,2.0,5.0,1.0,1.0,3.0,2.0,4.0,13.0
Duane Causwell,98--99,MIA,26.0,1.0,5.0,9.0,,0.0,0.0,1.0,2.0,4.0,5.0,2.0,4.0,1.0,0.0,3.0,5.0,6.0,10.0
Duane Causwell,97--98,MIA,34.0,1.0,7.0,9.0,,0.0,0.0,1.0,3.0,4.0,14.0,4.0,10.0,1.0,2.0,4.0,3.0,5.0,15.0
Duane Causwell,96--97,SAC,30.0,1.0,4.0,10.0,1.0,1.0,1.0,1.0,3.0,6.0,12.0,7.0,5.0,2.0,2.0,4.0,3.0,6.0,10.0
Duane Causwell,95--96,SAC,39.0,1.0,8.0,11.0,0.0,0.0,1.0,1.0,6.0,7.0,14.0,7.0,10.0,2.0,3.0,4.0,4.0,6.0,18.0
Duane Causwell,94--95,SAC,39.0,1.0,5.0,7.0,0.0,0.0,1.0,1.0,5.0,8.0,11.0,5.0,6.0,3.0,1.0,5.0,3.0,6.0,14.0
Duane Causwell,93--94,SAC,40.0,1.0,7.0,9.0,,0.0,0.0,1.0,4.0,6.0,11.0,5.0,8.0,2.0,2.0,4.0,2.0,6.0,15.0
Duane Causwell,92--93,SAC,38.0,1.0,10.0,14.0,0.0,0.0,1.0,1.0,8.0,10.0,13.0,7.0,9.0,4.0,2.0,6.0,4.0,6.0,20.0
Duane Causwell,91--92,SAC,41.0,1.0,8.0,13.0,0.0,0.0,1.0,1.0,6.0,9.0,16.0,9.0,12.0,4.0,5.0,8.0,7.0,6.0,19.0
Duane Causwell,90--91,SAC,47.0,1.0,9.0,17.0,,0.0,0.0,1.0,8.0,12.0,14.0,7.0,11.0,5.0,2.0,9.0,5.0,6.0,22.0
Bobby Cattage,85--86,NJN,29.0,0.75,4.0,12.0,1.0,1.0,1.0,1.0,4.0,4.0,7.0,4.0,3.0,2.0,1.0,0.0,3.0,3.0,12.0
Bobby Cattage,81--82,UTA,,,,,,,,,,,,,,,,,,,
Kelvin Cato,06--07,NYK,17.0,1.0,2.0,3.0,,0.0,0.0,1.0,4.0,4.0,5.0,2.0,3.0,0.0,1.0,4.0,1.0,2.0,6.0
Kelvin Cato,05--06,TOT,28.0,1.0,4.0,7.0,,0.0,0.0,1.0,6.0,6.0,8.0,3.0,6.0,1.0,2.0,2.0,2.0,5.0,10.0
Kelvin Cato,05--06,DET,18.0,0.5,3.0,6.0,,0.0,0.0,,0.0,0.0,4.0,1.0,4.0,1.0,0.0,1.0,1.0,2.0,6.0
Kelvin Cato,05--06,ORL,28.0,1.0,4.0,7.0,,0.0,0.0,1.0,6.0,6.0,8.0,3.0,6.0,1.0,2.0,2.0,2.0,5.0,10.0
Kelvin Cato,04--05,ORL,38.0,1.0,7.0,11.0,,0.0,0.0,1.0,8.0,8.0,18.0,5.0,15.0,4.0,4.0,5.0,3.0,6.0,17.0
Kelvin Cato,03--04,HOU,44.0,1.0,7.0,14.0,,0.0,0.0,1.0,6.0,6.0,15.0,7.0,11.0,6.0,4.0,6.0,4.0,5.0,16.0
Kelvin Cato,02--03,HOU,35.0,1.0,9.0,11.0,0.0,0.0,1.0,1.0,5.0,8.0,17.0,7.0,10.0,2.0,2.0,6.0,3.0,5.0,22.0
Kelvin Cato,01--02,HOU,43.0,1.0,7.0,10.0,0.0,0.0,1.0,1.0,5.0,10.0,15.0,8.0,12.0,2.0,4.0,7.0,5.0,6.0,18.0
Kelvin Cato,00--01,HOU,38.0,1.0,6.0,9.0,,0.0,0.0,1.0,4.0,5.0,13.0,5.0,10.0,2.0,3.0,5.0,6.0,6.0,15.0
Kelvin Cato,99--00,HOU,46.0,1.0,11.0,16.0,0.0,0.0,1.0,1.0,5.0,8.0,15.0,5.0,12.0,3.0,3.0,6.0,5.0,6.0,27.0
Kelvin Cato,98--99,POR,33.0,1.0,7.0,9.0,1.0,1.0,1.0,1.0,4.0,6.0,11.0,5.0,8.0,2.0,3.0,6.0,3.0,6.0,14.0
Kelvin Cato,97--98,POR,41.0,1.0,6.0,11.0,0.0,0.0,1.0,1.0,8.0,8.0,12.0,6.0,7.0,3.0,3.0,8.0,2.0,6.0,16.0
Terry Catledge,92--93,ORL,22.0,1.0,4.0,7.0,,0.0,0.0,1.0,4.0,6.0,8.0,3.0,6.0,2.0,2.0,1.0,3.0,6.0,12.0
Terry Catledge,91--92,ORL,46.0,1.0,12.0,26.0,0.0,0.0,1.0,1.0,11.0,12.0,22.0,12.0,10.0,5.0,3.0,2.0,7.0,6.0,30.0
Terry Catledge,90--91,ORL,48.0,1.0,14.0,24.0,0.0,0.0,1.0,1.0,11.0,14.0,18.0,11.0,11.0,4.0,3.0,1.0,6.0,6.0,30.0
Terry Catledge,89--90,ORL,54.0,0.846,18.0,29.0,1.0,1.0,1.0,1.0,14.0,19.0,16.0,12.0,9.0,4.0,4.0,2.0,7.0,5.0,49.0
Terry Catledge,88--89,WSB,44.0,1.0,11.0,19.0,1.0,1.0,1.0,1.0,7.0,9.0,16.0,8.0,10.0,4.0,4.0,5.0,7.0,6.0,26.0
Terry Catledge,87--88,WSB,41.0,1.0,11.0,17.0,0.0,0.0,1.0,1.0,6.0,11.0,15.0,7.0,9.0,4.0,3.0,1.0,6.0,5.0,27.0
Terry Catledge,86--87,WSB,45.0,0.857,12.0,22.0,0.0,0.0,1.0,1.0,8.0,10.0,20.0,8.0,13.0,4.0,3.0,2.0,6.0,6.0,32.0
Terry Catledge,85--86,PHI,43.0,1.0,13.0,21.0,0.0,0.0,1.0,1.0,6.0,7.0,15.0,8.0,10.0,3.0,3.0,2.0,5.0,5.0,30.0
Omri Casspi,16--17,TOT,38.0,1.0,6.0,13.0,1.0,2.0,4.0,1.0,3.0,4.0,10.0,3.0,8.0,5.0,5.0,1.0,5.0,5.0,13.0
Omri Casspi,16--17,MIN,38.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,5.0,1.0,5.0,5.0,7.0
Omri Casspi,16--17,NOH,24.0,0.556,5.0,9.0,0.5,2.0,4.0,,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,12.0
Omri Casspi,16--17,SAC,30.0,1.0,6.0,13.0,1.0,2.0,4.0,1.0,3.0,4.0,10.0,3.0,8.0,5.0,2.0,1.0,3.0,3.0,13.0
Omri Casspi,15--16,SAC,41.0,0.8,13.0,18.0,1.0,9.0,12.0,1.0,6.0,8.0,11.0,3.0,11.0,6.0,5.0,2.0,5.0,6.0,36.0
Omri Casspi,14--15,SAC,41.0,1.0,12.0,20.0,1.0,4.0,6.0,1.0,10.0,13.0,17.0,5.0,14.0,7.0,3.0,1.0,5.0,5.0,31.0
Omri Casspi,13--14,HOU,33.0,1.0,9.0,15.0,1.0,3.0,7.0,1.0,6.0,6.0,12.0,3.0,9.0,7.0,3.0,2.0,5.0,4.0,20.0
Omri Casspi,12--13,CLE,28.0,0.8,4.0,11.0,1.0,4.0,6.0,1.0,4.0,7.0,9.0,2.0,9.0,4.0,4.0,2.0,2.0,6.0,15.0
Omri Casspi,11--12,CLE,37.0,1.0,5.0,12.0,1.0,3.0,7.0,1.0,6.0,7.0,12.0,3.0,9.0,4.0,4.0,2.0,4.0,4.0,14.0
Omri Casspi,10--11,SAC,44.0,1.0,8.0,15.0,1.0,6.0,9.0,1.0,4.0,8.0,11.0,5.0,9.0,4.0,6.0,2.0,4.0,5.0,21.0
Omri Casspi,09--10,SAC,45.0,0.8,10.0,19.0,1.0,4.0,8.0,1.0,8.0,9.0,11.0,4.0,11.0,5.0,3.0,2.0,4.0,5.0,24.0
Sam Cassell,07--08,TOT,39.0,1.0,15.0,21.0,1.0,3.0,5.0,1.0,7.0,9.0,9.0,2.0,8.0,9.0,3.0,1.0,5.0,5.0,35.0
Sam Cassell,07--08,BOS,31.0,0.5710000000000001,8.0,18.0,1.0,3.0,5.0,1.0,6.0,7.0,5.0,2.0,5.0,6.0,3.0,1.0,3.0,4.0,22.0
Sam Cassell,07--08,LAC,39.0,1.0,15.0,21.0,0.667,2.0,5.0,1.0,7.0,9.0,9.0,2.0,8.0,9.0,3.0,1.0,5.0,5.0,35.0
Sam Cassell,06--07,LAC,39.0,1.0,14.0,24.0,1.0,5.0,9.0,1.0,11.0,11.0,6.0,2.0,6.0,14.0,3.0,1.0,6.0,5.0,35.0
Sam Cassell,05--06,LAC,45.0,0.75,14.0,26.0,1.0,4.0,8.0,1.0,12.0,14.0,10.0,3.0,9.0,13.0,4.0,2.0,6.0,6.0,35.0
Sam Cassell,04--05,MIN,38.0,0.818,12.0,22.0,1.0,4.0,8.0,1.0,10.0,11.0,11.0,2.0,10.0,13.0,3.0,2.0,7.0,6.0,30.0
Sam Cassell,03--04,MIN,45.0,0.778,14.0,29.0,1.0,4.0,8.0,1.0,10.0,13.0,10.0,4.0,10.0,14.0,4.0,2.0,7.0,6.0,36.0
Sam Cassell,02--03,MIL,50.0,0.7140000000000001,12.0,27.0,1.0,5.0,6.0,1.0,14.0,17.0,11.0,6.0,11.0,16.0,5.0,2.0,6.0,6.0,39.0
Sam Cassell,01--02,MIL,55.0,0.688,13.0,26.0,1.0,4.0,7.0,1.0,12.0,15.0,9.0,4.0,8.0,13.0,6.0,2.0,6.0,6.0,33.0
Sam Cassell,00--01,MIL,52.0,0.778,18.0,24.0,1.0,2.0,5.0,1.0,11.0,11.0,9.0,5.0,8.0,16.0,6.0,1.0,9.0,6.0,40.0
Sam Cassell,99--00,MIL,47.0,0.8,15.0,22.0,1.0,3.0,5.0,1.0,15.0,18.0,8.0,4.0,7.0,19.0,6.0,1.0,8.0,6.0,35.0
Sam Cassell,98--99,TOT,42.0,0.5379999999999999,9.0,22.0,0.5,1.0,5.0,1.0,17.0,19.0,3.0,2.0,2.0,9.0,4.0,0.0,5.0,6.0,36.0
Sam Cassell,98--99,MIL,28.0,0.5,5.0,16.0,0.5,1.0,2.0,1.0,6.0,6.0,3.0,2.0,2.0,6.0,4.0,0.0,3.0,4.0,16.0
Sam Cassell,98--99,NJN,42.0,0.5379999999999999,9.0,22.0,0.2,1.0,5.0,1.0,17.0,19.0,2.0,1.0,2.0,9.0,1.0,0.0,5.0,6.0,36.0
Sam Cassell,97--98,NJN,47.0,0.75,14.0,27.0,1.0,2.0,6.0,1.0,19.0,20.0,8.0,3.0,6.0,15.0,5.0,2.0,8.0,6.0,35.0
Sam Cassell,96--97,TOT,44.0,1.0,12.0,24.0,1.0,5.0,10.0,1.0,11.0,15.0,10.0,4.0,7.0,12.0,5.0,3.0,9.0,6.0,30.0
Sam Cassell,96--97,NJN,44.0,0.588,12.0,24.0,0.667,5.0,10.0,1.0,7.0,7.0,10.0,3.0,7.0,12.0,3.0,3.0,7.0,6.0,30.0
Sam Cassell,96--97,DAL,35.0,1.0,8.0,16.0,1.0,3.0,6.0,1.0,11.0,11.0,7.0,4.0,5.0,7.0,5.0,1.0,5.0,6.0,21.0
